,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,class
1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,54.0,49.2,1020.0,5.2,4.8,12.0,64.9,48.9,2
1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,57.8,50.7,1014.9,7.7,4.3,12.0,66.9,50.0,1
1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,61.3,54.2,1013.0,8.4,6.7,13.0,69.1,57.0,2
1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,60.5,56.6,1012.2,5.7,5.4,13.0,72.0,57.0,2
1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,55.6,51.7,1013.8,6.1,10.1,24.1,69.1,50.0,2
1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,49.5,41.9,1019.5,6.9,13.2,19.0,55.0,46.9,2
1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,53.3,37.4,1023.1,11.7,6.6,13.0,66.9,46.9,1
1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,56.1,39.1,1022.4,10.9,2.5,8.9,73.9,39.0,1
1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,64.0,43.3,1018.4,11.4,3.2,10.1,78.1,51.1,1
1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,66.0,44.7,1013.1,14.9,6.7,15.0,80.1,54.0,1
1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,71.9,47.8,1013.2,14.9,9.7,15.0,84.9,60.1,1
1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,70.5,47.2,1015.6,12.1,5.2,13.0,82.9,54.0,1
1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,69.1,52.2,1016.7,11.2,4.7,13.0,81.0,59.0,2
1216,1216,1216,1216,1216,1216,1216,1216,1216,1216,72.8,53.7,1014.3,11.7,6.7,17.1,84.0,63.0,2
1217,1217,1217,1217,1217,1217,1217,1217,1217,1217,73.6,56.3,1014.3,9.4,5.0,11.1,86.0,62.1,2
1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,74.3,56.9,1017.0,10.0,3.1,10.1,88.0,62.1,1
1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,77.8,57.6,1013.3,11.9,7.6,22.0,93.0,64.0,1
1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,74.9,52.8,1010.2,11.0,10.0,21.0,87.1,64.9,2
1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,67.3,42.4,1016.3,9.9,11.1,17.1,75.0,57.0,1
1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,66.2,52.8,1010.3,8.3,12.8,20.0,73.9,57.9,2
1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,56.0,46.9,1013.6,10.5,11.8,18.1,64.9,50.0,2
1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,54.0,47.3,1009.0,7.5,11.0,17.1,59.0,51.1,2
1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,50.8,36.7,1017.3,10.2,15.5,30.1,57.0,45.0,2
1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,48.7,32.8,1017.5,12.1,13.2,26.0,63.0,39.0,1
1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,53.2,36.1,1019.0,13.0,8.6,22.0,66.9,37.9,1
1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,57.8,38.5,1020.5,10.6,4.1,13.0,75.0,41.0,1
1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,69.1,47.7,1006.5,10.9,11.1,22.0,84.0,59.0,1
1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,63.4,48.1,1007.9,12.5,8.8,20.0,81.0,55.0,2
1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,53.0,45.5,1013.6,7.3,17.1,25.1,64.9,48.0,2
1232,1232,1232,1232,1232,1232,1232,1232,1232,1232,55.1,45.7,1020.5,9.3,12.3,22.0,64.0,48.9,2
1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,56.8,41.8,1023.1,13.0,7.2,13.0,64.9,48.0,1
1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,56.5,43.7,1019.3,10.1,3.5,12.0,64.9,45.0,1
1235,1235,1235,1235,1235,1235,1235,1235,1235,1235,58.8,47.2,1012.7,10.0,3.5,13.0,75.0,46.9,2
1236,1236,1236,1236,1236,1236,1236,1236,1236,1236,62.0,55.3,1006.4,8.8,13.3,20.0,70.0,57.0,2
1237,1237,1237,1237,1237,1237,1237,1237,1237,1237,63.5,58.7,1004.8,8.2,11.5,25.1,73.0,57.0,2
1238,1238,1238,1238,1238,1238,1238,1238,1238,1238,62.8,57.0,1009.4,9.3,8.0,13.0,75.0,55.0,1
1239,1239,1239,1239,1239,1239,1239,1239,1239,1239,62.7,56.9,1011.9,8.2,8.8,17.1,70.0,55.9,1
1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,66.7,55.6,1014.3,9.8,4.8,10.1,84.0,54.0,1
1241,1241,1241,1241,1241,1241,1241,1241,1241,1241,71.9,55.1,1013.2,10.2,6.1,18.1,84.9,61.0,1
1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,66.9,53.5,1013.5,8.9,11.7,22.0,80.1,55.0,2
1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,59.3,44.8,1021.3,12.2,8.0,20.0,69.1,48.0,1
1244,1244,1244,1244,1244,1244,1244,1244,1244,1244,59.3,44.8,1017.8,12.2,10.7,27.0,73.9,50.0,2
1245,1245,1245,1245,1245,1245,1245,1245,1245,1245,69.3,54.1,1005.3,9.9,13.7,22.9,79.0,62.1,1
1246,1246,1246,1246,1246,1246,1246,1246,1246,1246,64.5,51.6,1012.2,12.1,9.6,15.0,73.9,55.0,1
1247,1247,1247,1247,1247,1247,1247,1247,1247,1247,66.0,50.8,1017.6,11.2,7.0,20.0,79.0,53.1,1
1248,1248,1248,1248,1248,1248,1248,1248,1248,1248,74.1,61.7,1010.3,9.6,12.0,22.0,90.0,62.1,2
1249,1249,1249,1249,1249,1249,1249,1249,1249,1249,71.5,59.2,1012.1,12.3,7.9,13.0,84.9,63.0,1
1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,72.4,59.9,1011.6,10.3,15.2,22.9,84.0,64.0,2
1251,1251,1251,1251,1251,1251,1251,1251,1251,1251,76.2,63.7,1009.3,11.4,3.4,13.0,90.0,62.1,1
1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,79.5,65.1,1011.4,10.8,3.3,15.9,90.0,68.0,1
1253,1253,1253,1253,1253,1253,1253,1253,1253,1253,81.0,67.6,1011.3,12.0,11.8,22.9,90.0,70.0,1
1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,79.7,67.5,1007.7,11.6,11.8,22.0,89.1,73.0,2
1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,69.8,54.1,1013.0,10.4,4.4,22.0,86.0,55.0,1
1256,1256,1256,1256,1256,1256,1256,1256,1256,1256,79.7,62.5,1010.4,13.1,10.8,27.0,88.0,72.0,2
1257,1257,1257,1257,1257,1257,1257,1257,1257,1257,84.7,69.3,1006.5,14.0,14.5,20.0,99.0,75.0,1
1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,87.4,72.7,1004.4,12.9,11.0,18.1,99.0,77.0,1
1259,1259,1259,1259,1259,1259,1259,1259,1259,1259,88.6,73.1,1004.7,13.0,14.1,17.1,100.0,79.0,1
1260,1260,1260,1260,1260,1260,1260,1260,1260,1260,86.6,71.5,1007.6,12.0,16.5,27.0,96.1,75.9,1
1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,85.6,67.9,1007.8,12.2,15.6,28.0,102.9,75.0,1
1262,1262,1262,1262,1262,1262,1262,1262,1262,1262,81.9,63.5,1004.3,14.5,17.5,26.0,96.1,71.1,2
1263,1263,1263,1263,1263,1263,1263,1263,1263,1263,74.5,52.1,1013.5,11.6,6.7,17.1,95.0,57.0,1
1264,1264,1264,1264,1264,1264,1264,1264,1264,1264,72.9,57.6,1012.0,9.6,8.4,17.1,89.1,64.0,2
1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,70.0,56.1,1016.6,14.7,10.9,18.1,79.0,62.1,2
1266,1266,1266,1266,1266,1266,1266,1266,1266,1266,73.1,63.8,1008.9,10.4,13.6,22.0,86.0,64.9,2
1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,72.0,65.4,1007.5,10.2,10.0,25.1,80.1,64.9,2
1268,1268,1268,1268,1268,1268,1268,1268,1268,1268,75.1,66.7,1009.2,11.6,14.5,25.1,84.9,68.0,2
1269,1269,1269,1269,1269,1269,1269,1269,1269,1269,83.9,71.0,1005.0,11.0,19.9,26.0,96.1,75.0,2
1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,84.3,69.6,1002.2,11.9,14.6,22.0,98.1,68.0,2
1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,87.3,70.0,999.4,14.2,12.9,22.0,96.1,78.1,1
1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,75.7,66.7,1010.9,11.0,9.9,19.0,84.0,68.0,2
1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,76.7,69.0,1011.9,10.2,14.0,19.0,91.9,68.0,2
1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,85.5,69.8,1011.9,13.0,10.3,20.0,96.1,75.0,1
1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,84.9,71.0,1015.1,14.9,3.5,10.1,95.0,75.0,1
1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,81.9,69.6,1015.0,14.5,5.3,10.1,93.0,73.9,2
1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,83.7,71.6,1014.2,12.3,9.8,15.9,93.9,75.9,1
1278,1278,1278,1278,1278,1278,1278,1278,1278,1278,82.0,68.0,1012.8,14.9,10.1,15.9,93.9,75.0,1
1279,1279,1279,1279,1279,1279,1279,1279,1279,1279,77.0,59.6,1018.6,14.9,9.8,20.0,90.0,63.0,1
1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,76.4,56.3,1022.2,14.9,5.1,13.0,90.0,64.0,1
1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,78.7,60.0,1019.4,14.9,8.8,14.0,90.0,68.0,1
1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,84.3,64.9,1012.9,14.9,12.7,21.0,100.0,72.0,1
1283,1283,1283,1283,1283,1283,1283,1283,1283,1283,69.6,63.3,1016.0,9.4,9.7,30.1,93.0,55.0,2
1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,65.3,54.4,1022.4,12.0,8.1,15.9,75.9,55.0,1
1285,1285,1285,1285,1285,1285,1285,1285,1285,1285,72.1,55.0,1018.1,13.0,4.3,17.1,90.0,59.0,1
1286,1286,1286,1286,1286,1286,1286,1286,1286,1286,77.7,58.9,1012.0,12.8,7.3,15.9,93.9,62.1,1
1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,81.9,58.4,1012.3,14.8,7.6,17.1,95.0,66.9,1
1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,80.9,62.4,1015.4,12.3,12.1,26.0,91.0,70.0,2
1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,72.9,67.0,1017.0,9.0,6.9,25.1,82.9,66.0,2
1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,69.3,65.9,1016.8,8.9,9.3,20.0,80.1,64.0,2
1291,1291,1291,1291,1291,1291,1291,1291,1291,1291,64.3,56.9,1018.1,8.6,3.1,13.0,73.0,55.0,1
1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,74.9,66.2,1012.1,9.4,13.9,30.1,90.0,64.9,1
1293,1293,1293,1293,1293,1293,1293,1293,1293,1293,78.5,70.1,1012.3,9.9,14.6,20.0,86.0,72.0,1
1294,1294,1294,1294,1294,1294,1294,1294,1294,1294,79.1,72.0,1013.1,10.4,10.3,14.0,89.1,73.0,1
1295,1295,1295,1295,1295,1295,1295,1295,1295,1295,82.6,73.1,1013.1,10.0,11.5,22.0,91.0,75.0,1
1296,1296,1296,1296,1296,1296,1296,1296,1296,1296,84.2,72.2,1005.7,11.3,9.8,19.0,93.0,77.0,2
1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,85.1,73.9,1007.5,13.3,6.1,19.0,96.1,75.9,1
1298,1298,1298,1298,1298,1298,1298,1298,1298,1298,87.1,70.7,1007.6,14.9,14.9,20.0,100.0,79.0,1
1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,74.9,61.0,1017.7,12.8,9.3,25.1,86.0,66.0,2
1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,76.2,61.4,1020.0,10.9,8.3,18.1,88.0,66.9,1
1301,1301,1301,1301,1301,1301,1301,1301,1301,1301,86.5,68.6,1012.1,9.9,10.3,17.1,105.1,75.0,1
1302,1302,1302,1302,1302,1302,1302,1302,1302,1302,83.3,64.5,1016.9,12.6,9.2,15.0,93.9,73.9,1
1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,85.1,67.3,1016.2,13.7,7.2,17.1,102.0,73.0,1
1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,82.3,65.3,1014.2,9.9,8.4,17.1,96.1,72.0,1
1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,69.9,61.3,1017.9,9.9,6.4,15.0,84.0,60.1,2
1306,1306,1306,1306,1306,1306,1306,1306,1306,1306,74.4,60.4,1015.4,13.1,6.5,15.0,84.9,64.0,1
1307,1307,1307,1307,1307,1307,1307,1307,1307,1307,72.9,59.8,1019.7,11.1,8.6,20.0,82.0,64.0,2
1308,1308,1308,1308,1308,1308,1308,1308,1308,1308,75.0,64.6,1015.7,11.9,13.1,24.1,84.9,64.9,2
1309,1309,1309,1309,1309,1309,1309,1309,1309,1309,75.3,69.7,1012.9,10.5,6.2,14.0,82.9,69.1,2
1310,1310,1310,1310,1310,1310,1310,1310,1310,1310,74.3,68.5,1009.5,10.5,8.5,17.1,84.0,66.9,2
1311,1311,1311,1311,1311,1311,1311,1311,1311,1311,70.7,62.1,1012.6,13.3,9.1,15.0,80.1,62.1,1
1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,65.0,58.4,1016.5,12.6,5.6,11.1,73.0,60.1,2
1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,68.2,60.1,1018.0,10.8,4.8,10.1,82.9,57.9,1
1314,1314,1314,1314,1314,1314,1314,1314,1314,1314,71.3,64.0,1014.9,10.1,5.9,15.0,80.1,64.9,2
1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,73.0,67.8,1008.6,7.7,7.3,17.1,84.9,66.9,2
1316,1316,1316,1316,1316,1316,1316,1316,1316,1316,71.3,61.6,1012.2,11.8,7.7,10.1,80.1,62.1,1
1317,1317,1317,1317,1317,1317,1317,1317,1317,1317,69.4,62.7,1010.7,11.8,7.0,13.0,78.1,63.0,2
1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,70.8,62.5,1010.3,11.6,12.3,20.0,75.9,66.9,1
1319,1319,1319,1319,1319,1319,1319,1319,1319,1319,65.6,54.3,1016.6,9.2,6.8,20.0,79.0,54.0,1
1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,74.0,64.2,1013.7,10.4,7.7,13.0,90.0,64.9,2
1321,1321,1321,1321,1321,1321,1321,1321,1321,1321,76.4,68.9,1009.2,9.6,13.0,20.0,84.9,70.0,2
1322,1322,1322,1322,1322,1322,1322,1322,1322,1322,79.0,69.4,1005.1,11.6,10.6,25.1,88.0,72.0,2
1323,1323,1323,1323,1323,1323,1323,1323,1323,1323,70.7,62.5,1010.8,11.2,6.6,12.0,82.9,60.1,1
1324,1324,1324,1324,1324,1324,1324,1324,1324,1324,76.0,68.9,1013.8,13.0,7.1,17.1,82.0,70.0,2
1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,76.7,67.6,1016.4,11.6,6.2,13.0,87.1,69.1,1
1326,1326,1326,1326,1326,1326,1326,1326,1326,1326,78.6,69.8,1013.3,12.5,10.5,15.0,91.0,66.9,2
1327,1327,1327,1327,1327,1327,1327,1327,1327,1327,78.4,72.6,1010.2,10.2,8.6,14.0,87.1,72.0,2
1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,71.2,61.1,1016.9,9.8,9.6,17.1,78.1,64.9,1
1329,1329,1329,1329,1329,1329,1329,1329,1329,1329,68.1,57.0,1023.2,9.9,6.2,10.1,77.0,60.1,1
1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,67.4,56.9,1022.3,11.6,8.8,15.0,77.0,57.9,1
1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,68.3,56.6,1019.8,12.0,9.5,15.9,80.1,59.0,1
1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,66.7,58.2,1018.5,11.0,9.8,20.0,75.0,61.0,2
1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,72.7,63.5,1014.3,12.3,13.1,20.0,88.0,64.0,1
1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,79.7,70.3,1012.0,10.0,13.2,20.0,91.0,71.1,1
1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,78.9,69.5,1013.0,10.1,12.0,20.0,86.0,73.0,2
1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,73.0,68.7,1013.3,7.2,7.7,20.0,82.0,68.0,2
1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,73.6,65.7,1008.5,8.7,10.9,15.9,80.1,68.0,2
1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,72.5,61.6,1006.3,9.9,10.8,15.0,80.1,66.0,1
1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,63.0,52.8,1011.7,11.2,10.6,20.0,73.0,54.0,2
1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,58.8,46.2,1016.5,12.4,8.9,15.0,70.0,48.9,1
1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,60.7,48.3,1019.1,10.9,6.3,15.0,75.9,48.9,1
1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,69.1,55.6,1016.1,11.2,8.7,15.0,84.9,59.0,1
1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,77.7,58.5,1013.6,10.8,11.2,20.0,93.0,64.0,1
1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,73.2,61.5,1018.0,11.1,8.4,17.1,84.0,64.0,1
1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,72.1,63.5,1020.1,7.9,13.1,20.0,84.9,66.0,1
1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,76.4,62.9,1017.3,9.3,12.9,20.0,90.0,66.0,1
1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,76.1,62.5,1017.6,9.8,10.3,15.0,84.9,66.0,1
1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,77.2,62.1,1016.7,9.9,11.4,17.1,87.1,68.0,1
1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,75.8,61.9,1017.2,11.0,10.5,17.1,86.0,66.9,1
1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,74.8,60.1,1014.7,7.8,9.8,20.0,87.1,64.0,1
1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,75.6,61.2,1011.2,10.6,10.4,20.0,84.9,64.9,1
1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,67.6,56.5,1016.8,11.4,12.1,22.9,81.0,60.1,2
1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,64.7,47.4,1019.8,14.9,4.1,10.1,82.0,54.0,1
1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,70.2,55.5,1011.5,9.9,7.4,20.0,84.9,57.0,2
1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,70.5,59.8,1005.8,9.0,8.1,18.1,82.0,55.9,1
1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,66.1,53.3,1006.5,9.9,9.9,25.1,73.9,61.0,1
1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,52.8,46.7,1016.1,8.6,2.6,10.1,64.0,46.0,2
1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,57.9,51.9,1020.8,9.2,3.1,12.0,68.0,54.0,2
1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,56.8,45.0,1023.8,10.4,2.5,10.1,71.1,44.1,2
1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,57.0,47.4,1023.4,9.1,7.7,15.0,68.0,46.9,2
1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,56.5,43.8,1022.3,8.1,4.8,15.0,75.0,42.1,1
1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,66.8,48.1,1018.9,11.2,9.3,15.0,82.9,53.1,2
1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,66.4,51.8,1017.5,10.8,2.3,8.0,84.9,52.0,1
1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,65.8,48.9,1019.5,12.0,7.5,15.0,75.9,55.9,1
1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,66.7,50.9,1015.4,13.2,8.1,17.1,84.0,54.0,1
1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,72.1,52.2,1010.2,14.9,7.3,13.0,84.9,57.9,1
1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,70.3,52.7,1016.8,10.4,8.0,15.0,84.0,59.0,1
1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,75.0,53.9,1013.3,9.7,6.3,20.0,93.0,62.1,1
1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,67.4,46.1,1010.3,9.9,11.6,22.0,79.0,55.9,1
1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,53.4,35.4,1023.2,11.4,9.1,17.1,63.0,42.1,1
1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,56.5,36.0,1017.4,12.6,10.0,24.1,78.1,45.0,1
1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,53.5,32.6,1018.3,10.8,9.0,15.0,68.0,45.0,1
1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,46.1,22.1,1021.2,11.2,8.1,25.1,50.0,39.9,1
1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,37.5,22.0,1027.0,14.9,8.5,18.1,48.9,27.0,1
1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,40.2,26.9,1028.6,12.7,5.5,10.1,55.9,25.0,1
1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,49.0,31.6,1021.9,12.4,2.7,10.1,69.1,35.1,1
1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,53.6,31.0,1020.5,8.5,2.7,7.0,72.0,35.1,1
1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,56.4,34.7,1021.1,9.8,10.0,20.0,70.0,42.1,1
1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,58.1,38.0,1018.0,9.7,7.6,12.0,70.0,46.0,1
1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,53.8,37.3,1014.1,7.6,5.6,15.0,66.9,43.0,1
1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,52.4,36.8,1014.3,10.0,7.8,19.0,64.9,39.9,1
1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,50.3,35.7,1021.7,10.0,9.8,25.1,57.9,46.0,1
1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,43.8,30.0,1022.3,12.4,7.5,15.0,60.1,30.9,1
1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,50.7,25.3,1015.0,10.2,8.7,18.1,68.0,39.9,1
1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,44.0,21.6,1024.2,9.9,12.1,18.1,55.9,32.0,1
1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,47.1,29.9,1026.1,9.7,5.6,17.1,72.0,30.9,1
1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,53.5,34.3,1022.1,9.7,7.7,15.0,66.9,37.9,1
1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,42.9,22.9,1031.9,9.9,13.2,20.0,60.1,30.9,1
1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,42.6,21.4,1031.0,9.7,12.1,20.0,57.9,30.9,1
1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,52.5,27.8,1023.6,11.4,8.2,15.0,73.0,37.0,1
1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,54.8,36.9,1023.4,9.5,3.1,7.0,73.0,39.0,1
1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,59.8,40.2,1018.5,8.5,6.2,20.0,80.1,45.0,1
1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,60.7,41.2,1014.3,8.1,2.4,8.0,73.0,46.0,1
1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,56.2,39.8,1015.8,4.7,2.5,8.0,75.0,39.9,1
1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,51.1,29.8,1018.7,6.7,14.0,30.1,63.0,44.1,1
1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,36.8,17.2,1030.7,8.9,13.7,22.9,46.0,26.1,1
1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,40.4,18.6,1025.1,8.6,9.0,22.0,63.0,26.1,1
1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,55.2,21.7,1010.4,10.1,10.8,18.1,73.9,42.1,1
1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,56.3,31.9,1011.9,8.2,6.7,11.1,73.0,39.0,1
1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,58.3,39.3,1011.8,8.3,6.5,20.0,75.9,46.9,1
1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,53.1,30.7,1018.7,10.5,13.7,22.0,66.0,45.0,1
1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,43.0,23.4,1032.7,8.8,7.4,14.0,59.0,28.0,1
1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,52.7,23.7,1019.4,9.9,8.6,18.1,70.0,44.1,1
1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,52.3,27.5,1012.6,9.7,10.2,25.1,63.0,39.9,1
1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,43.4,24.7,1023.5,11.9,11.7,22.9,53.1,36.0,1
1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,36.2,19.7,1024.1,9.7,8.9,18.1,50.0,25.0,1
1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,40.0,21.3,1015.7,9.3,8.4,17.1,53.1,25.0,1
1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,37.9,21.4,1023.6,9.9,11.7,24.1,46.9,30.0,1
1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,33.1,18.9,1024.6,11.3,6.2,12.0,45.0,21.9,1
1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,42.3,22.3,1016.2,11.6,7.0,10.1,60.1,33.1,1
1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,45.3,27.6,1015.5,7.9,4.5,12.0,68.0,30.9,1
1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,54.6,30.6,1006.6,8.9,12.1,20.0,63.0,46.9,1
1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,52.8,30.0,1003.2,11.6,9.5,15.0,60.1,39.9,1
1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,47.0,29.3,1006.9,8.2,6.8,20.0,68.0,32.0,1
1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,56.3,46.2,1005.4,9.2,7.1,24.1,64.0,43.0,1
