,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NO2(GT)
784,784,784,784,784,784,784,784,1.0,1040.25,55.0,2.900666704377631,645.75,71.0,1209.5,1325.25,554.5,12.950000286102,59.575000762939,0.8860033473170625,78.0
785,785,785,785,785,785,785,785,1.3,1114.5,75.0,3.928448868489377,706.75,104.0,1105.0,1384.25,677.25,12.700000047684,62.674998283386,0.917262655105977,93.0
786,786,786,786,786,786,786,786,1.1,1004.25,64.0,2.818464253455941,640.5,85.0,1201.25,1304.75,557.25,12.075000047684,60.500000953674,0.8504944223495169,71.0
787,787,787,787,787,787,787,787,0.6,894.75,39.0,1.4015358776186695,536.25,53.0,1414.5,1228.5,420.75,11.174999952316,64.375000953674,0.8537334295732678,56.0
788,788,788,788,788,788,788,788,0.7,917.0,42.0,1.7218047897796958,562.75,58.0,1414.5,1257.0,422.75,10.725000143051,67.575000762939,0.8703127854106188,60.0
789,789,789,789,789,789,789,789,1.2,1025.0,78.0,3.6114169887481182,688.75,89.0,1188.5,1324.75,519.0,11.399999856949,61.200000762939,0.8235675832997265,77.0
790,790,790,790,790,790,790,790,1.4,1035.25,69.0,3.12477702038371,659.75,96.0,1221.75,1301.25,532.5,9.8500001430511,70.549999237061,0.8581149025878066,82.0
791,791,791,791,791,791,791,791,1.2,1024.5,67.0,3.4912091528870413,681.75,88.0,1196.5,1313.0,537.0,10.275000095367,65.175001144409,0.8151062271297842,77.0
792,792,792,792,792,792,792,792,1.3,1040.25,83.0,3.8971281280841183,705.0,100.0,1149.25,1323.5,611.5,10.975000143051,58.925000190735,0.7713618792648487,91.0
793,793,793,793,793,793,793,793,1.8,1069.75,79.0,5.247305750259137,775.75,127.0,1065.0,1368.75,697.0,10.599999904633,59.450000762939,0.7594546589625041,93.0
794,794,794,794,794,794,794,794,1.2,963.75,68.0,3.663464880883249,691.75,88.0,1176.0,1292.25,572.75,10.575000047684,57.72500038147,0.7362167565984372,82.0
795,795,795,795,795,795,795,795,0.8,904.25,56.0,2.733430363808586,635.0,66.0,1269.25,1233.25,488.75,10.575000047684,56.050000190735,0.7148540333489708,74.0
796,796,796,796,796,796,796,796,0.8,913.25,49.0,2.6004452699114715,626.25,61.0,1270.75,1234.25,473.75,10.25,57.974999427795,0.7238757885272427,68.0
797,797,797,797,797,797,797,797,0.8,914.0,56.0,2.361018749438252,610.0,54.0,1321.75,1229.5,454.75,10.375,58.39999961853,0.7351639523669441,65.0
798,798,798,798,798,798,798,798,0.7,893.0,48.0,2.03914602689012,587.0,46.0,1367.5,1219.25,432.5,10.650000095367,58.199999809265,0.7459145414016218,58.0
799,799,799,799,799,799,799,799,0.5,844.25,27.0,1.3471170917396558,531.5,25.0,1498.5,1176.0,376.0,10.549999952316,59.875000953674,0.762393039313602,36.0
800,800,800,800,800,800,800,800,0.3,836.5,29.0,1.197502764718959,518.0,18.0,1580.75,1182.25,360.0,10.474999904633,60.799999237061,0.7703908698365101,29.0
801,801,801,801,801,801,801,801,0.4,868.25,32.0,1.330123390996772,530.0,104.25,1481.5,1215.0,383.75,10.625,63.050001144409,0.8067578492484356,86.05000000000001
802,802,802,802,802,802,802,802,0.3,824.75,47.0,0.8995128466837359,488.75,21.0,1565.25,1170.75,363.0,11.074999809265,60.149998664856,0.7925349411096416,28.0
803,803,803,803,803,803,803,803,0.7,955.5,66.0,3.0600205820759325,655.75,76.0,1250.75,1356.25,524.75,10.075000047684,68.39999961853,0.8443195552145362,68.0
804,804,804,804,804,804,804,804,1.6,1124.25,163.0,6.906801269418972,852.75,149.0,960.25,1531.0,872.5,10.024999856949,68.72500038147,0.8455584540454132,99.0
805,805,805,805,805,805,805,805,3.9,1496.25,524.0,19.123453175722965,1271.75,328.0,667.25,2011.25,1398.75,10.974999904633,64.150000572205,0.8397601029881155,130.0
806,806,806,806,806,806,806,806,4.5,1451.75,657.0,22.092876876610813,1353.5,282.0,620.25,2056.5,1501.0,12.024999856949,58.074998855591,0.813773076230225,128.0
807,807,807,807,807,807,807,807,2.7,1172.0,324.0,11.781322973571852,1042.0,206.0,796.5,1641.0,1186.25,12.775000095367,51.974999427795,0.7643402539052844,120.0
808,808,808,808,808,808,808,808,1.6,1019.5,144.0,7.31661206728073,870.5,133.0,955.5,1425.5,911.25,12.600000143051,50.799999237061,0.738704773060115,93.0
809,809,809,809,809,809,809,809,1.6,1044.0,135.0,8.00770000240378,899.5,137.0,934.0,1470.75,919.25,13.799999952316,47.35000038147,0.7435409424851475,96.0
810,810,810,810,810,810,810,810,1.6,1019.75,140.0,7.205958222732487,865.75,116.0,971.75,1428.5,791.25,15.125,42.699999809265,0.7293640431869446,84.0
811,811,811,811,811,811,811,811,1.5,1009.25,141.0,7.658832618007967,885.0,112.0,993.75,1438.5,750.75,16.274999856949,38.14999961853,0.7005616852802711,87.0
812,812,812,812,812,812,812,812,1.8,1073.0,181.0,9.69163258444518,966.0,128.0,934.5,1536.5,804.75,16.575000047684,36.700000762939,0.6867163549507475,87.0
813,813,813,813,813,813,813,813,2.1,1098.0,227.0,9.817124758804075,970.75,145.0,877.0,1527.25,965.75,15.849999666214,40.5,0.7241334358489561,103.0
814,814,814,814,814,814,814,814,1.7,1060.75,149.0,7.694614864499808,886.5,110.0,919.75,1462.25,869.25,16.349999904633,41.800000190735,0.7712045478325213,88.0
815,815,815,815,815,815,815,815,3.0,1288.75,425.0,15.283846444717812,1157.5,184.0,755.25,1790.75,1195.75,16.10000038147,42.849999427795,0.7782787412408694,118.0
816,816,816,816,816,816,816,816,4.6,1441.5,669.0,21.469616535835723,1336.75,243.0,629.5,2004.0,1523.0,15.275000095367,46.825000762939,0.8074372129764512,134.0
817,817,817,817,817,817,817,817,5.0,1479.0,680.0,21.69199977503211,1342.75,259.0,630.75,1994.75,1578.5,14.700000047684,47.0,0.7815077994652585,144.0
818,818,818,818,818,818,818,818,3.5,1266.0,446.0,14.649682363278062,1137.5,205.0,726.0,1746.75,1370.0,14.099999904633,49.550000190735,0.7931026295653653,129.0
819,819,819,819,819,819,819,819,2.1,1149.0,205.0,9.319295114362276,951.75,144.0,844.5,1577.25,1203.5,13.524999856949,54.125,0.8351383812878692,108.0
820,820,820,820,820,820,820,820,2.1,1167.5,194.0,9.364685579922574,953.5,152.0,842.75,1585.5,1201.25,12.324999809265,59.22500038147,0.8461038327572422,104.0
821,821,821,821,821,821,821,821,1.5,1078.5,115.0,6.7818659104834325,847.25,108.0,925.25,1463.0,1121.75,11.649999856949,62.225001335144,0.8510371214910517,90.0
822,822,822,822,822,822,822,822,1.1,1047.3333333333,74.0,4.93200817992722,760.0,64.0,1032.0,1378.6666666667,1003.0,11.46666653951,61.43333307902,0.8302890507795708,74.0
823,823,823,823,823,823,823,823,0.9,935.5,85.0,3.8881989834382815,704.5,73.0,1085.75,1363.75,918.25,10.875,64.550000190735,0.8395152845947566,73.0
824,824,824,824,824,824,824,824,0.7,900.0,66.0,2.725755128418066,634.5,47.0,1206.75,1307.0,835.75,11.075000286102,63.22500038147,0.8330511158681938,60.0
825,825,825,825,825,825,825,825,0.4,839.25,60.0,1.8956482143938893,576.25,104.25,1325.25,1285.0,759.0,10.700000047684,64.425002098083,0.828392446502473,86.05000000000001
826,826,826,826,826,826,826,826,0.8500000000000001,839.5,40.0,1.7186528499153866,562.5,45.0,1349.25,1275.0,755.25,10.650000095367,63.775001525879,0.8173659995182829,57.0
827,827,827,827,827,827,827,827,0.9,904.5,47.0,3.2891897227614906,669.75,79.0,1190.75,1345.5,819.75,10.225000143051,65.75,0.819613439499703,62.0
828,828,828,828,828,828,828,828,1.6,1078.5,116.0,7.427984010652609,875.25,113.0,947.0,1534.75,998.0,10.325000047684,65.550001144409,0.8224797528672588,71.0
829,829,829,829,829,829,829,829,3.9,1416.75,478.0,18.23480122749713,1246.25,263.0,669.0,1921.0,1403.0,10.849999904633,63.974999427795,0.8306838794391688,94.0
830,830,830,830,830,830,830,830,5.0,1529.25,836.0,27.729952491409712,1496.75,275.0,568.5,2277.5,1641.0,13.299999952316,55.574999809265,0.8452613210585996,99.0
831,831,831,831,831,831,831,831,4.3,1397.25,655.0,18.295210456775816,1248.0,263.0,659.25,1906.25,1534.0,15.775000095367,46.800000190735,0.8328387358322309,119.0
832,832,832,832,832,832,832,832,2.7,1214.25,312.0,12.338011438644102,1061.25,183.0,779.75,1661.75,1256.5,19.52499961853,34.449999809265,0.7738270107124401,103.0
833,833,833,833,833,833,833,833,2.1,1109.25,195.0,8.889611855025933,935.0,147.0,882.25,1518.0,1026.25,21.074999809265,30.175000190735,0.744994208694672,95.0
834,834,834,834,834,834,834,834,2.1,1122.0,238.0,10.42088300739072,993.25,132.0,858.75,1571.0,993.0,18.424999713898,34.224999904633,0.718456162923375,95.0
835,835,835,835,835,835,835,835,2.35,1093.75,231.5,9.67846293726058,965.5,134.5,877.25,1518.75,919.25,21.025000095367,30.625,0.7538140913372204,106.0
836,836,836,836,836,836,836,836,2.75,1164.0,369.5,12.77195815541459,1076.0,140.0,787.75,1653.25,1031.75,21.425000190735,28.675000190735,0.7231340390580464,123.0
837,837,837,837,837,837,837,837,2.9000000000000004,1188.25,353.0,12.942853590314304,1081.75,156.5,790.25,1652.75,1076.5,21.325000286102,27.349999904633,0.6855570242694561,122.0
838,838,838,838,838,838,838,838,1.9,1098.25,204.0,8.85789311645183,933.75,94.5,895.25,1496.5,883.0,20.375,30.39999961853,0.7192730260673896,92.0
839,839,839,839,839,839,839,839,2.15,1180.25,221.0,10.998192625032445,1014.25,141.0,826.0,1594.75,1036.0,18.699999809265,34.825000762939,0.7435637402792318,113.0
840,840,840,840,840,840,840,840,2.1,1195.0,301.5,12.646267058074494,1071.75,137.5,799.0,1608.5,1143.5,18.599999904633,34.724999427795,0.7368699346574425,119.5
841,841,841,841,841,841,841,841,2.55,1234.0,302.0,13.332789217998998,1094.75,172.0,788.5,1638.25,1211.5,17.924999713898,35.75,0.7276067474100121,116.5
842,842,842,842,842,842,842,842,3.9,1425.0,600.5,18.079854531960976,1241.75,236.5,675.25,1858.25,1485.75,16.549999952316,42.050000190735,0.7855937271855291,121.0
843,843,843,843,843,843,843,843,2.8,1319.5,333.0,13.024928299631268,1084.5,164.0,730.0,1689.0,1440.25,14.799999952316,49.724999427795,0.8320737507450469,123.0
844,844,844,844,844,844,844,844,1.75,1157.75,96.0,7.820412173392475,891.75,111.0,870.25,1494.0,1242.0,13.375000238419,54.25,0.829077962305117,106.0
845,845,845,845,845,845,845,845,1.4,1060.25,101.5,5.849489378590794,804.75,96.0,963.75,1418.0,1088.75,13.449999809265,54.174999237061,0.83191227789736,91.5
846,846,846,846,846,846,846,846,1.0,1036.0,70.0,4.66358706081456,746.25,74.5,1033.75,1364.0,993.25,12.299999952316,57.64999961853,0.8222771166171564,72.0
847,847,847,847,847,847,847,847,0.8500000000000001,942.75,48.5,3.120712813161235,659.5,68.0,1162.5,1296.5,862.0,11.574999809265,58.75,0.7996170117562752,61.5
848,848,848,848,848,848,848,848,0.7,899.25,55.0,2.0971049817277776,591.25,52.0,1242.75,1259.0,815.25,10.650000095367,62.324998855591,0.798782183704132,54.5
849,849,849,849,849,849,849,849,0.65,889.25,39.0,1.6779019605578074,559.25,44.0,1330.75,1240.75,713.75,10.200000047684,63.199999809265,0.7865390235084969,57.0
850,850,850,850,850,850,850,850,0.6,846.75,22.0,1.2908297370382815,526.5,41.5,1416.25,1216.0,682.0,10.474999904633,61.25,0.7760927856841726,55.0
851,851,851,851,851,851,851,851,0.8,917.75,52.0,2.577932199377853,624.75,54.0,1255.0,1297.5,743.75,9.2999999523163,65.824998855591,0.7722291732044608,50.5
852,852,852,852,852,852,852,852,1.85,1105.0,127.5,7.934977356048177,896.5,122.0,905.75,1510.25,1049.75,9.125,67.375,0.781354358297118,91.0
853,853,853,853,853,853,853,853,4.0,1490.5,507.5,21.39570598678425,1334.75,222.0,624.75,2001.25,1522.0,10.200000047684,62.925001144409,0.7831165997430735,128.0
854,854,854,854,854,854,854,854,4.45,1507.75,581.5,22.13969348822825,1354.75,252.5,608.75,2033.5,1623.0,11.599999904633,58.675000190735,0.7998904739207128,140.0
855,855,855,855,855,855,855,855,3.9,1489.25,536.0,19.06189173052796,1270.0,309.0,633.25,1888.5,1637.75,13.450000047684,53.375,0.8196274874931003,114.0
856,856,856,856,856,856,856,856,3.8,1451.25,481.0,17.313596427340947,1219.25,327.0,661.25,1803.75,1633.25,15.025000095367,49.27499961853,0.8363686290428675,127.0
857,857,857,857,857,857,857,857,3.8,1454.25,460.0,17.50807157143983,1225.0,299.0,660.5,1808.75,1654.25,17.050000190735,42.125,0.811962318001138,135.0
858,858,858,858,858,858,858,858,3.9,1392.25,597.0,16.985953329637045,1209.5,257.0,689.25,1791.75,1559.0,18.449999809265,36.900000572205,0.7758071745613868,135.0
859,859,859,859,859,859,859,859,3.5,1350.5,465.0,16.985953329637045,1209.5,195.0,708.75,1782.5,1374.0,19.250000476837,35.425000190735,0.7824125914576912,120.0
860,860,860,860,860,860,860,860,4.0,1417.5,542.0,19.47685467747145,1281.75,231.0,680.75,1890.0,1418.0,19.150000095367,35.650000572205,0.7825590044914627,129.0
861,861,861,861,861,861,861,861,3.0,1303.0,437.0,14.807148739274531,1142.5,170.0,748.25,1734.25,1228.25,21.474999904633,30.35000038147,0.7676936711072988,114.0
862,862,862,862,862,862,862,862,3.1,1292.25,383.0,13.96537920780899,1115.5,192.0,746.25,1676.0,1292.75,19.575000286102,34.64999961853,0.7807085332181773,129.0
863,863,863,863,863,863,863,863,5.2,1560.0,778.0,24.37774068147215,1413.25,251.0,593.5,2046.0,1642.25,19.60000038147,35.52499961853,0.8016505828230588,149.0
864,864,864,864,864,864,864,864,5.9,1765.0,926.0,28.143709162009053,1506.75,289.0,533.0,2270.75,1895.0,18.27499961853,44.14999961853,0.9182512323376868,149.0
865,865,865,865,865,865,865,865,7.3,1874.5,1189.0,33.74682003097595,1636.5,351.0,482.0,2445.75,2086.0,17.374999523163,47.75,0.9392059530635744,158.0
866,866,866,866,866,866,866,866,6.1,1746.25,824.0,24.192598971050693,1408.5,319.0,552.5,2119.25,1897.75,16.800000190735,49.775000572205,0.9445633932336592,148.0
867,867,867,867,867,867,867,867,4.6,1606.5,660.0,19.75263625123044,1289.5,264.0,587.25,1960.0,1758.0,16.200000286102,53.199999809265,0.972346317292166,134.0
868,868,868,868,868,868,868,868,2.5,1277.0,203.0,9.31281843867851,951.5,144.0,802.25,1606.75,1284.0,14.875,59.050000190735,0.9928173750448172,111.0
869,869,869,869,869,869,869,869,2.2,1206.5,136.0,7.25246168751516,867.75,119.0,877.25,1532.25,1075.25,13.924999713898,64.0,1.0130378140898495,106.0
870,870,870,870,870,870,870,870,2.0,1208.5,114.0,7.136442302880105,862.75,120.0,881.75,1547.25,1084.25,13.674999952316,66.825000762939,1.0410223808857837,108.0
871,871,871,871,871,871,871,871,1.9,1188.5,110.0,6.714129541810949,844.25,96.0,886.75,1565.5,1048.75,13.449999809265,69.60000038147,1.068778877238928,93.0
872,872,872,872,872,872,872,872,1.6,1131.75,127.0,5.956122343665647,809.75,77.0,899.0,1532.0,1021.25,12.849999904633,71.949998855591,1.0631995473827536,83.0
873,873,873,873,873,873,873,873,1.0,974.25,68.0,2.729591596001178,634.75,47.0,1159.0,1387.0,778.0,12.900000095367,68.5,1.015473195216314,61.5
874,874,874,874,874,874,874,874,1.0,1032.75,70.0,3.5682865172598426,686.25,63.0,1029.5,1419.75,947.5,11.874999761581,74.800001144409,1.0380226469521954,69.0
875,875,875,875,875,875,875,875,1.2,1074.5,93.0,5.364484431415103,781.5,97.0,941.0,1504.75,988.0,11.599999904633,76.400001525879,1.041527622146106,77.0
876,876,876,876,876,876,876,876,2.0,1241.75,179.0,10.003313625263502,977.75,180.0,777.5,1685.5,1184.25,11.700000047684,75.250001907349,1.0325136027224888,87.0
877,877,877,877,877,877,877,877,4.5,1656.75,523.0,23.237670486817727,1383.75,352.0,579.0,2175.75,1600.25,12.75,71.02499961853,1.0428119031822976,109.0
878,878,878,878,878,878,878,878,4.1,1405.75,546.0,18.65074471205268,1258.25,279.0,636.0,1890.25,1494.75,13.799999952316,61.099999427795,0.9594583061115122,116.0
879,879,879,879,879,879,879,879,2.6,1149.75,251.0,9.863532129621102,972.5,186.0,827.25,1590.0,1187.75,15.300000190735,51.449999809265,0.8885905292255084,105.0
880,880,880,880,880,880,880,880,2.3,1184.25,222.0,10.150649865204098,983.25,169.0,822.5,1604.25,1165.5,16.624999761581,48.724999427795,0.914579411268493,106.0
881,881,881,881,881,881,881,881,2.6,1223.0,212.0,10.984293137716778,1013.75,172.0,780.75,1666.0,1218.5,17.624999523163,46.675001144409,0.9324404904535132,108.0
882,882,882,882,882,882,882,882,2.4,1195.5,263.0,10.50935982454703,996.5,127.0,802.0,1643.5,1128.0,19.249999523163,42.674999237061,0.9425392973304249,100.0
883,883,883,883,883,883,883,883,4.3,1559.25,535.0,18.93902281398212,1266.5,230.0,652.75,2046.5,1373.25,15.72500038147,62.525000572205,1.1091811926911568,149.0
884,884,884,884,884,884,884,884,4.6,1543.75,609.0,18.93025942711548,1266.25,280.0,612.5,2065.75,1415.25,14.5,75.675001144409,1.242450209594471,148.0
885,885,885,885,885,885,885,885,4.0,1485.3333333333,449.0,17.45160666197702,1223.3333333333,242.0,650.33333333333,1980.0,1302.0,14.433333396912,77.399998982747,1.2654048964232767,126.0
886,886,886,886,886,886,886,886,4.7,1498.0,536.0,17.66091504876288,1229.5,250.0,649.25,1962.5,1308.0,14.625000238419,74.875,1.239102860880119,140.0
887,887,887,887,887,887,887,887,5.7,1593.25,743.0,22.999123584169165,1377.5,309.0,581.75,2158.75,1448.5,14.625,75.97500038147,1.257306696557672,142.0
888,888,888,888,888,888,888,888,5.2,1528.5,575.0,20.44477997926457,1308.75,270.0,626.75,2083.25,1384.75,14.049999952316,76.25,1.216587393481297,141.0
889,889,889,889,889,889,889,889,6.4,1689.0,783.0,26.80857133459717,1474.25,323.0,560.0,2298.25,1491.75,13.875,77.97500038147,1.2303172769585382,149.0
890,890,890,890,890,890,890,890,6.0,1535.25,706.0,19.9493542369401,1295.0,307.0,627.25,2038.75,1379.5,13.775000095367,78.0,1.222888856820215,140.0
891,891,891,891,891,891,891,891,3.4,1303.75,299.0,12.513760440386402,1067.25,224.0,736.75,1811.0,1166.75,13.5,79.350002288818,1.2224008181061226,117.0
892,892,892,892,892,892,892,892,2.7,1234.5,159.0,9.606166402460245,962.75,166.0,803.0,1679.5,1094.75,13.075000047684,80.14999961853,1.2015897457661129,103.0
893,893,893,893,893,893,893,893,3.1,1281.25,171.0,9.969956267880695,976.5,171.0,794.25,1695.25,1104.5,12.775000095367,81.02499961853,1.1915472720137008,99.0
894,894,894,894,894,894,894,894,2.6,1167.0,162.0,8.117313840167903,904.0,169.0,845.5,1627.25,1051.0,12.725000143051,80.625,1.181862227181663,100.0
895,895,895,895,895,895,895,895,2.2,1133.75,111.0,7.136442302880105,862.75,120.0,868.5,1598.75,1009.0,12.525000095367,81.799999237061,1.1837638563882131,88.0
896,896,896,896,896,896,896,896,1.9,1099.75,134.0,6.37429750967153,829.0,103.0,886.75,1564.75,971.75,12.650000095367,81.224998474121,1.1849315050835767,83.0
897,897,897,897,897,897,897,897,0.9,1056.75,91.0,5.091118475893959,768.0,71.0,958.25,1527.25,883.75,12.424999713898,82.39999961853,1.1847954178579692,67.5
898,898,898,898,898,898,898,898,0.9,901.5,54.5,2.995843171964047,651.75,36.0,1157.75,1437.25,661.25,12.600000143051,79.900001525879,1.1618604996280704,45.5
899,899,899,899,899,899,899,899,0.75,981.75,82.5,4.238247947117017,723.75,64.5,1055.0,1507.5,773.75,12.775000095367,79.974998474121,1.1761060377635042,61.0
900,900,900,900,900,900,900,900,0.8500000000000001,996.75,53.5,5.101134317941586,768.5,61.0,1001.75,1523.5,868.25,12.575000047684,79.875,1.1596307316606675,56.0
901,901,901,901,901,901,901,901,1.8,1141.0,174.5,8.074610745890912,902.25,101.0,904.75,1672.25,965.25,12.549999952316,79.600002288818,1.1537811744423732,86.0
902,902,902,902,902,902,902,902,1.95,1163.25,197.0,8.756718181342892,929.75,111.0,848.5,1691.25,985.25,12.75,80.800001144409,1.1863316215851163,87.5
903,903,903,903,903,903,903,903,2.05,1106.5,122.5,7.153794346007262,863.5,111.5,911.25,1604.25,963.25,13.450000047684,78.125,1.1996889453938822,85.5
904,904,904,904,904,904,904,904,2.45,1227.75,218.5,9.24815729916871,949.0,159.0,837.5,1705.75,1068.75,14.575000286102,74.85000038147,1.2347672659335645,101.5
905,905,905,905,905,905,905,905,1.6,1033.0,109.5,5.956122343665647,809.75,102.5,968.75,1526.25,863.5,16.825000286102,61.025001525879,1.1598605487813534,85.5
906,906,906,906,906,906,906,906,1.15,983.5,103.0,4.981498720332963,762.5,86.5,1053.75,1472.0,641.25,18.800000190735,50.125,1.0768571853152642,88.0
907,907,907,907,907,907,907,907,1.55,1066.25,182.0,7.522326710746406,879.25,102.0,938.75,1535.75,739.5,19.325000286102,47.074999809265,1.044519132241906,90.0
908,908,908,908,908,908,908,908,0.9,926.0,81.5,3.93741727766051,707.25,44.0,1130.25,1428.75,531.5,19.25,46.625,1.029780827434723,54.5
909,909,909,909,909,909,909,909,1.05,978.5,109.5,5.01129410974165,764.0,77.5,1054.25,1461.5,572.0,19.700000286102,44.39999961853,1.0080781517305866,76.0
910,910,910,910,910,910,910,910,1.3,992.5,132.0,5.390103939543701,782.75,68.5,1032.75,1482.0,629.5,19.349999904633,45.724999427795,1.0161229149517066,67.0
911,911,911,911,911,911,911,911,1.05,969.75,109.5,4.996386946200936,763.25,75.0,1042.75,1462.0,607.5,17.900000095367,49.875,1.0135159106339775,74.5
912,912,912,912,912,912,912,912,1.3,997.0,132.0,5.498273509057063,788.0,81.0,1014.0,1481.5,644.25,16.925000190735,53.224999427795,1.0179466675567828,84.5
913,913,913,913,913,913,913,913,1.6,1096.75,211.0,7.820412173392475,891.75,89.5,908.5,1594.25,833.0,16.075000286102,55.97500038147,1.0150721345975369,94.5
914,914,914,914,914,914,914,914,1.95,1105.25,174.5,8.203007924916658,907.5,138.5,899.75,1566.25,923.25,16.549999713898,52.77499961853,0.9859621366461084,105.5
915,915,915,915,915,915,915,915,0.75,992.75,87.0,5.272685493817855,777.0,57.0,1022.0,1481.5,790.0,16.875,51.10000038147,0.9742598367184956,59.5
916,916,916,916,916,916,916,916,1.85,1135.75,164.5,7.916840904491177,895.75,111.5,918.75,1622.75,960.5,16.974999904633,50.825000762939,0.9750833405169116,83.5
917,917,917,917,917,917,917,917,2.3,1296.75,217.5,10.687269183772557,1003.0,175.0,797.5,1700.25,1176.75,16.89999961853,54.75,1.0454801627433985,97.5
918,918,918,918,918,918,918,918,1.75,1110.25,155.5,6.946757178144978,854.5,96.5,897.0,1568.25,943.25,16.25,57.22500038147,1.0491967385492855,87.5
919,919,919,919,919,919,919,919,1.25,1026.5,180.0,6.31930644980548,826.5,75.0,941.5,1528.5,742.0,16.025000333786,56.22500038147,1.016409760795191,73.0
920,920,920,920,920,920,920,920,1.1,1024.25,137.0,5.638692720437387,794.75,67.5,982.25,1501.25,704.75,15.625,60.22500038147,1.0616750723103656,64.0
921,921,921,921,921,921,921,921,1.3,991.75,132.0,5.390103939543701,782.75,82.0,988.0,1526.75,662.5,14.625,68.174999237061,1.1282248456490565,80.0
922,922,922,922,922,922,922,922,0.75,928.5,65.0,3.190110702966785,663.75,33.5,1143.75,1448.75,536.25,14.275000095367,69.550001144409,1.1256853665307422,43.5
923,923,923,923,923,923,923,923,0.45,891.75,44.0,1.9352447455465327,579.25,30.5,1308.5,1396.0,441.25,13.824999809265,71.925001144409,1.131246304038016,41.0
924,924,924,924,924,924,924,924,0.5,895.25,46.5,2.3394161950867094,608.5,27.0,1267.75,1410.25,477.0,13.774999856949,72.72500038147,1.140187067002422,40.0
925,925,925,925,925,925,925,925,0.5,915.25,46.5,2.3935811648585816,612.25,33.5,1266.0,1411.0,506.0,14.174999952316,72.325000762939,1.1631793275436344,46.0
926,926,926,926,926,926,926,926,0.8,947.25,64.0,2.9480911901525007,648.75,55.0,1154.25,1458.75,608.0,14.474999904633,72.89999961853,1.1949918117472564,58.0
927,927,927,927,927,927,927,927,0.95,1031.5,126.5,4.192061415723198,721.25,73.5,1052.0,1545.5,663.0,14.225000143051,75.625,1.2201260090445576,66.5
928,928,928,928,928,928,928,928,1.9,1218.5,181.0,6.810174913240995,848.5,95.5,900.75,1664.0,912.25,14.525000095367,77.200000762939,1.2695005587158747,80.5
929,929,929,929,929,929,929,929,1.7,1216.5,140.0,7.26993335753569,868.5,124.5,872.75,1660.25,963.25,14.875,74.52499961853,1.2530010881878717,91.5
930,930,930,930,930,930,930,930,1.3,1096.5,150.0,5.303210072458306,778.5,80.0,980.25,1565.25,802.5,15.5,67.35000038147,1.1779647095368038,80.0
931,931,931,931,931,931,931,931,0.8,937.75,78.5,3.360150939895025,674.0,50.5,1136.25,1432.75,563.75,16.674999713898,56.0,1.054424291839136,58.0
932,932,932,932,932,932,932,932,0.8,943.5,67.0,3.402194127528105,676.5,37.0,1139.5,1435.75,500.5,17.074999332428,55.549999237061,1.072400394171009,51.0
933,933,933,933,933,933,933,933,1.35,1138.5,156.5,6.7762101436194015,847.0,82.0,928.5,1603.75,700.5,16.225000143051,62.400000572205,1.1422860887945798,77.5
934,934,934,934,934,934,934,934,1.5499999999999998,1163.25,117.5,7.044201699807389,858.75,105.5,920.75,1603.25,782.5,17.35000038147,58.900000572205,1.1567172469236084,86.0
935,935,935,935,935,935,935,935,1.95,1157.25,117.5,7.664791387485363,885.25,137.0,916.25,1590.25,783.75,17.450000286102,54.64999961853,1.0799500338137105,102.0
936,936,936,936,936,936,936,936,1.65,1154.25,201.5,8.49349569485124,919.25,104.5,876.0,1622.75,860.75,17.474999904633,54.175000190735,1.0722289208825264,91.0
937,937,937,937,937,937,937,937,2.7,1341.5,312.0,13.537199103668303,1101.5,165.5,744.0,1824.0,1156.25,17.049999713898,55.10000038147,1.0620563252541582,110.5
938,938,938,938,938,938,938,938,2.4000000000000004,1178.0,220.0,9.2417017512885,948.75,160.5,846.75,1652.75,1046.75,16.35000038147,57.824999809265,1.0668637311061548,100.0
939,939,939,939,939,939,939,939,2.2,1151.5,139.0,8.656039174931239,925.75,136.5,853.5,1668.75,1033.75,15.775000095367,60.375000953674,1.0744153689145075,93.0
940,940,940,940,940,940,940,940,1.65,1078.0,125.0,6.629867075396747,840.5,98.5,920.25,1594.75,962.0,15.500000238419,63.299999237061,1.1071294122217068,80.0
941,941,941,941,941,941,941,941,1.75,1167.0,141.5,9.145099271304806,945.0,136.0,826.0,1702.25,1099.75,15.0,65.174999237061,1.1044994296265531,74.5
942,942,942,942,942,942,942,942,2.2,1110.5,136.5,7.772386848630005,889.75,136.5,870.5,1658.25,1047.25,14.5,67.325000762939,1.1053579127040625,93.0
943,943,943,943,943,943,943,943,0.8,988.25,61.5,4.210510136054915,722.25,80.0,1029.0,1499.5,873.75,14.099999904633,70.125001907349,1.1224283188074344,57.0
944,944,944,944,944,944,944,944,0.6,917.25,74.5,3.402194127528105,676.5,55.5,1102.5,1493.75,747.25,13.799999713898,73.349998474121,1.151821029103323,59.0
945,945,945,945,945,945,945,945,0.55,850.0,46.5,1.709211807868079,561.75,29.5,1275.0,1406.75,589.0,13.050000190735,78.27499961853,1.1716009968267178,39.0
