,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin,target
690,690,690,690,690,1,1,6,1,2,0,1,0,0,0,0,0,0,0,11,1,0,0,0.2,0.2,-1.0,7,1,-1,0,-1,0,1,1,0,1,34,2,0.4,0.7966225190999999,0.3780211634,3.4641016151,0.5,0.2,0.6,0,2,6,4,9,3,7,4,2,4,4,1,0,0,1,0,0,0
691,691,691,691,691,3,1,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.2,0.3,0.93641604,4,1,-1,0,1,1,1,1,0,1,91,3,0.4242640687,1.0191959235,0.4347413024,3.4641016151,0.7,0.8,0.9,2,3,6,2,11,3,9,3,3,4,10,0,1,0,1,0,1,0
692,692,692,692,692,0,2,1,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,1.4,1.5368392888999998,11,1,1,0,0,9,1,0,0,1,104,2,0.316227766,0.9206425173,0.316227766,3.7416573868,0.5,0.3,0.9,2,0,9,5,8,1,2,6,3,1,9,0,0,0,0,0,1,0
693,693,693,693,693,1,1,3,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.8,0.2,0.6585969936,4,1,-1,0,1,0,1,1,0,1,39,1,0.3160696126,0.6343311699,0.3744329045,2.6457513111,0.9,0.3,0.2,2,2,7,4,9,3,10,7,5,2,7,0,0,1,0,0,0,0
694,694,694,694,694,2,1,9,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,0.3,0.6456585785,9,1,-1,2,-1,1,0,1,2,1,90,0,0.3741657387,0.715515765,0.4166533331,3.0,0.9,0.0,0.0,1,2,8,3,8,2,13,5,0,4,2,0,1,1,1,0,0,0
695,695,695,695,695,5,1,8,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.8,0.6,0.9778803608,11,1,1,0,1,10,1,1,2,1,89,2,0.3872983346,1.0072054457,0.3361547263,3.6055512755,0.9,0.9,0.6,0,0,6,1,10,2,7,2,1,1,6,0,0,0,0,0,0,0
696,696,696,696,696,3,1,11,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,0.9,0.3,0.5804093383,7,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7477652656999999,0.3615245497,3.6055512755,0.7,0.2,0.2,2,2,9,1,10,2,6,11,4,3,12,1,1,0,1,0,0,0
697,697,697,697,697,0,1,6,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0.9,0.3,0.7697402159000001,7,1,-1,0,-1,1,1,1,2,1,80,3,0.316227766,0.7284507505,-1.0,3.6055512755,0.8,0.5,0.4,1,2,8,3,9,5,9,4,1,0,8,0,0,1,1,0,0,0
698,698,698,698,698,1,3,5,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.6,0.2,0.6964194139,11,1,-1,0,-1,4,1,1,2,1,48,3,0.3160696126,0.5968062382,0.3368976106,2.2360679775,0.1,0.9,0.7,3,1,8,2,10,2,10,4,2,2,7,0,1,1,0,1,1,0
699,699,699,699,699,2,2,1,1,2,0,0,1,0,0,0,0,0,0,8,1,0,0,0.8,1.5,1.3763629609,8,1,1,0,1,14,1,1,2,1,49,3,0.4,0.6068820191,-1.0,2.2360679775,0.4,0.9,0.3,3,1,5,3,9,1,6,6,3,2,5,0,1,0,0,0,0,0
700,700,700,700,700,5,1,11,0,0,0,0,0,1,0,0,0,0,0,13,0,0,1,0.8,0.4,0.8031189202,11,1,-1,1,-1,3,1,1,2,1,104,2,0.4242640687,0.8175393943000001,0.405339364,3.3166247904,0.7,0.5,0.0,3,1,7,4,7,1,3,3,2,3,8,1,1,1,0,1,1,0
701,701,701,701,701,0,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.8,0.2,0.6595452978999999,5,1,0,0,0,0,1,1,2,1,39,3,0.3160696126,0.623986782,-1.0,2.4494897428,0.4,0.5,0.8,4,2,7,3,9,0,10,6,1,6,11,0,1,0,0,0,0,0
702,702,702,702,702,1,1,4,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.6,0.7673004627,11,0,1,0,1,11,1,0,2,1,2,3,0.4242640687,1.0317480953,-1.0,3.7416573868,0.4,0.2,0.9,1,3,7,4,8,4,10,10,1,5,6,0,0,0,0,1,0,1
703,703,703,703,703,0,1,8,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.1,0.2,-1.0,7,1,1,0,0,11,1,0,2,1,11,2,0.316227766,0.7509222979000001,0.3033150178,3.6055512755,0.8,0.5,0.1,4,1,7,3,9,3,10,2,2,1,10,0,0,1,1,0,0,0
704,704,704,704,704,4,1,6,1,0,0,1,0,0,0,0,0,0,0,9,0,0,1,0.9,0.8,0.9470348462,11,1,1,0,1,1,1,0,2,1,85,3,0.3741657387,0.9290980252,0.3459768778,3.6055512755,0.1,0.7,0.6,2,1,5,4,10,1,7,3,3,3,7,0,0,1,1,1,0,0
705,705,705,705,705,2,1,7,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.3,0.0,0.7586995453000001,11,1,-1,0,-1,0,1,1,2,1,62,3,0.4,0.8530560037,0.3826225293999999,3.0,0.6,0.6,0.4,2,3,6,4,11,1,7,6,0,5,12,0,1,1,0,0,0,0
706,706,706,706,706,2,2,2,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.4,0.7,1.1160757143,11,1,-1,0,-1,0,1,0,2,1,22,3,0.316227766,0.8266481158,0.374566416,3.6055512755,0.3,0.1,0.9,4,1,9,6,7,3,9,8,1,1,10,0,1,0,0,0,0,0
707,707,707,707,707,2,1,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,0,1,1,0,1,87,3,0.316227766,0.6883955475,0.3615245497,3.0,0.5,0.5,0.9,2,1,7,5,10,2,11,4,1,3,2,0,0,1,0,1,0,0
708,708,708,708,708,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0.4,0.0,0.577169819,7,1,-1,0,-1,4,1,1,0,1,104,2,0.4,0.6169439478000001,0.3943348831,2.4494897428,0.9,0.6,0.9,4,3,10,4,11,3,13,8,2,5,9,0,1,0,0,0,1,0
709,709,709,709,709,0,1,5,1,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0.6,0.0,0.4776243294,7,1,-1,0,-1,11,1,1,2,1,16,3,0.3741657387,0.7173038362,0.3887158345,3.3166247904,0.8,0.0,0.8,2,3,7,4,6,1,9,6,3,4,5,0,1,0,1,1,0,0
710,710,710,710,710,7,1,8,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.3,0.2,-1.0,6,1,-1,0,1,10,1,0,0,1,55,2,0.4472135954999999,1.2717650583,0.4174925149,3.7416573868,0.5,0.4,0.5,3,2,6,2,10,1,10,8,3,0,7,0,1,0,0,1,0,0
711,711,711,711,711,3,2,3,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,0.5,1.0638961415,7,0,-1,1,-1,0,1,0,0,1,104,3,0.3741657387,1.3579274436000002,0.4219004622,3.7416573868,0.8,0.4,0.1,4,2,10,4,11,1,9,3,3,4,11,0,0,0,0,1,0,0
712,712,712,712,712,5,1,5,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,0.6,1.5479825580000002,11,1,1,0,1,11,1,1,2,1,101,3,0.3741657387,0.8251971966,0.3214031736,3.4641016151,0.7,0.5,0.8,1,1,7,1,6,2,2,8,1,1,12,0,0,1,0,0,0,0
713,713,713,713,713,1,1,5,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.3,0.6,-1.0,7,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.6751798045999999,0.3615245497,3.0,0.6,0.4,0.6,2,1,8,2,8,5,10,3,0,4,4,1,1,0,0,0,0,0
714,714,714,714,714,2,1,5,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.2,0.6159342497,7,1,-1,0,-1,1,1,1,3,1,104,3,0.3974921382999999,0.525506446,0.3376388603,1.7320508076,0.9,0.2,0.9,0,2,7,1,9,3,7,6,0,4,10,1,1,1,0,0,1,0
715,715,715,715,715,2,1,3,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.4,0.0,0.6552671211,8,0,-1,9,0,9,1,1,0,1,104,3,0.4472135954999999,1.2614680546,0.4505552129999999,3.3166247904,0.2,0.3,0.2,1,1,9,2,9,2,14,5,1,3,5,0,1,1,0,1,0,0
716,716,716,716,716,4,1,3,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.6837397166,7,1,-1,0,-1,6,1,1,0,1,27,3,0.3741657387,0.7508122324,0.3907684736999999,3.4641016151,0.8,0.8,0.9,4,2,8,4,8,2,11,6,1,3,12,1,0,0,0,0,0,0
717,717,717,717,717,0,1,6,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.4,0.0,0.5385164807,6,1,-1,0,0,1,1,0,0,1,31,2,0.4,0.963593481,0.3959797975,3.7416573868,0.7,0.6,0.7,4,1,10,3,9,2,12,6,1,3,15,0,0,1,0,1,0,0
718,718,718,718,718,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.2,0.3,-1.0,11,1,-1,0,-1,1,1,1,0,1,25,3,0.3741657387,0.7777244833,-1.0,3.4641016151,0.0,0.1,0.1,3,1,10,3,9,3,6,6,1,4,10,0,1,0,1,0,1,0
719,719,719,719,719,0,2,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.4,0.0,0.5782516753,11,1,1,0,0,4,1,0,2,1,48,1,0.316227766,0.7524066071,0.3019933774,3.6055512755,0.6,0.7,0.6,2,0,9,1,10,5,12,4,1,3,8,0,1,1,0,0,0,0
720,720,720,720,720,0,1,9,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.2,0.4697073557,7,1,-1,0,-1,11,1,1,2,1,19,3,0.3160696126,0.5420919077,0.3734969878999999,1.4142135624,0.2,0.3,0.4,2,2,5,3,11,1,13,6,3,4,7,0,0,1,1,1,1,0
721,721,721,721,721,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,8,1,0,0,0.6,0.1,0.5994789403999999,5,1,1,0,0,11,-1,0,2,1,104,2,0.316227766,0.9056183678,0.3207802986,3.6055512755,0.0,0.9,0.5,3,2,8,2,10,0,3,8,2,3,7,0,1,0,0,0,0,0
722,722,722,722,722,1,1,5,0,3,1,0,0,0,0,0,0,0,0,5,1,0,0,0.9,0.5,0.8135570048,11,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.6795720579000001,0.3619392214,3.4641016151,0.5,0.4,0.4,1,2,9,5,9,1,11,6,0,2,8,0,1,1,0,1,0,0
723,723,723,723,723,0,2,8,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.8,1.2,1.7011025836000002,10,1,-1,0,-1,11,1,1,0,1,101,3,0.3741657387,0.8601004170000001,0.3850973903,3.6055512755,0.4,0.7,0.2,2,4,9,1,11,3,12,11,3,2,5,0,0,0,0,0,0,0
724,724,724,724,724,5,3,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,0.8,1.7930421077,9,1,1,0,0,11,0,0,2,1,17,2,0.3741657387,0.971675302,0.3275667871,3.7416573868,0.7,0.2,0.9,2,1,9,2,10,2,16,5,1,3,6,1,1,0,0,1,0,0
725,725,725,725,725,1,1,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.4,0.5618051264,7,1,1,0,0,0,1,1,2,1,46,3,0.4,0.7489800227,0.3003331483999999,3.3166247904,0.1,0.1,0.1,2,2,6,3,7,0,10,5,1,6,6,0,1,1,0,0,0,0
726,726,726,726,726,1,1,2,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.3,0.0,0.7271519786,7,1,0,0,1,11,1,1,3,1,16,3,0.4242640687,0.6464301206,0.3263433773999999,2.4494897428,0.9,0.3,0.9,2,3,6,4,11,2,7,6,3,2,4,0,0,1,0,0,0,0
727,727,727,727,727,6,1,7,1,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,1.1,1.6437381178,10,1,-1,0,1,4,1,1,0,1,9,2,0.316227766,0.6764485528,0.3943348831,3.1622776602,0.2,0.3,0.0,1,1,6,1,5,2,7,3,0,2,13,0,1,0,0,0,1,0
728,728,728,728,728,0,1,6,1,4,1,0,0,0,0,0,0,0,0,11,1,0,0,0.7,0.4,0.7008922884000001,11,0,-1,8,-1,9,1,1,2,1,13,3,0.4472135954999999,0.903265426,0.4679743583,2.6457513111,0.7,0.2,0.0,2,1,9,2,10,3,7,7,2,0,4,0,1,1,0,1,1,0
729,729,729,729,729,5,1,4,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0.6,0.2,0.5442885264,5,1,-1,0,-1,1,0,1,2,1,74,3,0.3605551275,0.6162737934,0.3667424164,2.2360679775,0.6,0.1,0.5,3,1,8,5,10,2,6,5,1,1,4,0,1,0,0,1,0,0
730,730,730,730,730,3,1,9,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.4,0.0,-1.0,6,1,-1,0,1,1,1,0,0,1,25,2,0.4,0.9582654785,-1.0,3.7416573868,0.1,0.6,0.5,2,0,7,3,10,3,5,4,3,2,7,0,1,0,0,0,0,0
731,731,731,731,731,2,1,2,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0.8,0.3,0.6528782429,11,1,-1,0,-1,11,1,1,2,1,7,3,0.3741657387,0.7651635162999999,0.4129164564,3.1622776602,0.8,0.1,0.3,4,1,8,5,10,3,14,6,2,5,7,0,0,0,1,0,0,0
732,732,732,732,732,0,2,7,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.3,0.6914658343000001,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.7018864781,0.3583294573,3.4641016151,0.9,0.3,0.6,3,2,8,4,9,4,6,12,0,4,10,0,1,0,1,1,0,0
733,733,733,733,733,1,1,6,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.8,0.3,2.1890351756,10,0,-1,0,1,15,1,1,0,1,5,2,0.4242640687,0.9675285889,0.4,3.0,0.5,0.9,0.3,3,1,9,4,6,0,12,4,0,5,6,0,1,0,0,1,1,0
734,734,734,734,734,6,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.6,0.6309714732,6,1,-1,0,0,11,1,1,0,1,99,2,0.316227766,0.6741692162999999,0.3687817783,3.3166247904,0.1,0.2,0.8,3,1,10,3,8,3,8,4,2,2,6,0,0,1,0,1,0,0
735,735,735,735,735,3,1,5,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.2,0.4344536799,11,1,-1,0,-1,11,1,1,2,1,104,2,0.4469899328,0.7267327540999999,0.4110960958,2.6457513111,0.4,0.5,0.1,2,3,8,1,9,2,3,5,1,2,8,0,1,1,0,0,0,0
736,736,736,736,736,0,1,2,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0.5,0.4,1.0529719844,10,1,-1,0,1,6,1,1,0,1,73,3,0.4,0.8553791870999999,0.4180908992,3.3166247904,0.6,0.5,0.0,5,2,10,3,9,0,10,3,1,2,7,0,0,0,1,1,0,0
737,737,737,737,737,1,1,2,1,0,0,1,0,0,0,0,1,0,1,5,0,1,0,0.4,0.0,-1.0,10,0,0,0,1,11,1,1,2,1,53,2,0.4472135954999999,0.9577867048,0.3725587202,3.1622776602,0.9,0.0,0.0,2,3,7,2,10,1,6,5,1,10,16,0,1,1,0,1,0,0
738,738,738,738,738,5,1,10,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.2,0.7128288715000001,7,1,0,0,1,14,1,1,2,1,42,2,0.4,0.6868300643,0.3376388603,2.8284271247,0.9,0.0,0.4,1,2,7,2,8,2,11,2,0,2,8,0,1,1,0,0,1,0
739,739,739,739,739,0,3,4,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,0.4,0.9354143467,9,1,1,1,1,12,1,0,2,1,104,3,0.3741657387,0.8602985740000001,0.307408523,3.7416573868,0.7,0.3,0.4,4,0,8,2,8,2,13,4,2,1,7,0,1,0,1,1,1,0
740,740,740,740,740,4,1,5,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0.9,0.3,0.5926634796,5,1,0,0,0,1,1,1,3,1,64,1,0.3160696126,0.5081566102,0.3041381265,1.7320508076,0.2,0.3,0.3,1,4,9,4,10,2,8,5,3,2,4,1,0,0,0,0,0,0
741,741,741,741,741,0,1,2,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.8,0.2,0.5578978401,11,1,-1,0,-1,14,1,0,2,1,8,3,0.3872983346,0.9216854844,-1.0,3.7416573868,0.4,0.0,0.1,2,2,9,2,10,3,6,5,3,3,4,0,1,1,1,1,0,0
742,742,742,742,742,2,1,11,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0.8,0.6,0.9433981132,10,1,-1,0,0,1,1,1,0,1,38,3,0.316227766,0.7063027937,0.3598610843,3.3166247904,0.5,0.7,0.3,2,1,6,5,9,2,7,4,2,2,9,0,1,1,0,0,1,0
743,743,743,743,743,5,1,4,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.3,0.0,0.5567764363000001,7,1,-1,0,-1,11,1,1,2,1,16,3,0.3741657387,0.7158766226000001,0.3887158345,3.1622776602,0.0,0.2,0.1,3,2,9,3,10,3,8,5,2,3,8,0,0,1,0,1,1,0
744,744,744,744,744,1,1,1,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.1,0.2,-1.0,11,1,-1,0,-1,10,1,1,2,1,28,3,0.3741657387,0.7367563487000001,0.3788139385,2.8284271247,0.2,0.6,0.7,2,1,9,2,10,2,7,1,1,2,13,0,1,1,0,1,1,0
745,745,745,745,745,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0.2,0.516599458,7,1,-1,0,-1,0,1,1,2,1,98,3,0.4,0.7200637024,0.3974921382999999,2.6457513111,0.9,0.5,0.6,3,0,8,4,11,4,9,5,2,2,7,0,0,1,0,1,0,0
746,746,746,746,746,0,1,1,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.6,0.3,0.7327175445,11,1,1,0,0,7,1,0,2,1,79,3,0.3872983346,0.9754634415,0.333166625,3.7416573868,0.5,0.5,0.7,2,3,10,2,10,2,7,3,2,4,6,0,1,1,0,0,0,0
747,747,747,747,747,1,3,6,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.6,0.2,0.6619101146999999,7,1,-1,0,-1,14,1,1,2,1,60,1,0.316227766,0.7138245264,0.3472751071,3.6055512755,0.7,0.4,0.3,3,2,7,5,8,1,10,7,2,2,7,0,1,1,0,1,0,0
748,748,748,748,748,4,3,8,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.1,0.4,-1.0,11,1,1,0,1,4,1,1,2,1,12,3,0.4,0.7729411468999999,0.3278719262,3.0,0.7,0.9,0.8,3,4,8,3,11,0,7,5,3,2,5,0,1,1,0,0,0,0
749,749,749,749,749,1,2,3,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.7,0.5,0.7458216945,6,1,-1,0,1,11,1,1,0,1,99,2,0.316227766,0.5782204103999999,0.3734969878999999,1.7320508076,0.1,0.4,0.6,2,2,7,4,9,5,4,7,2,3,10,0,1,1,0,1,0,0
750,750,750,750,750,1,2,3,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.8,0.4,0.98836987,11,1,-1,0,-1,11,1,1,2,1,7,3,0.3741657387,0.7584510095,0.4129164564,3.1622776602,0.4,0.3,0.4,3,0,7,3,10,1,5,6,2,1,7,0,1,0,0,1,1,0
751,751,751,751,751,0,1,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.6,0.0,1.8008678463,11,1,-1,2,-1,11,1,1,2,1,94,0,0.3741657387,0.7875582098,0.4301162634,3.6055512755,0.8,0.5,0.8,0,2,9,3,6,3,11,9,2,2,11,0,0,0,1,0,1,0
752,752,752,752,752,0,1,3,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.3,0.0,0.5414101957,6,1,-1,0,0,11,1,1,0,1,16,3,0.3741657387,0.6845400217000001,0.3887158345,3.0,0.2,0.8,0.8,2,2,9,3,10,3,5,8,4,3,10,0,0,1,0,0,0,0
753,753,753,753,753,1,1,6,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.6,0.2,0.5916079783,7,1,-1,0,-1,11,1,1,2,1,57,2,0.3741657387,0.690998798,0.3924283374,3.0,0.8,0.1,0.3,1,2,8,3,9,2,8,4,1,3,8,0,1,0,0,0,0,0
754,754,754,754,754,1,1,8,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.2,0.3,-1.0,10,1,-1,2,-1,11,1,1,2,1,94,0,0.3741657387,0.7706656990999999,0.4301162634,3.4641016151,0.1,0.1,0.4,3,2,7,3,10,4,9,3,2,5,8,0,0,0,1,1,0,0
755,755,755,755,755,2,1,5,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.8,1.0,1.0446291208,11,1,-1,0,-1,11,1,1,2,1,99,2,0.316227766,0.6230921293,0.3687817783,3.0,0.6,0.8,0.6,3,3,8,3,8,3,13,7,2,3,7,0,1,0,0,1,0,0
756,756,756,756,756,3,1,7,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.6,0.3,0.7297259759999999,6,1,-1,8,1,13,1,1,0,1,4,2,0.4976946854999999,1.2639641498,0.5186520992,3.4641016151,0.9,0.0,0.7,3,1,9,3,11,3,9,4,1,2,7,0,1,0,0,0,0,0
757,757,757,757,757,0,1,10,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.2,0.3,-1.0,11,0,1,9,1,15,1,0,2,1,41,2,0.5196152423,1.4343051994,0.5059644256,3.6055512755,0.1,0.4,0.7,1,2,9,3,9,2,6,6,3,1,9,0,1,1,0,1,0,0
758,758,758,758,758,5,1,11,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0.8,0.8,1.3346347815,11,1,0,0,1,17,1,1,2,1,104,3,0.399374511,0.6273056645,0.3301514804,0.0,0.9,0.3,0.7,3,2,6,2,11,4,10,6,1,3,7,0,1,0,0,1,0,0
759,759,759,759,759,0,1,9,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.2,0.4486089611,7,1,-1,0,-1,11,1,1,2,0,30,3,0.4469899328,0.7567874687,0.4511097427,2.2360679775,0.6,0.1,0.3,2,2,7,1,8,2,7,5,3,2,9,0,1,0,0,1,0,0
760,760,760,760,760,1,1,5,1,4,0,1,0,0,0,0,0,0,0,8,1,0,0,0.8,0.2,0.6873863542,7,1,-1,0,-1,0,1,1,2,1,88,3,0.4,0.7353949858,0.3974921382999999,2.8284271247,0.9,0.1,0.4,3,1,10,6,12,2,10,9,2,2,6,0,0,0,1,0,0,0
761,761,761,761,761,2,1,7,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.8,1.1,1.4555926628,10,1,-1,0,1,14,1,1,0,1,82,3,0.3160696126,0.5881930588000001,0.3651027253,2.4494897428,0.2,0.1,0.9,3,3,5,4,11,0,4,5,0,5,16,0,0,0,1,0,1,0
762,762,762,762,762,2,1,3,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.1,0.3,-1.0,5,1,1,0,0,9,1,0,0,1,104,2,0.316227766,0.9229287733,0.316227766,3.7416573868,0.4,0.0,0.8,1,0,9,2,7,2,11,3,1,2,10,0,0,1,0,1,1,0
763,763,763,763,763,1,2,1,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.4,0.3,0.8104782539000001,8,1,-1,0,0,11,1,1,0,1,99,2,0.316227766,0.7028814661,0.3687817783,3.4641016151,0.8,0.9,0.6,3,3,7,4,9,2,5,5,2,1,6,0,1,0,0,0,0,0
764,764,764,764,764,0,1,5,0,6,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.2,0.58630197,11,1,0,0,1,14,1,1,4,1,104,1,0.3160696126,0.4336563746,0.3033150178,0.0,0.8,0.7,0.7,1,0,8,2,10,0,11,7,2,5,6,1,1,1,1,0,1,0
765,765,765,765,765,1,1,4,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.3,0.0,1.5380588415,11,1,1,0,0,14,1,1,2,1,72,3,0.4,1.0190844214,0.3534119409,3.6055512755,0.0,0.3,0.9,3,3,8,5,7,3,9,7,2,3,12,0,1,1,0,0,0,0
766,766,766,766,766,3,1,5,1,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,0.4,0.9743587635,10,1,-1,0,1,14,1,1,0,1,104,1,0.3997499218,0.5322647697999999,0.3340658618,2.0,0.0,0.7,0.1,3,2,7,3,8,3,7,4,1,2,11,0,0,0,0,0,0,0
767,767,767,767,767,2,2,2,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.3,0.0,-1.0,11,1,1,0,1,1,1,0,2,1,70,3,0.4,0.946590227,0.3420526275,3.7416573868,0.9,0.4,0.7,1,2,7,6,10,3,8,6,4,2,6,0,0,0,0,0,0,0
768,768,768,768,768,1,1,1,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.9,1.0,1.0612492638,11,0,-1,8,-1,13,1,1,2,1,20,3,0.4472135954999999,0.8402085534,0.4295346318999999,2.4494897428,0.7,0.0,0.0,4,3,10,3,11,1,6,4,1,2,11,0,1,1,1,0,0,0
769,769,769,769,769,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.4,0.0,0.5984354602,7,1,-1,0,-1,1,1,0,2,1,80,3,0.316227766,0.8095759526999999,-1.0,3.7416573868,0.1,0.9,0.7,2,2,7,1,9,3,6,7,2,3,6,0,1,0,0,0,0,0
770,770,770,770,770,1,2,0,0,6,0,0,1,0,0,0,0,0,0,8,0,1,0,0.4,0.0,0.5857687257,10,1,-1,0,1,14,1,1,0,1,60,1,0.316227766,0.6166592211999999,0.3472751071,3.1622776602,0.0,0.8,0.9,4,3,9,4,9,2,10,2,3,3,7,0,1,0,0,0,0,0
771,771,771,771,771,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.1,0.2,-1.0,7,1,-1,0,-1,1,1,1,2,1,38,3,0.316227766,0.7540935120000001,0.3598610843,3.6055512755,0.1,0.0,0.2,2,3,9,4,10,4,11,8,1,3,11,0,1,1,1,0,0,0
772,772,772,772,772,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8,0.2,0.3561951712,11,1,-1,0,-1,4,1,1,2,1,48,3,0.3160696126,0.5227272727000001,0.3794733192,1.7320508076,0.8,0.3,0.2,3,2,9,3,9,1,2,3,3,7,9,0,0,0,1,1,0,0
