,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,vendor_id,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag_N,store_and_fwd_flag_Y,trip_duration
461,461,461,461,461,461,184243,1,1,-73.98648834228516,40.749061584472656,-73.97794342041014,40.74189376831056,1,0,398
462,462,462,462,462,462,321459,2,2,-73.9888916015625,40.74468231201172,-73.9724884033203,40.67423629760742,1,0,1505
463,463,463,463,463,463,888971,2,1,-73.98056030273438,40.74234390258789,-73.95074462890625,40.776660919189446,1,0,743
464,464,464,464,464,464,711531,2,1,-73.94589233398438,40.82764053344727,-73.96553802490233,40.67837142944336,1,0,2755
465,465,465,465,465,465,32779,1,1,-73.97900390625,40.71968460083008,-74.00398254394531,40.740482330322266,1,0,794
466,466,466,466,466,466,1427077,1,1,-73.98375701904298,40.76607131958008,-73.94863891601561,40.80411911010742,1,0,1021
467,467,467,467,467,467,761108,1,1,-73.9902114868164,40.732521057128906,-73.98387908935547,40.73186492919922,1,0,409
468,468,468,468,468,468,1443679,1,2,-73.96916961669923,40.76190948486328,-73.99250030517578,40.71883010864258,1,0,1484
469,469,469,469,469,469,683172,1,2,-74.0055160522461,40.745853424072266,-73.99602508544923,40.734493255615234,1,0,492
470,470,470,470,470,470,492701,2,1,-73.9720687866211,40.75690078735352,-73.89665985107422,40.7057991027832,1,0,1702
471,471,471,471,471,471,260288,2,1,-73.95055389404298,40.77138519287109,-73.97239685058595,40.74948120117188,1,0,387
472,472,472,472,472,472,764858,2,4,-73.95574188232422,40.76824951171875,-73.94376373291014,40.78860092163086,1,0,250
473,473,473,473,473,473,1414402,2,1,-73.97317504882812,40.758087158203125,-73.99208068847656,40.74932861328125,1,0,1341
474,474,474,474,474,474,920970,1,1,-73.98026275634764,40.785598754882805,-73.95853424072266,40.76552200317384,1,0,776
475,475,475,475,475,475,728828,2,1,-73.97833251953125,40.66684341430664,-73.94585418701173,40.81956100463867,1,0,1987
476,476,476,476,476,476,1114747,2,1,-73.98705291748048,40.73331832885742,-73.95365905761719,40.799610137939446,1,0,1306
477,477,477,477,477,477,1348004,1,2,-73.98622131347656,40.73074722290039,-73.99612426757811,40.732513427734375,1,0,359
478,478,478,478,478,478,221918,1,3,-73.97869873046875,40.72402572631836,-73.9799575805664,40.74310302734375,1,0,644
479,479,479,479,479,479,456921,2,2,-73.99578094482422,40.72457885742188,-73.98585510253906,40.73915481567384,1,0,374
480,480,480,480,480,480,860927,2,1,-73.9793930053711,40.76538848876953,-74.00865936279298,40.714481353759766,1,0,2202
481,481,481,481,481,481,1132498,1,2,-73.98697662353516,40.76633071899414,-73.99750518798828,40.76128768920898,1,0,727
482,482,482,482,482,482,130974,1,1,-73.94890594482422,40.711029052734375,-73.95590209960938,40.682315826416016,1,0,770
483,483,483,483,483,483,937408,2,2,-73.98002624511719,40.72684860229492,-74.00312042236328,40.749378204345696,1,0,693
484,484,484,484,484,484,242714,1,1,-73.96151733398438,40.764408111572266,-73.97074127197266,40.75196075439453,1,0,314
485,485,485,485,485,485,375954,1,2,-73.97727203369139,40.78865051269531,-73.93741607666014,40.81515884399414,1,0,1144
486,486,486,486,486,486,1402089,2,2,-73.95960998535155,40.78133773803711,-73.9515380859375,40.82685089111328,1,0,1099
487,487,487,487,487,487,161041,1,1,-73.93724060058594,40.79778289794922,-73.93436431884764,40.797454833984375,1,0,198
488,488,488,488,488,488,947607,2,4,-73.92521667480467,40.7554168701172,-73.91641235351561,40.76449966430664,1,0,532
489,489,489,489,489,489,1399918,2,1,-73.96157836914062,40.79598617553711,-73.989501953125,40.762554168701165,1,0,1038
490,490,490,490,490,490,62445,2,2,-73.96798706054686,40.78812026977539,-73.9991683959961,40.74156188964844,1,0,1972
491,491,491,491,491,491,1119189,2,3,-73.98522186279298,40.713600158691406,-73.98037719726561,40.74430847167969,1,0,566
492,492,492,492,492,492,355123,2,2,-73.96363830566406,40.71080017089844,-73.99166870117188,40.72220993041992,1,0,429
493,493,493,493,493,493,542991,2,1,-73.95697021484375,40.76261138916016,-73.93973541259764,40.82766342163086,1,0,721
494,494,494,494,494,494,581260,2,1,-73.95845794677734,40.800811767578125,-73.95890808105469,40.810161590576165,1,0,287
495,495,495,495,495,495,1302481,1,4,-74.00126647949219,40.7175407409668,-73.97930145263672,40.754661560058594,1,0,1042
496,496,496,496,496,496,1364679,2,1,-73.95770263671875,40.76681900024414,-73.96440124511719,40.76390838623047,1,0,326
497,497,497,497,497,497,534584,2,1,-74.0080337524414,40.74023818969727,-74.01367950439453,40.710330963134766,1,0,609
498,498,498,498,498,498,561868,1,1,-73.9953384399414,40.744083404541016,-73.98545074462889,40.769039154052734,1,0,906
499,499,499,499,499,499,752822,1,1,-73.95561218261719,40.77241134643555,-73.97384643554686,40.750762939453125,1,0,476
500,500,500,500,500,500,1232688,2,1,-73.98809051513672,40.737651824951165,-73.99195098876953,40.74923706054688,1,0,357
501,501,501,501,501,501,434312,2,1,-73.99496459960938,40.750144958496094,-73.98981475830078,40.714141845703125,1,0,1277
502,502,502,502,502,502,871144,2,1,-73.9983901977539,40.74529266357422,-73.9959945678711,40.75884246826172,1,0,387
503,503,503,503,503,503,474791,2,5,-73.9841537475586,40.75484085083008,-73.9791717529297,40.74626922607422,1,0,1455
504,504,504,504,504,504,240183,2,1,-73.99220275878906,40.74993133544922,-73.95347595214845,40.7106819152832,1,0,1839
505,505,505,505,505,505,1006421,2,1,-73.98178100585938,40.76625061035156,-73.94859313964844,40.74533081054688,1,0,999
506,506,506,506,506,506,1127163,1,1,-73.81475830078125,40.81399917602539,-73.97254943847656,40.746124267578125,1,0,1247
507,507,507,507,507,507,367575,1,1,-73.9879608154297,40.74988555908203,-73.99839782714845,40.760650634765625,1,0,689
508,508,508,508,508,508,528785,2,1,-73.9642105102539,40.802600860595696,-73.93649291992188,40.84035110473633,1,0,757
509,509,509,509,509,509,355314,1,2,-73.95210266113281,40.773601531982415,-73.95773315429686,40.76837539672852,1,0,268
510,510,510,510,510,510,138479,1,1,-73.96973419189453,40.753276824951165,-73.99000549316406,40.737754821777344,1,0,972
511,511,511,511,511,511,463596,2,6,-73.9900665283203,40.738189697265625,-73.98876190185547,40.73147964477539,1,0,359
512,512,512,512,512,512,155633,1,3,-73.95276641845702,40.776470184326165,-73.96048736572266,40.769622802734375,1,0,203
513,513,513,513,513,513,1209632,1,4,-74.00072479248048,40.762149810791016,-73.95573425292967,40.78488159179688,1,0,1141
514,514,514,514,514,514,1215400,1,3,-73.98845672607422,40.76471710205078,-74.00344848632812,40.7434959411621,1,0,1365
515,515,515,515,515,515,67469,2,1,-74.0041732788086,40.742725372314446,-74.00539398193358,40.73978042602539,1,0,277
516,516,516,516,516,516,673805,2,6,-73.9849853515625,40.751346588134766,-73.99575805664062,40.75963973999024,1,0,934
517,517,517,517,517,517,1083944,2,1,-73.97354888916014,40.782859802246094,-73.95025634765625,40.771278381347656,1,0,449
518,518,518,518,518,518,798195,2,2,-74.00205230712889,40.72455596923828,-73.93376159667967,40.76640319824219,1,0,1435
519,519,519,519,519,519,753233,2,1,-73.9843521118164,40.74306106567384,-73.98824310302734,40.734668731689446,1,0,505
520,520,520,520,520,520,5432,1,1,-73.94827270507811,40.78255462646485,-73.92914581298828,40.702667236328125,1,0,1826
521,521,521,521,521,521,111571,2,1,-74.0082015991211,40.70444107055664,-73.95658111572266,40.74769592285156,1,0,1091
522,522,522,522,522,522,523061,1,1,-73.9533462524414,40.72816467285156,-73.95402526855469,40.6857795715332,1,0,654
523,523,523,523,523,523,610558,2,2,-74.00337982177734,40.73577880859375,-73.99797821044923,40.74492645263672,1,0,297
524,524,524,524,524,524,486765,1,1,-73.98159790039062,40.73271179199219,-73.98463439941406,40.72646331787109,1,0,411
525,525,525,525,525,525,1249112,2,1,-73.9900131225586,40.74663925170898,-73.98503875732422,40.73244094848633,1,0,677
526,526,526,526,526,526,309129,2,1,-73.95794677734375,40.769493103027344,-73.98635101318358,40.72079086303711,1,0,1371
527,527,527,527,527,527,693972,2,1,-73.99407958984375,40.7409782409668,-73.96144866943358,40.79611206054688,1,0,1495
528,528,528,528,528,528,795261,1,1,-74.31640625,40.52936553955078,-74.31640625,40.52936553955078,1,0,41
529,529,529,529,529,529,635664,2,2,-73.96746063232422,40.75600051879882,-73.9765396118164,40.75186538696289,1,0,446
530,530,530,530,530,530,1033028,2,1,-73.91303253173827,40.77447128295898,-73.92106628417967,40.76733016967773,1,0,477
531,531,531,531,531,531,790421,2,6,-73.98422241210938,40.74026870727539,-74.00550842285155,40.73944854736328,1,0,522
532,532,532,532,532,532,612165,1,1,-73.96367645263672,40.718536376953125,-73.98372650146483,40.7298583984375,1,0,859
533,533,533,533,533,533,673571,1,1,-74.00007629394531,40.725467681884766,-74.0018539428711,40.73040390014648,1,0,206
534,534,534,534,534,534,1024609,2,1,-73.93251037597656,40.70318984985352,-73.955078125,40.72232055664063,1,0,1607
535,535,535,535,535,535,581980,2,2,-73.99324035644531,40.73344039916992,-73.98876190185547,40.77774810791016,1,0,1307
536,536,536,536,536,536,4488,2,5,-73.99149322509764,40.75017547607422,-73.99463653564453,40.71954345703125,1,0,1374
537,537,537,537,537,537,562535,1,2,-73.982421875,40.75740432739258,-73.91445922851561,40.63884735107422,1,0,3583
538,538,538,538,538,538,1327125,2,6,-74.00103759765625,40.7292594909668,-73.98967742919923,40.731800079345696,1,0,586
539,539,539,539,539,539,142027,2,1,-73.9461669921875,40.79219818115234,-73.97299194335938,40.789398193359375,1,0,477
540,540,540,540,540,540,934513,1,1,-73.95579528808595,40.71413803100586,-73.98513793945312,40.74773788452149,1,0,1565
541,541,541,541,541,541,314009,1,1,-73.98097229003906,40.7472038269043,-73.97799682617188,40.763301849365234,1,0,611
542,542,542,542,542,542,349692,1,1,-73.9217529296875,40.76708984375,-73.93389892578125,40.773075103759766,1,0,204
543,543,543,543,543,543,1386306,2,1,-73.97338104248048,40.755069732666016,-73.98056030273438,40.74515151977539,1,0,309
544,544,544,544,544,544,286477,1,1,-73.99894714355469,40.75471878051758,-73.99685668945312,40.75251770019531,1,0,221
545,545,545,545,545,545,544336,2,1,-73.98416900634764,40.74603271484375,-73.97856903076173,40.752742767333984,1,0,250
546,546,546,546,546,546,719323,2,2,-73.97911834716798,40.74431610107422,-73.96990966796875,40.753902435302734,1,0,273
547,547,547,547,547,547,816431,2,1,-73.92664337158203,40.69427108764648,-73.98149871826173,40.6855583190918,1,0,1044
548,548,548,548,548,548,1275156,1,1,-73.97876739501953,40.75518798828125,-73.95509338378906,40.78600311279297,1,0,635
549,549,549,549,549,549,582091,2,5,-74.01708984375,40.7090301513672,-74.00861358642578,40.716041564941406,1,0,364
550,550,550,550,550,550,316878,2,5,-74.00361633300781,40.73858642578125,-73.99444580078125,40.750736236572266,1,0,258
551,551,551,551,551,551,1150917,2,1,-74.01290130615233,40.702178955078125,-73.9808578491211,40.73387908935546,1,0,743
552,552,552,552,552,552,87905,1,3,-73.98015594482422,40.78388214111328,-73.9823989868164,40.774696350097656,1,0,198
553,553,553,553,553,553,1143549,2,2,-73.96057891845702,40.691551208496094,-73.90962219238281,40.6975212097168,1,0,1098
554,554,554,554,554,554,546080,2,1,-73.95201873779298,40.77764892578125,-73.91929626464845,40.8353385925293,1,0,993
555,555,555,555,555,555,530057,2,1,-73.98526763916014,40.72771835327149,-73.9910430908203,40.76583099365234,1,0,1464
556,556,556,556,556,556,187154,2,3,-74.00566864013672,40.72706985473633,-73.98359680175781,40.731758117675774,1,0,576
557,557,557,557,557,557,386700,2,5,-74.0054931640625,40.715328216552734,-73.99297332763672,40.7254295349121,1,0,621
558,558,558,558,558,558,607157,1,2,-73.97355651855469,40.752418518066406,-73.97977447509764,40.754676818847656,1,0,393
559,559,559,559,559,559,330152,2,5,-73.98023223876953,40.754253387451165,-73.95580291748048,40.768165588378906,1,0,736
560,560,560,560,560,560,1272400,2,2,-73.9748306274414,40.7529525756836,-73.95457458496092,40.70807647705078,1,0,1211
561,561,561,561,561,561,145167,2,1,-73.9897232055664,40.74721908569336,-73.9740982055664,40.73828125,1,0,526
562,562,562,562,562,562,774373,2,1,-73.98216247558594,40.746070861816406,-73.96969604492188,40.75319290161133,1,0,506
563,563,563,563,563,563,705287,1,1,-73.96622467041014,40.7537841796875,-73.95677185058595,40.78423309326172,1,0,549
564,564,564,564,564,564,424066,2,1,-73.94862365722656,40.78493881225586,-73.97837829589844,40.790828704833984,1,0,693
565,565,565,565,565,565,95279,2,6,-73.96654510498048,40.79414749145508,-73.97757720947266,40.78427505493164,1,0,4056
566,566,566,566,566,566,739226,2,6,-74.00115203857422,40.72768020629882,-73.98433685302734,40.728809356689446,1,0,585
567,567,567,567,567,567,855940,1,3,-73.97372436523438,40.77940368652344,-73.95658111572266,40.78007125854492,1,0,529
568,568,568,568,568,568,926479,2,2,-73.9825668334961,40.75706100463867,-73.9932861328125,40.741661071777344,1,0,1064
569,569,569,569,569,569,1300901,2,1,-74.00775909423827,40.7056121826172,-73.9897232055664,40.71889114379882,1,0,478
570,570,570,570,570,570,206418,2,1,-73.994140625,40.75115203857422,-73.99664306640625,40.68023681640625,1,0,1993
571,571,571,571,571,571,1036963,1,2,-74.00695037841797,40.7070426940918,-73.94762420654298,40.78440856933594,1,0,877
572,572,572,572,572,572,284624,2,1,-73.93902587890625,40.75225067138672,-73.9359130859375,40.75438690185546,1,0,95
573,573,573,573,573,573,807875,1,2,-73.95101165771484,40.779083251953125,-73.97880554199219,40.73699951171875,1,0,977
574,574,574,574,574,574,681852,2,1,-73.98067474365233,40.74777603149414,-73.98674011230467,40.73970413208008,1,0,333
575,575,575,575,575,575,1407798,2,2,-73.978759765625,40.75201416015625,-73.9742889404297,40.744083404541016,1,0,346
576,576,576,576,576,576,448208,2,5,-73.95525360107422,40.76872634887695,-73.96671295166014,40.75725555419922,1,0,362
577,577,577,577,577,577,490821,2,1,-73.93524169921875,40.8005485534668,-73.94776916503906,40.80984115600586,1,0,436
578,578,578,578,578,578,935074,2,2,-73.9612808227539,40.774539947509766,-73.88922119140625,40.85235977172852,1,0,1615
579,579,579,579,579,579,244948,1,1,-73.9831771850586,40.7661590576172,-73.93102264404298,40.857460021972656,1,0,1334
580,580,580,580,580,580,624989,2,1,-74.00811767578125,40.72372055053711,-73.93476867675781,40.80101013183594,1,0,1650
581,581,581,581,581,581,1169162,2,1,-73.96691131591797,40.76655960083008,-73.93892669677734,40.791030883789055,1,0,503
582,582,582,582,582,582,1290971,2,2,-74.00487518310547,40.7068748474121,-73.97596740722656,40.74868774414063,1,0,716
583,583,583,583,583,583,796594,1,1,-73.9643325805664,40.80244827270508,-73.92047119140625,40.830223083496094,1,0,1268
584,584,584,584,584,584,750918,1,1,-73.98053741455078,40.76744842529297,-73.98529052734375,40.74429702758789,1,0,1233
585,585,585,585,585,585,1364450,1,1,-73.94874572753906,40.82389068603516,-73.95298767089844,40.81079864501953,1,0,338
586,586,586,586,586,586,1396238,2,5,-73.97080230712889,40.75820541381836,-73.97077178955078,40.74868774414063,1,0,346
587,587,587,587,587,587,769182,2,5,-73.96128845214845,40.771308898925774,-73.97572326660156,40.79119873046875,1,0,648
588,588,588,588,588,588,1337632,1,1,-74.00054168701173,40.74764251708984,-73.9814224243164,40.72476959228516,1,0,1141
589,589,589,589,589,589,163406,2,1,-73.99971008300781,40.71799087524414,-73.97998809814453,40.75478363037109,1,0,1062
590,590,590,590,590,590,881237,1,2,-73.94774627685547,40.77906799316406,-73.98712158203125,40.74714279174805,1,0,1307
591,591,591,591,591,591,268603,1,1,-73.95658874511719,40.72090530395508,-73.95492553710938,40.6865348815918,1,0,2564
592,592,592,592,592,592,1095816,2,1,-73.97470855712889,40.73612594604492,-73.98770141601561,40.72141647338867,1,0,666
593,593,593,593,593,593,539143,1,1,-73.98812103271484,40.74512481689453,-73.9888916015625,40.74811172485352,1,0,216
594,594,594,594,594,594,999286,1,4,-73.9697265625,40.78996276855469,-73.94631958007811,40.7804069519043,1,0,798
595,595,595,595,595,595,1139040,2,1,-73.95726013183594,40.81435012817384,-73.9501724243164,40.80643081665039,1,0,338
596,596,596,596,596,596,1351633,1,1,-73.96819305419923,40.77073287963867,-73.99277496337889,40.76184844970703,1,0,1067
597,597,597,597,597,597,329653,1,2,-73.97274017333984,40.78542709350586,-73.95162963867188,40.81450653076172,1,0,702
598,598,598,598,598,598,1200132,2,1,-73.99405670166014,40.72024154663086,-73.98313903808595,40.73042678833008,1,0,527
599,599,599,599,599,599,860048,1,2,-73.98709869384764,40.72230529785156,-74.00066375732422,40.72850036621094,1,0,693
600,600,600,600,600,600,1057357,1,1,-73.98902130126953,40.74121475219727,-73.9784164428711,40.73673629760742,1,0,267
601,601,601,601,601,601,1398572,2,2,-73.95166778564453,40.77780151367188,-73.86099243164062,40.85522079467773,1,0,1495
602,602,602,602,602,602,327052,1,3,-73.96620178222656,40.805042266845696,-73.95364379882812,40.77363967895508,1,0,1103
603,603,603,603,603,603,648708,2,2,-73.98614501953125,40.71805953979492,-73.99652862548828,40.72713088989258,1,0,605
604,604,604,604,604,604,233499,2,3,-74.00650787353516,40.73374938964844,-73.96513366699219,40.79112243652344,1,0,1765
605,605,605,605,605,605,1219291,1,1,-73.95196533203125,40.787124633789055,-73.93463134765625,40.8022918701172,1,0,406
606,606,606,606,606,606,908202,1,2,-73.93215942382812,40.70720672607422,-73.92237091064453,40.69878768920898,1,0,231
607,607,607,607,607,607,828808,2,1,-73.95346069335938,40.79949188232422,-73.95892333984375,40.69045639038086,1,0,1519
608,608,608,608,608,608,976377,2,2,-73.9776840209961,40.725982666015625,-73.98841094970702,40.72315216064453,1,0,426
609,609,609,609,609,609,1256018,2,1,-73.9605941772461,40.769973754882805,-73.9437484741211,40.77667236328125,1,0,393
610,610,610,610,610,610,716180,2,1,-73.96704864501953,40.756935119628906,-73.98809051513672,40.734657287597656,1,0,657
611,611,611,611,611,611,950949,1,1,-73.98228454589844,40.74583053588867,-73.9717254638672,40.76284790039063,1,0,948
612,612,612,612,612,612,1038484,1,2,-73.9449462890625,40.77911376953125,-73.90477752685547,40.75811004638672,1,0,1152
613,613,613,613,613,613,290063,2,1,-73.99657440185547,40.75788879394531,-73.98635864257811,40.7475814819336,1,0,1417
614,614,614,614,614,614,1221800,2,2,-74.0015869140625,40.68327713012695,-74.00791931152342,40.74637222290039,1,0,1134
615,615,615,615,615,615,525992,2,3,-73.95308685302734,40.77190017700195,-73.98894500732422,40.76361846923828,1,0,808
616,616,616,616,616,616,542869,2,6,-73.98339080810547,40.65985870361328,-73.82620239257811,40.84381866455078,1,0,2202
617,617,617,617,617,617,552260,2,1,-73.98709869384764,40.72100067138672,-73.97474670410156,40.72959899902344,1,0,479
618,618,618,618,618,618,42377,2,1,-73.9579849243164,40.71383285522461,-73.95951843261719,40.719913482666016,1,0,325
619,619,619,619,619,619,588789,1,2,-73.97886657714845,40.777252197265625,-73.98672485351561,40.77688980102539,1,0,244
620,620,620,620,620,620,1071059,2,1,-73.99556732177734,40.741607666015625,-73.97628021240233,40.780887603759766,1,0,1353
621,621,621,621,621,621,859328,2,1,-73.98509979248048,40.7529182434082,-74.00532531738281,40.70636367797852,1,0,1893
622,622,622,622,622,622,1452903,2,6,-74.00064849853516,40.73728942871094,-74.0042266845703,40.747608184814446,1,0,400
623,623,623,623,623,623,713757,1,1,-73.94406127929686,40.720314025878906,-73.94993591308595,40.67632675170898,1,0,767
624,624,624,624,624,624,1437289,2,1,-73.9820785522461,40.74031066894531,-73.97830200195312,40.745601654052734,1,0,135
625,625,625,625,625,625,624495,2,1,-73.9871368408203,40.75059509277344,-73.98002624511719,40.7822151184082,1,0,1091
626,626,626,626,626,626,855069,2,1,-73.95951843261719,40.81421661376953,-73.96100616455078,40.81374740600586,1,0,63
627,627,627,627,627,627,654090,1,2,-73.97846984863281,40.74505615234375,-73.9373779296875,40.818374633789055,1,0,1217
628,628,628,628,628,628,1355234,1,2,-73.98200988769531,40.74561309814453,-73.94721221923827,40.71809387207031,1,0,1280
629,629,629,629,629,629,872778,1,2,-73.97911071777342,40.7823371887207,-73.98009490966798,40.76577377319336,1,0,572
630,630,630,630,630,630,1234988,2,1,-73.9992904663086,40.74411010742188,-73.9027099609375,40.870429992675774,1,0,2363
631,631,631,631,631,631,486743,1,1,-73.97930908203125,40.73723602294922,-73.99076080322266,40.734012603759766,1,0,429
632,632,632,632,632,632,134196,2,1,-73.971923828125,40.76215362548828,-73.97167205810547,40.75619888305664,1,0,767
633,633,633,633,633,633,867647,1,2,-73.99313354492188,40.72254943847656,-73.96986389160156,40.79049682617188,1,0,1790
634,634,634,634,634,634,1043838,2,5,-73.98043823242188,40.775215148925774,-73.97969055175781,40.78125,1,0,133
635,635,635,635,635,635,796598,2,1,-74.00311279296875,40.74422073364258,-73.961181640625,40.76900863647461,1,0,993
636,636,636,636,636,636,191160,2,1,-73.9720230102539,40.76551055908203,-73.97238922119139,40.75023651123047,1,0,390
637,637,637,637,637,637,49517,1,1,-73.99042510986328,40.741943359375,-73.84217071533203,40.790794372558594,1,0,1852
638,638,638,638,638,638,715533,2,6,-73.98494720458984,40.75025177001953,-73.98198699951173,40.74045181274414,1,0,1071
639,639,639,639,639,639,1322830,2,2,-73.94761657714845,40.78352737426758,-73.85761260986328,40.74634552001953,1,0,2495
640,640,640,640,640,640,1405329,2,1,-73.967041015625,40.80400085449219,-73.94143676757811,40.85137176513672,1,0,743
641,641,641,641,641,641,955664,1,2,-73.98417663574217,40.72915267944336,-73.9568862915039,40.76337814331056,1,0,1582
642,642,642,642,642,642,1051391,2,1,-73.98332977294923,40.730770111083984,-73.98661041259764,40.732948303222656,1,0,245
643,643,643,643,643,643,57321,2,1,-73.96142578125,40.76955795288086,-73.99893951416014,40.731666564941406,1,0,1399
644,644,644,644,644,644,1018953,2,1,-73.98069763183594,40.73867034912109,-74.01000213623048,40.704689025878906,1,0,697
645,645,645,645,645,645,100438,2,5,-73.98101043701173,40.78182601928711,-73.97161102294923,40.75061798095703,1,0,897
646,646,646,646,646,646,1045411,1,1,-73.99557495117188,40.75477600097656,-74.00361633300781,40.743438720703125,1,0,410
647,647,647,647,647,647,1394237,1,1,-73.99492645263672,40.752838134765625,-73.9816665649414,40.75651931762695,1,0,503
648,648,648,648,648,648,1061206,1,4,-73.95597839355469,40.77879333496094,-73.96574401855469,40.75370407104492,1,0,547
649,649,649,649,649,649,1209409,2,1,-73.98026275634764,40.738731384277344,-73.97725677490233,40.67358016967773,1,0,1740
650,650,650,650,650,650,948781,2,1,-74.00836181640625,40.729690551757805,-73.9918212890625,40.764751434326165,1,0,920
651,651,651,651,651,651,774372,1,1,-74.00434112548828,40.734169006347656,-73.96494293212889,40.758262634277344,1,0,1296
652,652,652,652,652,652,1352221,2,1,-73.92887115478516,40.70769119262695,-73.95696258544923,40.73494338989258,1,0,919
653,653,653,653,653,653,119338,2,2,-73.98100280761719,40.747661590576165,-73.97831726074217,40.78737258911133,1,0,1092
654,654,654,654,654,654,1282239,2,1,-73.96746826171875,40.75632095336913,-73.97962188720702,40.749549865722656,1,0,405
655,655,655,655,655,655,1087719,1,1,-74.00725555419923,40.74868392944336,-73.99655151367188,40.75263214111328,1,0,551
656,656,656,656,656,656,324729,1,1,-73.95648193359375,40.77129364013672,-73.8901138305664,40.74810028076172,1,0,1421
657,657,657,657,657,657,1393959,2,1,-73.95661926269531,40.7714729309082,-73.98497009277344,40.77658081054688,1,0,727
658,658,658,658,658,658,1103294,1,3,-73.98779296875,40.74401473999024,-73.98748016357422,40.73288345336913,1,0,433
659,659,659,659,659,659,14287,1,1,-74.01719665527344,40.70484924316406,-74.00434875488281,40.70750045776367,1,0,270
660,660,660,660,660,660,1207705,1,1,-73.98072814941406,40.72985076904297,-74.00147247314453,40.74177169799805,1,0,503
661,661,661,661,661,661,593594,2,5,-73.97930908203125,40.75580596923828,-73.99229431152342,40.75922393798828,1,0,1801
662,662,662,662,662,662,286679,2,1,-73.94232940673827,40.83768844604492,-73.86274719238281,40.84653091430664,1,0,920
663,663,663,663,663,663,825388,2,5,-73.96566009521484,40.76567840576172,-73.98125457763672,40.734031677246094,1,0,840
664,664,664,664,664,664,1188944,2,1,-73.96417236328125,40.77103042602539,-73.95305633544923,40.77614974975586,1,0,324
665,665,665,665,665,665,1399044,2,5,-73.9942855834961,40.71963119506836,-73.98834228515625,40.72732925415039,1,0,280
666,666,666,666,666,666,852683,1,4,-73.9904556274414,40.74008560180664,-73.97582244873048,40.732620239257805,1,0,643
667,667,667,667,667,667,1046342,1,2,-73.94873809814453,40.78616714477539,-73.9942626953125,40.7559051513672,1,0,1640
668,668,668,668,668,668,333752,1,1,-73.96348571777344,40.76852798461913,-73.96952056884764,40.7575798034668,1,0,274
669,669,669,669,669,669,1022721,2,5,-73.98381805419923,40.74378967285156,-73.9807891845703,40.74700927734375,1,0,273
670,670,670,670,670,670,425887,2,1,-73.97129821777344,40.79463958740234,-73.95467376708984,40.78099060058594,1,0,479
671,671,671,671,671,671,562629,1,4,-73.94482421875,40.83440780639648,-73.90599822998048,40.86159896850586,1,0,1083
672,672,672,672,672,672,623175,2,1,-73.98493194580078,40.72821044921875,-73.94976043701173,40.718299865722656,1,0,1035
673,673,673,673,673,673,696105,1,3,-73.94869232177734,40.71761322021485,-74.0031967163086,40.7390022277832,1,0,1227
674,674,674,674,674,674,1021657,1,2,-73.97016906738281,40.763954162597656,-73.96979522705078,40.75218200683594,1,0,533
675,675,675,675,675,675,1232833,2,1,-73.89900970458984,40.826030731201165,-73.87547302246092,40.829078674316406,1,0,775
676,676,676,676,676,676,1362946,1,1,-73.99025726318358,40.75146484375,-73.97798156738281,40.7456283569336,1,0,383
677,677,677,677,677,677,24139,2,1,-73.96324920654298,40.7661018371582,-73.98822021484375,40.72795104980469,1,0,1032
678,678,678,678,678,678,400126,1,1,-73.95980834960938,40.773750305175774,-73.97134399414062,40.75627899169922,1,0,344
679,679,679,679,679,679,1115987,1,1,-73.98172760009764,40.77840423583984,-73.94536590576173,40.775352478027344,1,0,794
680,680,680,680,680,680,907846,1,1,-74.0064697265625,40.73304748535156,-74.00299835205078,40.749454498291016,1,0,437
681,681,681,681,681,681,1280562,1,1,-73.9239501953125,40.864295959472656,-73.93083953857422,40.85036849975586,1,0,398
682,682,682,682,682,682,535452,2,1,-73.98347473144531,40.7441864013672,-73.97072601318358,40.7490119934082,1,0,250
683,683,683,683,683,683,1375384,2,1,-73.97154998779298,40.762020111083984,-73.94475555419923,40.649192810058594,1,0,2653
684,684,684,684,684,684,765994,2,1,-73.95355224609375,40.77534866333008,-73.96344757080078,40.77523040771485,1,0,191
685,685,685,685,685,685,24676,2,1,-73.98779296875,40.74391174316406,-73.97408294677734,40.75406646728516,1,0,793
686,686,686,686,686,686,327612,1,3,-73.9473876953125,40.80533599853516,-73.96853637695312,40.75880813598633,1,0,1073
687,687,687,687,687,687,443407,1,4,-73.97512054443358,40.73600006103516,-73.98564910888672,40.76270294189453,1,0,1793
688,688,688,688,688,688,272132,2,2,-73.98136138916014,40.75825881958008,-73.91413116455078,40.76487350463867,1,0,1437
689,689,689,689,689,689,1017361,1,1,-73.98888397216798,40.76920318603516,-73.93954467773438,40.805339813232415,1,0,1186
690,690,690,690,690,690,666913,2,1,-73.99275970458984,40.73722839355469,-73.9537582397461,40.67718124389648,1,0,1668
691,691,691,691,691,691,787997,2,1,-73.9531021118164,40.780250549316406,-73.94651794433594,40.78083038330078,1,0,408
692,692,692,692,692,692,1450777,2,2,-73.9480972290039,40.774517059326165,-73.98224639892578,40.77724456787109,1,0,879
