,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption
645,645,645,645,645,645,645,645,1737,14.9,85.4,0.074,0.055,0.141,24431.39241
646,646,646,646,646,646,646,646,1738,14.9,85.4,0.074,0.066,0.145,24012.1519
647,647,647,647,647,647,647,647,1739,14.89,85.5,0.073,0.026,0.141,23787.34177
648,648,648,648,648,648,648,648,1848,13.86,82.3,0.073,0.062,0.089,42306.83544
649,649,649,649,649,649,649,649,1849,13.76,82.7,0.071,0.055,0.137,42707.8481
650,650,650,650,650,650,650,650,1850,13.65,83.3,0.073,0.048,0.126,43066.32911
651,651,651,651,651,651,651,651,1851,13.65,83.6,0.071,0.044,0.141,42798.98734
652,652,652,652,652,652,652,652,1852,13.57,83.5,0.074,0.059,0.093,42616.70886
653,653,653,653,653,653,653,653,1853,13.42,83.9,0.073,0.055,0.1,42270.37975
654,654,654,654,654,654,654,654,1854,13.32,84.2,0.071,0.026,0.096,41960.50633
655,655,655,655,655,655,655,655,1855,13.2,84.5,0.072,0.055,0.122,41407.59494
656,656,656,656,656,656,656,656,1856,13.09,84.9,0.07,0.062,0.085,41012.65823
657,657,657,657,657,657,657,657,1857,13.07,85.0,0.07,0.07,0.141,40295.6962
658,658,658,658,658,658,658,658,1858,13.0,85.1,0.068,0.04,0.115,39682.02532
659,659,659,659,659,659,659,659,1859,12.95,85.5,0.069,0.051,0.137,39116.96203
660,660,660,660,660,660,660,660,1860,12.97,85.6,0.071,0.055,0.111,38321.01266
661,661,661,661,661,661,661,661,1861,12.78,85.8,0.084,0.051,0.156,38290.63291
662,662,662,662,662,662,662,662,1862,12.94,86.5,0.084,0.059,0.108,37567.59494
663,663,663,663,663,663,663,663,1863,13.15,86.3,0.084,0.044,0.167,36850.63291
664,664,664,664,664,664,664,664,1864,13.15,86.4,0.085,0.051,0.159,36218.73418
665,665,665,665,665,665,665,665,1865,13.07,86.3,0.084,0.062,0.152,35744.81013
666,666,666,666,666,666,666,666,1866,13.12,86.7,0.084,0.059,0.115,34365.56962
667,667,667,667,667,667,667,667,1867,13.18,86.5,0.083,0.022,0.185,33715.44304
668,668,668,668,668,668,668,668,1868,13.27,86.5,0.086,0.07,0.137,32816.20253
669,669,669,669,669,669,669,669,1869,13.19,86.1,0.087,0.048,0.119,32026.32911
670,670,670,670,670,670,670,670,1870,13.22,86.0,0.086,0.026,0.148,31127.08861
671,671,671,671,671,671,671,671,1871,13.24,85.8,0.088,0.029,0.134,29869.36709
672,672,672,672,672,672,672,672,1740,14.86,85.7,0.075,0.044,0.137,23580.75949
673,673,673,673,673,673,673,673,1741,14.87,85.7,0.076,0.033,0.159,23453.16456
674,674,674,674,674,674,674,674,1742,14.83,85.9,0.08,0.062,0.171,23441.01266
675,675,675,675,675,675,675,675,1743,14.81,85.9,0.08,0.044,0.193,23258.73418
676,676,676,676,676,676,676,676,1744,14.79,86.0,0.077,0.055,0.148,23204.05063
677,677,677,677,677,677,677,677,1745,14.84,86.1,0.076,0.055,0.152,22754.43038
678,678,678,678,678,678,678,678,1746,14.85,85.9,0.084,0.055,0.159,22353.41772
679,679,679,679,679,679,679,679,1747,14.8,86.0,0.079,0.037,0.159,22499.24051
680,680,680,680,680,680,680,680,1748,14.71,86.2,0.08,0.059,0.122,22450.63291
681,681,681,681,681,681,681,681,1749,14.61,86.5,0.08,0.055,0.13,22444.55696
682,682,682,682,682,682,682,682,1750,14.38,86.1,0.075,0.04,0.182,22395.94937
683,683,683,683,683,683,683,683,1751,14.37,86.1,0.076,0.048,0.159,22237.97468
684,684,684,684,684,684,684,684,1752,14.19,85.4,0.075,0.044,0.13,22316.96203
685,685,685,685,685,685,685,685,1753,14.04,85.4,0.072,0.04,0.148,22286.58228
686,686,686,686,686,686,686,686,1754,13.88,85.6,0.074,0.059,0.126,22183.29114
687,687,687,687,687,687,687,687,1755,13.77,85.7,0.073,0.066,0.119,22086.07595
688,688,688,688,688,688,688,688,1756,13.73,86.0,0.079,0.055,0.137,22049.62025
689,689,689,689,689,689,689,689,1757,13.65,85.3,0.076,0.033,0.178,22177.21519
690,690,690,690,690,690,690,690,1758,13.64,85.4,0.078,0.055,0.119,22566.07595
691,691,691,691,691,691,691,691,1759,13.55,84.8,0.075,0.062,0.159,22517.46835
692,692,692,692,692,692,692,692,1760,13.71,85.0,0.078,0.044,0.108,22754.43038
693,693,693,693,693,693,693,693,1761,13.75,84.6,0.072,0.051,0.148,22888.10127
694,694,694,694,694,694,694,694,1762,13.54,84.7,0.075,0.055,0.178,23131.13924
695,695,695,695,695,695,695,695,1763,13.5,86.1,0.077,0.037,0.189,24018.22785
696,696,696,696,696,696,696,696,1764,13.37,85.0,0.071,0.055,0.171,24601.51899
697,697,697,697,697,697,697,697,1765,13.32,85.9,0.075,0.059,0.167,24868.86076
698,698,698,698,698,698,698,698,1766,13.34,85.5,0.073,0.048,0.126,25166.58228
699,699,699,699,699,699,699,699,1767,13.2,85.7,0.075,0.048,0.13,25367.08861
700,700,700,700,700,700,700,700,1768,13.2,85.5,0.073,0.033,0.178,25683.03797
701,701,701,701,701,701,701,701,1769,13.2,85.2,0.075,0.062,0.134,25512.91139
702,702,702,702,702,702,702,702,1770,13.15,84.7,0.074,0.07,0.163,25421.77215
703,703,703,703,703,703,703,703,1771,13.07,84.5,0.073,0.048,0.148,25488.60759
704,704,704,704,704,704,704,704,1772,13.07,84.2,0.075,0.066,0.126,25482.53165
705,705,705,705,705,705,705,705,1773,13.02,83.8,0.073,0.051,0.126,25093.67089
706,706,706,706,706,706,706,706,1774,13.0,83.8,0.074,0.048,0.159,24735.18987
707,707,707,707,707,707,707,707,1775,12.88,83.6,0.072,0.044,0.167,24303.79747
708,708,708,708,708,708,708,708,1776,12.82,83.7,0.075,0.07,0.148,24540.75949
709,709,709,709,709,709,709,709,1777,12.77,83.7,0.072,0.223,0.278,25257.72152
710,710,710,710,710,710,710,710,1778,12.73,83.4,0.074,0.992,1.009,25579.74684
711,711,711,711,711,711,711,711,1779,12.76,83.5,0.071,2.5,2.518,26041.51899
712,712,712,712,712,712,712,712,1780,12.79,83.4,0.076,5.958,6.038,26764.55696
713,713,713,713,713,713,713,713,1781,12.86,83.4,0.073,10.5,10.63,26910.37975
714,714,714,714,714,714,714,714,1782,13.03,83.5,0.069,14.89,15.14,27530.12658
715,715,715,715,715,715,715,715,1783,13.18,83.3,0.073,19.19,19.56,27991.89873
716,716,716,716,716,716,716,716,1784,13.28,82.8,0.073,20.02,20.35,28168.10127
717,717,717,717,717,717,717,717,1785,13.49,82.6,0.072,26.85,27.33,28563.03797
718,718,718,718,718,718,718,718,1786,13.59,83.1,0.077,30.25,30.62,29292.1519
719,719,719,719,719,719,719,719,1787,13.74,83.7,0.074,36.49,36.9,29784.3038
720,720,720,720,720,720,720,720,1872,13.32,85.5,0.084,0.044,0.108,29122.02532
721,721,721,721,721,721,721,721,1873,13.54,85.2,0.084,0.037,0.115,28654.17722
722,722,722,722,722,722,722,722,1874,13.56,84.6,0.085,0.037,0.152,28095.18987
723,723,723,723,723,723,723,723,1875,13.97,84.4,0.085,0.055,0.159,27609.11392
724,724,724,724,724,724,724,724,1876,14.27,82.3,0.085,0.051,0.108,27129.11392
725,725,725,725,725,725,725,725,1877,14.53,80.3,0.087,0.04,0.122,26302.78481
726,726,726,726,726,726,726,726,1932,12.62,75.3,0.083,134.1,118.8,30677.46835
727,727,727,727,727,727,727,727,1933,12.66,75.0,0.081,134.8,106.3,31436.96203
728,728,728,728,728,728,728,728,1934,12.84,72.5,0.083,127.2,109.2,31813.67089
729,729,729,729,729,729,729,729,1935,13.09,72.1,0.083,254.2,146.1,32348.35443
730,730,730,730,730,730,730,730,1936,13.33,71.0,0.082,138.1,93.6,32779.74684
731,731,731,731,731,731,731,731,1937,13.32,71.6,0.082,297.2,118.5,33314.43038
732,732,732,732,732,732,732,732,1938,13.53,71.5,0.086,209.0,115.9,33356.96203
733,733,733,733,733,733,733,733,1939,13.71,71.0,0.084,175.4,125.5,33514.93671
734,734,734,734,734,734,734,734,1940,13.95,67.96,0.084,209.6,152.5,33624.3038
735,735,735,735,735,735,735,735,1941,14.61,67.79,0.085,352.5,213.2,34152.91139
736,736,736,736,736,736,736,736,1942,15.05,68.42,0.086,402.8,234.2,34468.86076
737,737,737,737,737,737,737,737,1943,15.2,67.26,0.082,251.1,192.2,34481.01266
738,738,738,738,738,738,738,738,1944,15.15,66.32,0.085,153.1,155.3,34213.67089
739,739,739,739,739,739,739,739,1945,15.01,66.09,0.087,138.6,139.0,34487.08861
740,740,740,740,740,740,740,740,1946,15.03,66.66,0.091,147.9,144.2,34280.50633
741,741,741,741,741,741,741,741,1947,15.13,66.29,0.084,146.4,146.1,34341.26582
742,742,742,742,742,742,742,742,1948,15.28,66.26,0.086,137.1,139.8,34541.77215
743,743,743,743,743,743,743,743,1949,15.46,64.02,0.088,147.1,148.7,34584.3038
744,744,744,744,744,744,744,744,1950,15.7,62.05,0.088,144.7,142.8,34116.4557
745,745,745,745,745,745,745,745,1951,15.88,61.42,0.084,133.6,136.1,34377.72152
746,746,746,746,746,746,746,746,1952,16.02,60.98,0.084,102.6,104.6,34596.4557
747,747,747,747,747,747,747,747,1953,16.22,59.88,0.087,79.7,80.5,34833.41772
748,748,748,748,748,748,748,748,1954,16.44,58.88,0.084,125.1,123.0,34547.8481
749,749,749,749,749,749,749,749,1955,16.33,59.41,0.085,192.7,192.3,33909.87342
750,750,750,750,750,750,750,750,1956,16.44,62.05,0.084,226.1,225.7,33478.48101
751,751,751,751,751,751,751,751,1957,16.68,61.72,0.087,296.5,284.7,33028.86076
752,752,752,752,752,752,752,752,1958,17.13,58.44,0.087,303.8,291.8,32694.68354
753,753,753,753,753,753,753,753,1959,17.38,57.71,0.086,276.0,270.1,32658.22785
754,754,754,754,754,754,754,754,1960,17.68,56.88,0.086,407.3,402.2,32415.18987
755,755,755,755,755,755,755,755,1961,18.05,55.84,0.087,310.4,307.7,32238.98734
756,756,756,756,756,756,756,756,1962,17.96,55.81,0.088,184.8,188.9,32336.20253
757,757,757,757,757,757,757,757,1963,17.97,56.07,0.086,167.2,169.8,31935.18987
758,758,758,758,758,758,758,758,1964,17.92,56.17,0.086,158.1,161.3,31643.5443
759,759,759,759,759,759,759,759,1965,17.9,55.97,0.089,135.7,137.6,31631.39241
760,760,760,760,760,760,760,760,1966,17.94,56.21,0.088,142.9,144.8,31424.81013
761,761,761,761,761,761,761,761,1967,17.96,56.44,0.087,126.3,128.6,31625.31646
762,762,762,762,762,762,762,762,1968,17.91,57.71,0.086,115.9,118.2,31485.56962
763,763,763,763,763,763,763,763,1969,17.89,60.11,0.086,108.6,110.4,31619.24051
764,764,764,764,764,764,764,764,1970,17.87,61.18,0.089,113.0,114.6,31582.78481
765,765,765,765,765,765,765,765,1971,17.93,62.25,0.088,120.3,121.9,31910.88608
766,766,766,766,766,766,766,766,1972,18.04,62.38,0.087,185.7,195.7,31935.18987
767,767,767,767,767,767,767,767,1973,18.16,62.28,0.089,134.5,139.0,31692.1519
768,768,768,768,768,768,768,768,1974,18.17,62.15,0.087,77.3,80.4,31892.65823
769,769,769,769,769,769,769,769,1975,18.08,62.12,0.091,62.09,63.08,32718.98734
770,770,770,770,770,770,770,770,1976,18.01,62.15,0.089,57.72,58.64,33788.35443
771,771,771,771,771,771,771,771,1977,18.1,62.42,0.089,73.8,83.3,35775.18987
772,772,772,772,772,772,772,772,1978,18.15,61.88,0.082,68.07,77.2,38904.3038
773,773,773,773,773,773,773,773,1979,17.8,61.45,0.076,54.47,59.44,41304.3038
774,774,774,774,774,774,774,774,1980,17.53,63.02,0.077,36.92,37.57,42215.6962
775,775,775,775,775,775,775,775,1981,17.23,63.52,0.076,33.9,35.22,42452.65823
776,776,776,776,776,776,776,776,1982,17.0,63.02,0.076,12.18,12.52,42586.32911
777,777,777,777,777,777,777,777,1983,16.86,63.99,0.074,1.867,2.021,42306.83544
778,778,778,778,778,778,778,778,1984,16.59,64.85,0.076,0.534,0.63,42215.6962
779,779,779,779,779,779,779,779,1985,16.37,68.79,0.077,0.102,0.104,42167.08861
780,780,780,780,780,780,780,780,1986,15.84,72.3,0.073,0.07,0.111,42063.79747
781,781,781,781,781,781,781,781,1987,15.36,73.8,0.073,0.07,0.115,42124.55696
782,782,782,782,782,782,782,782,1988,14.99,74.8,0.071,0.07,0.115,42027.34177
783,783,783,783,783,783,783,783,1989,14.7,75.4,0.073,0.048,0.115,42100.25316
784,784,784,784,784,784,784,784,1990,14.41,75.6,0.073,0.044,0.145,42069.87342
785,785,785,785,785,785,785,785,1991,14.3,75.7,0.077,0.033,0.111,41863.29114
786,786,786,786,786,786,786,786,1878,14.68,77.9,0.085,0.066,0.126,25549.36709
787,787,787,787,787,787,787,787,1879,14.57,77.5,0.082,0.044,0.163,25087.59494
788,788,788,788,788,788,788,788,1880,14.28,78.8,0.085,0.051,0.137,24729.11392
789,789,789,789,789,789,789,789,1881,14.0,79.9,0.089,0.062,0.122,24273.41772
790,790,790,790,790,790,790,790,1882,13.91,80.7,0.086,0.066,0.159,24030.37975
791,791,791,791,791,791,791,791,1883,14.01,80.5,0.085,0.037,0.122,23854.17722
792,792,792,792,792,792,792,792,1992,14.07,75.4,0.074,0.033,0.104,41529.11392
793,793,793,793,793,793,793,793,1993,13.91,75.6,0.071,0.029,0.111,41674.93671
794,794,794,794,794,794,794,794,1994,13.41,75.8,0.074,0.048,0.108,41486.58228
795,795,795,795,795,795,795,795,1995,13.04,76.3,0.074,0.059,0.096,41577.72152
796,796,796,796,796,796,796,796,1996,12.94,77.0,0.072,0.033,0.156,41358.98734
797,797,797,797,797,797,797,797,1997,12.96,76.8,0.072,0.077,0.152,41006.58228
798,798,798,798,798,798,798,798,1998,12.92,76.7,0.073,0.062,0.108,40854.68354
799,799,799,799,799,799,799,799,1999,13.04,76.6,0.072,0.048,0.104,40386.83544
800,800,800,800,800,800,800,800,2000,12.97,75.9,0.076,0.059,0.126,40143.79747
801,801,801,801,801,801,801,801,2001,13.05,76.0,0.071,0.062,0.089,39736.70886
802,802,802,802,802,802,802,802,2002,13.0,77.2,0.087,0.073,0.119,39123.03797
803,803,803,803,803,803,803,803,2003,13.13,77.7,0.087,0.033,0.126,38406.07595
804,804,804,804,804,804,804,804,2004,13.2,78.0,0.084,0.048,0.13,38187.34177
805,805,805,805,805,805,805,805,2005,12.58,79.0,0.079,0.059,0.111,37464.3038
806,806,806,806,806,806,806,806,2006,12.5,81.0,0.075,0.081,0.089,37342.78481
807,807,807,807,807,807,807,807,2007,12.68,82.2,0.081,0.055,0.13,36382.78481
808,808,808,808,808,808,808,808,2008,13.06,81.8,0.076,0.077,0.163,35799.49367
809,809,809,809,809,809,809,809,2009,13.06,82.4,0.074,0.073,0.134,35289.11392
810,810,810,810,810,810,810,810,2010,13.24,82.0,0.084,0.073,0.108,34511.39241
811,811,811,811,811,811,811,811,2011,13.35,81.7,0.083,0.066,0.126,25300.25316
812,812,812,812,812,812,812,812,2012,13.32,81.9,0.082,0.048,0.126,28313.92405
813,813,813,813,813,813,813,813,2013,12.86,81.6,0.082,0.055,0.137,27542.27848
814,814,814,814,814,814,814,814,2014,12.44,83.3,0.083,0.04,0.115,26782.78481
815,815,815,815,815,815,815,815,2015,12.53,83.5,0.082,0.081,0.096,26321.01266
816,816,816,816,816,816,816,816,1884,14.31,79.8,0.087,0.059,0.115,23428.86076
817,817,817,817,817,817,817,817,1885,15.03,75.6,0.083,0.077,0.115,23258.73418
818,818,818,818,818,818,818,818,1886,15.45,68.83,0.083,0.051,0.122,23009.62025
819,819,819,819,819,819,819,819,1887,15.52,66.89,0.083,0.04,0.134,22839.49367
820,820,820,820,820,820,820,820,1888,15.84,64.55,0.084,0.066,0.093,22335.18987
821,821,821,821,821,821,821,821,1889,15.83,62.18,0.087,0.073,0.104,22122.53165
822,822,822,822,822,822,822,822,1890,16.1,60.55,0.083,0.062,0.119,22116.4557
823,823,823,823,823,823,823,823,1891,16.15,58.85,0.085,0.055,0.134,22037.46835
824,824,824,824,824,824,824,824,1892,16.62,55.64,0.088,0.033,0.145,22043.5443
825,825,825,825,825,825,825,825,1893,17.43,49.8,0.086,0.044,0.126,21952.40506
826,826,826,826,826,826,826,826,1894,17.63,45.39,0.086,0.044,0.134,22037.46835
827,827,827,827,827,827,827,827,1895,17.76,45.26,0.086,0.066,0.134,22043.5443
828,828,828,828,828,828,828,828,1896,18.11,41.89,0.09,0.037,0.148,21915.94937
829,829,829,829,829,829,829,829,1897,18.09,43.79,0.086,0.073,0.1,22043.5443
830,830,830,830,830,830,830,830,1898,17.45,49.93,0.085,0.04,0.104,21915.94937
831,831,831,831,831,831,831,831,1899,16.43,54.41,0.082,0.081,0.085,21952.40506
832,832,832,832,832,832,832,832,1900,16.37,55.27,0.087,0.018,0.085,21897.72152
833,833,833,833,833,833,833,833,1901,17.41,48.3,0.084,0.066,0.1,22146.83544
834,834,834,834,834,834,834,834,1902,16.83,53.17,0.084,0.07,0.174,22341.26582
835,835,835,835,835,835,835,835,1903,16.01,56.21,0.086,0.062,0.122,22201.51899
836,836,836,836,836,836,836,836,1904,15.75,57.38,0.082,0.029,0.137,22468.86076
837,837,837,837,837,837,837,837,1905,15.6,58.81,0.083,0.066,0.1,22517.46835
838,838,838,838,838,838,838,838,1906,15.45,60.31,0.083,0.081,0.119,22602.53165
839,839,839,839,839,839,839,839,1907,15.2,61.32,0.082,0.062,0.122,23653.67089
840,840,840,840,840,840,840,840,1908,15.18,61.48,0.079,0.099,0.115,24607.59494
841,841,841,841,841,841,841,841,1909,14.85,63.68,0.079,0.066,0.111,25093.67089
842,842,842,842,842,842,842,842,1910,14.63,64.52,0.082,0.055,0.163,25239.49367
843,843,843,843,843,843,843,843,1911,14.5,66.76,0.08,0.062,0.096,24844.55696
844,844,844,844,844,844,844,844,1912,13.96,70.8,0.079,0.073,0.171,24814.17722
845,845,845,845,845,845,845,845,1913,13.57,71.6,0.079,0.059,0.137,24218.73418
846,846,846,846,846,846,846,846,1914,13.62,71.9,0.082,0.081,0.178,23520.0
847,847,847,847,847,847,847,847,1915,13.66,72.3,0.083,0.059,0.159,23392.40506
848,848,848,848,848,848,848,848,1916,13.68,72.2,0.087,0.073,0.145,22973.16456
849,849,849,849,849,849,849,849,1917,13.32,72.2,0.078,0.07,0.119,23100.75949
850,850,850,850,850,850,850,850,1918,12.72,73.8,0.086,0.07,0.145,22930.63291
851,851,851,851,851,851,851,851,1919,12.34,75.6,0.081,0.077,0.145,22766.58228
852,852,852,852,852,852,852,852,1920,12.04,77.8,0.083,0.081,0.178,23380.25316
853,853,853,853,853,853,853,853,1921,12.31,78.3,0.085,0.395,0.36,23714.43038
854,854,854,854,854,854,854,854,1922,12.53,76.0,0.087,1.588,1.621,24334.17722
855,855,855,855,855,855,855,855,1923,12.74,75.4,0.084,6.079,5.919,24850.63291
856,856,856,856,856,856,856,856,1924,12.69,74.1,0.083,19.55,18.25,25476.4557
857,857,857,857,857,857,857,857,1925,12.52,74.6,0.084,35.16,32.95,26114.43038
858,858,858,858,858,858,858,858,1926,12.12,75.5,0.087,30.79,28.88,26782.78481
859,859,859,859,859,859,859,859,1927,12.2,75.6,0.087,54.93,51.21,27663.79747
860,860,860,860,860,860,860,860,1928,12.01,76.4,0.082,115.1,107.3,27931.13924
861,861,861,861,861,861,861,861,1929,12.04,77.0,0.088,148.7,135.2,28629.87342
862,862,862,862,862,862,862,862,1930,12.3,76.6,0.09,152.1,131.8,29413.67089
863,863,863,863,863,863,863,863,1931,12.61,76.2,0.087,187.0,154.0,29845.06329
864,864,864,864,864,864,864,864,2016,12.35,83.7,0.08,0.059,0.137,27031.89873
865,865,865,865,865,865,865,865,2017,11.97,84.0,0.082,0.051,0.163,27268.86076
866,866,866,866,866,866,866,866,2018,11.59,85.1,0.083,0.066,0.152,27305.31646
867,867,867,867,867,867,867,867,2019,11.97,85.8,0.084,0.091,0.134,27177.72152
868,868,868,868,868,868,868,868,2020,11.97,85.3,0.085,0.07,0.13,23489.62025
869,869,869,869,869,869,869,869,2021,11.52,85.8,0.086,0.062,0.115,21192.91139
870,870,870,870,870,870,870,870,2076,11.55,86.1,0.082,199.4,161.8,20974.17722
871,871,871,871,871,871,871,871,2077,11.84,84.8,0.082,225.5,168.1,21569.62025
872,872,872,872,872,872,872,872,2078,12.22,84.8,0.083,255.2,175.4,22171.13924
873,873,873,873,873,873,873,873,2079,12.76,83.4,0.086,276.4,150.4,22614.68354
874,874,874,874,874,874,874,874,2080,13.42,82.1,0.084,298.6,153.6,23137.21519
875,875,875,875,875,875,875,875,2081,14.05,80.0,0.081,323.5,162.3,23586.83544
876,876,876,876,876,876,876,876,2082,14.51,77.7,0.08,343.0,170.7,24212.65823
877,877,877,877,877,877,877,877,2083,15.06,75.4,0.083,362.8,173.7,24510.37975
878,878,878,878,878,878,878,878,2084,15.87,73.6,0.085,383.6,161.2,24753.41772
879,879,879,879,879,879,879,879,2085,16.4,69.03,0.091,403.8,165.0,25002.53165
880,880,880,880,880,880,880,880,2086,16.75,66.29,0.083,421.2,197.3,24984.3038
881,881,881,881,881,881,881,881,2087,17.22,64.29,0.084,435.3,182.1,25142.27848
882,882,882,882,882,882,882,882,2088,17.54,61.79,0.082,445.9,161.4,25008.60759
883,883,883,883,883,883,883,883,2089,17.55,60.22,0.082,451.6,155.7,25476.4557
884,884,884,884,884,884,884,884,2090,17.59,58.78,0.084,458.3,167.6,25749.87342
885,885,885,885,885,885,885,885,2091,17.64,58.51,0.086,465.8,187.8,31461.26582
886,886,886,886,886,886,886,886,2092,17.83,60.18,0.085,475.9,224.5,32166.07595
887,887,887,887,887,887,887,887,2093,18.15,60.05,0.084,476.2,236.8,32153.92405
888,888,888,888,888,888,888,888,2094,18.17,59.42,0.084,483.7,242.0,32117.46835
889,889,889,889,889,889,889,889,2095,18.35,57.45,0.084,491.6,247.7,31947.34177
890,890,890,890,890,890,890,890,2096,18.51,57.28,0.083,513.2,319.3,31929.11392
891,891,891,891,891,891,891,891,2097,18.78,55.48,0.082,428.4,308.2,31880.50633
892,892,892,892,892,892,892,892,2098,18.5,50.74,0.083,311.2,259.4,31698.22785
893,893,893,893,893,893,893,893,2099,18.46,51.71,0.084,206.2,190.5,31977.72152
894,894,894,894,894,894,894,894,2100,18.55,52.27,0.082,547.1,505.0,31819.74684
895,895,895,895,895,895,895,895,2101,18.97,51.5,0.084,530.7,514.3,31564.55696
896,896,896,896,896,896,896,896,2102,18.83,47.83,0.087,441.0,443.1,31327.59494
897,897,897,897,897,897,897,897,2103,18.75,48.67,0.084,461.6,483.1,30671.39241
898,898,898,898,898,898,898,898,2104,18.85,48.9,0.081,455.9,489.3,30950.88608
899,899,899,899,899,899,899,899,2105,18.58,50.03,0.086,396.5,425.7,30555.94937
900,900,900,900,900,900,900,900,2106,18.57,50.3,0.086,419.7,456.4,30549.87342
901,901,901,901,901,901,901,901,2107,18.74,49.9,0.085,406.0,450.2,30543.79747
902,902,902,902,902,902,902,902,2108,18.7,50.6,0.083,387.6,432.8,30179.24051
903,903,903,903,903,903,903,903,2109,18.53,51.57,0.084,338.6,377.2,30349.36709
904,904,904,904,904,904,904,904,2110,18.69,51.74,0.084,287.7,320.5,30197.46835
905,905,905,905,905,905,905,905,2111,18.85,51.07,0.083,329.8,371.5,29978.73418
906,906,906,906,906,906,906,906,2112,18.84,50.17,0.084,256.5,284.2,29577.72152
907,907,907,907,907,907,907,907,2113,18.7,50.2,0.085,266.5,295.4,29644.55696
908,908,908,908,908,908,908,908,2114,18.86,51.9,0.084,262.9,297.5,29583.79747
909,909,909,909,909,909,909,909,2115,18.59,51.77,0.085,232.5,264.6,29292.1519
910,910,910,910,910,910,910,910,2116,18.41,51.77,0.084,166.2,186.1,29760.0
911,911,911,911,911,911,911,911,2117,18.06,52.9,0.082,88.7,93.6,29741.77215
912,912,912,912,912,912,912,912,2118,17.92,53.67,0.083,78.9,83.7,29972.65823
913,913,913,913,913,913,913,913,2119,17.9,54.01,0.083,87.1,98.2,30507.34177
914,914,914,914,914,914,914,914,2120,17.82,54.24,0.083,95.0,108.9,31582.78481
915,915,915,915,915,915,915,915,2121,17.9,53.91,0.085,103.3,122.2,33527.08861
916,916,916,916,916,916,916,916,2122,17.68,54.44,0.084,54.95,63.32,36194.43038
917,917,917,917,917,917,917,917,2123,17.51,54.41,0.08,40.6,44.74,38819.24051
918,918,918,918,918,918,918,918,2124,17.45,54.44,0.084,25.0,25.68,40180.25316
919,919,919,919,919,919,919,919,2125,17.17,56.17,0.084,15.92,16.05,40301.77215
920,920,920,920,920,920,920,920,2126,16.95,57.68,0.083,8.99,9.11,40763.5443
921,921,921,921,921,921,921,921,2127,16.71,58.95,0.084,4.004,4.057,40976.20253
922,922,922,922,922,922,922,922,2128,16.49,60.15,0.082,1.168,1.161,40727.08861
923,923,923,923,923,923,923,923,2129,16.48,60.21,0.083,0.135,0.178,41115.94937
924,924,924,924,924,924,924,924,2130,16.38,60.61,0.085,0.066,0.104,41431.89873
925,925,925,925,925,925,925,925,2131,16.21,61.38,0.08,0.055,0.093,41559.49367
926,926,926,926,926,926,926,926,2132,16.07,62.92,0.081,0.07,0.111,42039.49367
927,927,927,927,927,927,927,927,2133,15.95,63.32,0.08,0.062,0.093,42039.49367
928,928,928,928,928,928,928,928,2134,15.99,62.85,0.078,0.051,0.1,42033.41772
929,929,929,929,929,929,929,929,2135,16.24,62.42,0.081,0.059,0.082,41972.65823
930,930,930,930,930,930,930,930,2022,11.66,86.5,0.088,0.066,0.163,20883.03797
931,931,931,931,931,931,931,931,2023,11.85,86.2,0.082,0.091,0.108,20129.62025
932,932,932,932,932,932,932,932,2024,11.04,87.3,0.082,0.059,0.159,19613.16456
933,933,933,933,933,933,933,933,2025,11.49,86.7,0.085,0.077,0.108,18975.18987
934,934,934,934,934,934,934,934,2026,11.26,86.7,0.084,0.055,0.093,18476.96203
935,935,935,935,935,935,935,935,2027,11.13,86.8,0.082,0.037,0.156,18161.01266
936,936,936,936,936,936,936,936,2136,16.52,61.21,0.082,0.048,0.067,41960.50633
937,937,937,937,937,937,937,937,2137,16.31,62.22,0.08,0.055,0.141,41948.35443
938,938,938,938,938,938,938,938,2138,16.19,62.25,0.08,0.07,0.108,42598.48101
939,939,939,939,939,939,939,939,2139,16.33,60.98,0.079,0.051,0.134,42604.55696
940,940,940,940,940,940,940,940,2140,16.43,60.51,0.08,0.066,0.104,42355.44304
941,941,941,941,941,941,941,941,2141,16.16,62.02,0.082,0.04,0.093,42452.65823
942,942,942,942,942,942,942,942,2142,16.04,61.98,0.084,0.051,0.1,41255.6962
943,943,943,943,943,943,943,943,2143,16.04,61.11,0.082,0.04,0.104,41134.17722
944,944,944,944,944,944,944,944,2144,16.03,60.35,0.084,0.066,0.078,40678.48101
945,945,945,945,945,945,945,945,2145,16.08,59.58,0.082,0.07,0.104,40052.65823
946,946,946,946,946,946,946,946,2146,16.21,56.64,0.083,0.04,0.108,39530.12658
947,947,947,947,947,947,947,947,2147,16.24,56.38,0.085,0.048,0.119,38916.4557
948,948,948,948,948,948,948,948,2148,16.18,55.81,0.08,0.077,0.1,38849.62025
949,949,949,949,949,949,949,949,2149,16.62,51.8,0.082,0.066,0.089,38217.72152
950,950,950,950,950,950,950,950,2150,16.82,49.63,0.082,0.037,0.104,37452.1519
951,951,951,951,951,951,951,951,2151,16.77,49.83,0.084,0.04,0.126,37075.44304
952,952,952,952,952,952,952,952,2152,16.53,51.44,0.083,0.073,0.096,36115.44304
