,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1037,1037,1037,1037,1037,1.736,0.232,237.01,7.4,0.0,1.0,17.0
1038,1038,1038,1038,1038,1.73,0.232,236.65,7.2,0.0,1.0,18.0
1039,1039,1039,1039,1039,1.728,0.23,236.57,7.2,0.0,2.0,17.0
1040,1040,1040,1040,1040,1.756,0.244,238.9,7.4,0.0,1.0,17.0
1041,1041,1041,1041,1041,1.726,0.152,238.52,7.2,0.0,1.0,18.0
1042,1042,1042,1042,1042,1.694,0.132,236.96,7.2,0.0,2.0,17.0
1043,1043,1043,1043,1043,1.654,0.124,236.96,7.0,0.0,1.0,17.0
1044,1044,1044,1044,1044,1.774,0.126,237.49,7.4,0.0,2.0,17.0
1045,1045,1045,1045,1045,2.306,0.27,237.26,9.8,0.0,1.0,18.0
1046,1046,1046,1046,1046,1.976,0.114,238.04,8.2,0.0,1.0,17.0
1047,1047,1047,1047,1047,2.358,0.25,237.67,10.0,0.0,2.0,17.0
1048,1048,1048,1048,1048,2.202,0.254,239.02,9.2,0.0,1.0,18.0
1049,1049,1049,1049,1049,2.188,0.252,238.56,9.2,0.0,1.0,17.0
1050,1050,1050,1050,1050,2.188,0.252,238.59,9.2,0.0,2.0,18.0
1051,1051,1051,1051,1051,1.592,0.25,238.72,6.6,0.0,1.0,17.0
1052,1052,1052,1052,1052,1.592,0.252,238.99,6.6,0.0,1.0,18.0
1053,1053,1053,1053,1053,1.574,0.242,237.49,6.6,0.0,1.0,17.0
1054,1054,1054,1054,1054,1.58,0.248,238.17,6.6,0.0,2.0,17.0
1055,1055,1055,1055,1055,1.56,0.242,237.29,6.6,0.0,1.0,17.0
1056,1056,1056,1056,1056,1.564,0.244,237.62,6.6,0.0,1.0,18.0
1057,1057,1057,1057,1057,1.568,0.246,238.02,6.6,0.0,1.0,17.0
1058,1058,1058,1058,1058,1.558,0.242,237.43,6.6,0.0,1.0,17.0
1059,1059,1059,1059,1059,1.564,0.246,237.95,6.6,0.0,2.0,18.0
1060,1060,1060,1060,1060,1.57,0.248,238.42,6.6,0.0,1.0,17.0
1061,1061,1061,1061,1061,1.522,0.17,238.12,6.4,0.0,0.0,17.0
1062,1062,1062,1062,1062,1.508,0.13,238.54,6.2,0.0,0.0,18.0
1063,1063,1063,1063,1063,1.482,0.098,238.29,6.2,0.0,0.0,17.0
1064,1064,1064,1064,1064,1.41,0.0,238.05,5.8,0.0,0.0,18.0
1065,1065,1065,1065,1065,1.39,0.0,236.75,5.8,0.0,0.0,17.0
1066,1066,1066,1066,1066,1.39,0.0,236.95,5.8,0.0,0.0,17.0
1067,1067,1067,1067,1067,1.452,0.056,236.74,6.0,0.0,0.0,17.0
1068,1068,1068,1068,1068,1.472,0.096,237.59,6.2,0.0,0.0,18.0
1069,1069,1069,1069,1069,1.466,0.094,236.85,6.2,0.0,0.0,17.0
1070,1070,1070,1070,1070,1.46,0.092,236.38,6.2,0.0,0.0,17.0
1071,1071,1071,1071,1071,1.466,0.094,237.0,6.2,0.0,0.0,17.0
1072,1072,1072,1072,1072,1.466,0.094,237.16,6.2,0.0,0.0,17.0
1073,1073,1073,1073,1073,1.456,0.092,236.43,6.0,0.0,0.0,17.0
1074,1074,1074,1074,1074,1.462,0.094,237.04,6.2,0.0,0.0,18.0
1075,1075,1075,1075,1075,1.454,0.092,236.45,6.0,0.0,0.0,17.0
1076,1076,1076,1076,1076,1.442,0.07,236.96,6.0,0.0,0.0,17.0
1077,1077,1077,1077,1077,1.402,0.0,237.84,5.8,0.0,0.0,17.0
1078,1078,1078,1078,1078,1.398,0.0,237.61,5.8,0.0,0.0,18.0
1079,1079,1079,1079,1079,1.408,0.0,238.42,5.8,0.0,0.0,17.0
1080,1080,1080,1080,1080,1.416,0.0,239.13,5.8,0.0,0.0,17.0
1081,1081,1081,1081,1081,1.422,0.0,239.61,5.8,0.0,0.0,18.0
1082,1082,1082,1082,1082,1.424,0.0,239.76,5.8,0.0,0.0,18.0
1083,1083,1083,1083,1083,1.434,0.0,240.58,5.8,0.0,0.0,17.0
1084,1084,1084,1084,1084,1.426,0.0,239.94,5.8,0.0,0.0,18.0
1085,1085,1085,1085,1085,1.422,0.0,239.68,5.8,0.0,0.0,18.0
1086,1086,1086,1086,1086,1.41,0.0,238.58,5.8,0.0,0.0,17.0
1087,1087,1087,1087,1087,1.404,0.0,238.11,5.8,0.0,0.0,17.0
1088,1088,1088,1088,1088,1.404,0.0,238.08,5.8,0.0,0.0,18.0
1089,1089,1089,1089,1089,1.498,0.102,237.47,6.2,0.0,0.0,17.0
1090,1090,1090,1090,1090,1.512,0.128,238.13,6.2,0.0,0.0,17.0
1091,1091,1091,1091,1091,1.52,0.132,239.1,6.4,0.0,0.0,18.0
1092,1092,1092,1092,1092,1.512,0.13,238.53,6.2,0.0,0.0,17.0
1093,1093,1093,1093,1093,1.498,0.124,237.52,6.2,0.0,0.0,18.0
1094,1094,1094,1094,1094,1.508,0.13,238.47,6.2,0.0,0.0,17.0
1095,1095,1095,1095,1095,1.5,0.126,237.96,6.2,0.0,0.0,17.0
1096,1096,1096,1096,1096,1.506,0.13,238.53,6.2,0.0,0.0,18.0
1097,1097,1097,1097,1097,1.504,0.13,238.44,6.2,0.0,0.0,17.0
1098,1098,1098,1098,1098,1.496,0.126,237.82,6.2,0.0,0.0,18.0
1099,1099,1099,1099,1099,1.502,0.128,238.37,6.2,0.0,0.0,17.0
1100,1100,1100,1100,1100,1.502,0.13,238.5,6.2,0.0,0.0,17.0
1101,1101,1101,1101,1101,1.504,0.13,238.6,6.2,0.0,0.0,18.0
1102,1102,1102,1102,1102,1.504,0.13,238.72,6.2,0.0,0.0,17.0
1103,1103,1103,1103,1103,1.51,0.134,239.24,6.2,0.0,0.0,18.0
1104,1104,1104,1104,1104,1.504,0.132,238.73,6.2,0.0,0.0,17.0
1105,1105,1105,1105,1105,1.472,0.092,238.29,6.2,0.0,0.0,18.0
1106,1106,1106,1106,1106,1.444,0.0,239.06,6.0,0.0,0.0,17.0
1107,1107,1107,1107,1107,1.5,0.106,239.67,6.2,0.0,0.0,18.0
1108,1108,1108,1108,1108,1.494,0.104,239.29,6.2,0.0,0.0,17.0
1109,1109,1109,1109,1109,1.466,0.094,236.82,6.2,0.0,0.0,17.0
1110,1110,1110,1110,1110,1.466,0.094,236.84,6.2,0.0,0.0,18.0
1111,1111,1111,1111,1111,1.472,0.096,237.5,6.2,0.0,0.0,17.0
1112,1112,1112,1112,1112,1.476,0.098,238.03,6.2,0.0,0.0,17.0
1113,1113,1113,1113,1113,1.472,0.096,237.69,6.2,0.0,0.0,18.0
1114,1114,1114,1114,1114,1.468,0.096,237.47,6.2,0.0,0.0,17.0
1115,1115,1115,1115,1115,1.458,0.092,236.75,6.0,0.0,0.0,17.0
1116,1116,1116,1116,1116,1.41,0.0,237.32,5.8,0.0,0.0,17.0
1117,1117,1117,1117,1117,1.396,0.0,237.28,5.8,0.0,0.0,17.0
1118,1118,1118,1118,1118,1.402,0.0,237.71,5.8,0.0,0.0,18.0
1119,1119,1119,1119,1119,1.4,0.0,237.51,5.8,0.0,0.0,17.0
1120,1120,1120,1120,1120,1.394,0.0,237.04,5.8,0.0,0.0,17.0
1121,1121,1121,1121,1121,1.4,0.0,237.56,5.8,0.0,0.0,18.0
1122,1122,1122,1122,1122,1.402,0.0,237.78,5.8,0.0,0.0,17.0
1123,1123,1123,1123,1123,1.41,0.0,238.43,5.8,0.0,0.0,17.0
1124,1124,1124,1124,1124,1.414,0.0,238.76,5.8,0.0,0.0,18.0
1125,1125,1125,1125,1125,1.422,0.0,239.51,5.8,0.0,0.0,17.0
1126,1126,1126,1126,1126,1.422,0.0,239.53,5.8,0.0,0.0,18.0
1127,1127,1127,1127,1127,1.424,0.0,239.67,5.8,0.0,0.0,17.0
1128,1128,1128,1128,1128,1.42,0.0,239.42,5.8,0.0,0.0,18.0
1129,1129,1129,1129,1129,1.414,0.0,238.83,5.8,0.0,0.0,17.0
1130,1130,1130,1130,1130,1.404,0.0,237.96,5.8,0.0,0.0,18.0
1131,1131,1131,1131,1131,1.518,0.124,237.39,6.4,0.0,0.0,17.0
1132,1132,1132,1132,1132,1.502,0.124,237.23,6.2,0.0,0.0,17.0
1133,1133,1133,1133,1133,1.5,0.124,237.26,6.2,0.0,0.0,18.0
1134,1134,1134,1134,1134,1.492,0.122,236.69,6.2,0.0,0.0,17.0
1135,1135,1135,1135,1135,1.502,0.126,237.84,6.2,0.0,0.0,17.0
1136,1136,1136,1136,1136,1.508,0.13,238.33,6.2,0.0,0.0,17.0
1137,1137,1137,1137,1137,1.508,0.13,238.53,6.2,0.0,0.0,18.0
1138,1138,1138,1138,1138,1.508,0.13,238.57,6.2,0.0,0.0,17.0
1139,1139,1139,1139,1139,1.512,0.132,239.02,6.2,0.0,0.0,18.0
1140,1140,1140,1140,1140,1.504,0.13,238.5,6.2,0.0,0.0,17.0
1141,1141,1141,1141,1141,1.512,0.134,239.3,6.2,0.0,0.0,18.0
1142,1142,1142,1142,1142,1.512,0.134,239.22,6.2,0.0,0.0,17.0
1143,1143,1143,1143,1143,1.514,0.134,239.51,6.2,0.0,0.0,18.0
1144,1144,1144,1144,1144,1.508,0.132,238.93,6.2,0.0,0.0,17.0
1145,1145,1145,1145,1145,1.5,0.128,238.28,6.2,0.0,0.0,18.0
1146,1146,1146,1146,1146,1.534,0.162,237.53,6.4,0.0,0.0,17.0
1147,1147,1147,1147,1147,1.518,0.16,237.39,6.4,0.0,0.0,17.0
1148,1148,1148,1148,1148,1.476,0.098,237.72,6.2,0.0,0.0,18.0
1149,1149,1149,1149,1149,1.472,0.096,237.3,6.2,0.0,0.0,17.0
1150,1150,1150,1150,1150,1.474,0.098,237.61,6.2,0.0,0.0,17.0
1151,1151,1151,1151,1151,1.476,0.098,237.85,6.2,0.0,0.0,17.0
1152,1152,1152,1152,1152,1.474,0.098,237.76,6.2,0.0,0.0,18.0
1153,1153,1153,1153,1153,1.462,0.094,236.8,6.2,0.0,0.0,17.0
1154,1154,1154,1154,1154,1.472,0.098,237.75,6.2,0.0,0.0,17.0
1155,1155,1155,1155,1155,1.452,0.07,237.87,6.0,0.0,0.0,18.0
1156,1156,1156,1156,1156,0.606,0.0,238.11,3.0,0.0,0.0,5.0
1157,1157,1157,1157,1157,0.36,0.0,238.17,1.4,0.0,0.0,0.0
1158,1158,1158,1158,1158,0.358,0.0,237.43,1.4,0.0,0.0,0.0
1159,1159,1159,1159,1159,0.36,0.0,237.64,1.4,0.0,0.0,0.0
1160,1160,1160,1160,1160,0.358,0.0,236.81,1.4,0.0,0.0,0.0
1161,1161,1161,1161,1161,0.358,0.0,236.94,1.4,0.0,0.0,0.0
1162,1162,1162,1162,1162,0.358,0.0,237.33,1.4,0.0,0.0,0.0
1163,1163,1163,1163,1163,0.356,0.0,236.56,1.4,0.0,0.0,0.0
1164,1164,1164,1164,1164,0.356,0.0,236.77,1.4,0.0,0.0,0.0
1165,1165,1165,1165,1165,0.358,0.0,237.45,1.4,0.0,0.0,0.0
1166,1166,1166,1166,1166,0.358,0.0,237.16,1.4,0.0,0.0,0.0
1167,1167,1167,1167,1167,0.358,0.0,236.91,1.4,0.0,0.0,0.0
1168,1168,1168,1168,1168,0.358,0.0,237.04,1.4,0.0,0.0,0.0
1169,1169,1169,1169,1169,0.36,0.0,237.81,1.4,0.0,0.0,0.0
1170,1170,1170,1170,1170,0.36,0.0,237.6,1.4,0.0,0.0,0.0
1171,1171,1171,1171,1171,0.362,0.0,238.67,1.4,0.0,0.0,0.0
1172,1172,1172,1172,1172,0.364,0.0,239.14,1.4,0.0,0.0,0.0
1173,1173,1173,1173,1173,0.47,0.124,239.06,2.0,0.0,0.0,0.0
1174,1174,1174,1174,1174,0.472,0.142,239.1,2.0,0.0,0.0,0.0
1175,1175,1175,1175,1175,0.466,0.14,238.82,2.0,0.0,0.0,0.0
1176,1176,1176,1176,1176,0.464,0.138,238.3,2.0,0.0,0.0,0.0
1177,1177,1177,1177,1177,0.462,0.138,238.24,2.0,0.0,0.0,0.0
1178,1178,1178,1178,1178,0.552,0.254,238.81,2.6,0.0,0.0,0.0
1179,1179,1179,1179,1179,0.544,0.26,238.63,2.4,0.0,2.0,0.0
1180,1180,1180,1180,1180,0.54,0.264,239.12,2.4,0.0,1.0,0.0
1181,1181,1181,1181,1181,0.538,0.258,238.29,2.4,0.0,1.0,0.0
1182,1182,1182,1182,1182,0.538,0.258,238.19,2.4,0.0,2.0,0.0
1183,1183,1183,1183,1183,0.536,0.256,238.01,2.4,0.0,1.0,0.0
1184,1184,1184,1184,1184,0.536,0.254,237.79,2.4,0.0,2.0,0.0
1185,1185,1185,1185,1185,0.532,0.25,237.17,2.4,0.0,1.0,0.0
1186,1186,1186,1186,1186,0.582,0.296,237.8,2.8,0.0,1.0,0.0
1187,1187,1187,1187,1187,0.608,0.354,237.46,2.8,0.0,2.0,0.0
1188,1188,1188,1188,1188,0.604,0.346,236.49,2.8,0.0,1.0,0.0
1189,1189,1189,1189,1189,0.534,0.252,235.9,2.4,0.0,1.0,0.0
1190,1190,1190,1190,1190,0.51,0.22,236.44,2.2,0.0,2.0,0.0
1191,1191,1191,1191,1191,0.508,0.218,236.1,2.2,0.0,1.0,0.0
1192,1192,1192,1192,1192,0.508,0.22,236.53,2.2,0.0,1.0,0.0
1193,1193,1193,1193,1193,0.508,0.228,238.0,2.2,0.0,2.0,0.0
1194,1194,1194,1194,1194,0.508,0.228,238.25,2.2,0.0,1.0,0.0
1195,1195,1195,1195,1195,0.472,0.178,237.32,2.0,0.0,1.0,0.0
1196,1196,1196,1196,1196,0.432,0.122,237.17,1.8,0.0,1.0,0.0
1197,1197,1197,1197,1197,0.432,0.12,236.95,1.8,0.0,2.0,0.0
1198,1198,1198,1198,1198,0.436,0.124,237.47,1.8,0.0,1.0,0.0
1199,1199,1199,1199,1199,0.438,0.124,237.21,1.8,0.0,1.0,0.0
1200,1200,1200,1200,1200,0.44,0.126,237.91,1.8,0.0,1.0,0.0
1201,1201,1201,1201,1201,0.436,0.122,236.91,1.8,0.0,2.0,0.0
1202,1202,1202,1202,1202,0.436,0.124,237.24,1.8,0.0,1.0,0.0
1203,1203,1203,1203,1203,0.434,0.12,236.39,1.8,0.0,1.0,0.0
1204,1204,1204,1204,1204,0.43,0.12,236.62,1.8,0.0,1.0,0.0
1205,1205,1205,1205,1205,0.43,0.124,237.58,1.8,0.0,1.0,0.0
1206,1206,1206,1206,1206,0.358,0.0,237.3,1.4,0.0,0.0,0.0
1207,1207,1207,1207,1207,0.358,0.0,237.17,1.4,0.0,0.0,0.0
1208,1208,1208,1208,1208,0.356,0.0,236.57,1.4,0.0,0.0,0.0
1209,1209,1209,1209,1209,0.354,0.0,235.95,1.4,0.0,0.0,0.0
1210,1210,1210,1210,1210,0.352,0.0,234.89,1.4,0.0,0.0,0.0
1211,1211,1211,1211,1211,0.35,0.0,234.07,1.4,0.0,0.0,0.0
1212,1212,1212,1212,1212,0.354,0.0,235.48,1.4,0.0,0.0,0.0
1213,1213,1213,1213,1213,0.354,0.0,234.9,1.4,0.0,0.0,0.0
1214,1214,1214,1214,1214,0.362,0.0,236.11,1.4,0.0,0.0,0.0
1215,1215,1215,1215,1215,0.468,0.112,236.34,2.0,0.0,0.0,0.0
1216,1216,1216,1216,1216,0.474,0.134,237.65,2.0,0.0,0.0,0.0
1217,1217,1217,1217,1217,0.466,0.13,236.97,2.0,0.0,0.0,0.0
1218,1218,1218,1218,1218,0.464,0.13,236.82,2.0,0.0,0.0,0.0
1219,1219,1219,1219,1219,0.462,0.13,236.76,2.0,0.0,0.0,0.0
1220,1220,1220,1220,1220,0.46,0.128,236.29,2.0,0.0,0.0,0.0
1221,1221,1221,1221,1221,0.458,0.128,236.48,2.0,0.0,0.0,0.0
1222,1222,1222,1222,1222,0.448,0.126,235.77,2.0,0.0,0.0,0.0
1223,1223,1223,1223,1223,0.452,0.132,237.08,2.0,0.0,0.0,0.0
1224,1224,1224,1224,1224,0.456,0.14,238.98,2.0,0.0,0.0,0.0
1225,1225,1225,1225,1225,0.458,0.142,239.42,2.0,0.0,0.0,0.0
1226,1226,1226,1226,1226,0.506,0.186,239.34,2.2,0.0,0.0,0.0
1227,1227,1227,1227,1227,0.53,0.238,238.35,2.4,0.0,0.0,0.0
1228,1228,1228,1228,1228,0.532,0.238,238.21,2.4,0.0,0.0,0.0
1229,1229,1229,1229,1229,0.536,0.24,238.51,2.4,0.0,0.0,0.0
1230,1230,1230,1230,1230,0.536,0.244,239.01,2.4,0.0,0.0,0.0
1231,1231,1231,1231,1231,0.46,0.136,239.73,2.0,0.0,0.0,0.0
1232,1232,1232,1232,1232,0.446,0.12,240.61,1.8,0.0,0.0,0.0
1233,1233,1233,1233,1233,0.44,0.114,239.6,1.8,0.0,0.0,0.0
1234,1234,1234,1234,1234,0.438,0.114,239.24,1.8,0.0,0.0,0.0
1235,1235,1235,1235,1235,0.404,0.064,239.35,1.6,0.0,0.0,0.0
1236,1236,1236,1236,1236,0.368,0.0,239.07,1.6,0.0,0.0,0.0
1237,1237,1237,1237,1237,0.368,0.0,239.09,1.6,0.0,0.0,0.0
1238,1238,1238,1238,1238,0.362,0.0,239.32,1.4,0.0,0.0,0.0
1239,1239,1239,1239,1239,0.362,0.0,239.68,1.4,0.0,0.0,0.0
1240,1240,1240,1240,1240,0.36,0.0,238.48,1.4,0.0,0.0,0.0
1241,1241,1241,1241,1241,0.358,0.0,237.48,1.4,0.0,0.0,0.0
1242,1242,1242,1242,1242,0.358,0.0,237.85,1.4,0.0,0.0,0.0
1243,1243,1243,1243,1243,0.364,0.0,238.6,1.4,0.0,0.0,0.0
1244,1244,1244,1244,1244,0.368,0.0,238.66,1.6,0.0,0.0,0.0
1245,1245,1245,1245,1245,0.366,0.0,238.29,1.6,0.0,0.0,0.0
1246,1246,1246,1246,1246,0.364,0.0,237.91,1.4,0.0,0.0,0.0
1247,1247,1247,1247,1247,0.366,0.0,238.15,1.6,0.0,0.0,0.0
1248,1248,1248,1248,1248,0.362,0.0,237.12,1.4,0.0,0.0,0.0
1249,1249,1249,1249,1249,0.364,0.0,237.58,1.4,0.0,0.0,0.0
1250,1250,1250,1250,1250,0.368,0.0,238.91,1.6,0.0,0.0,0.0
1251,1251,1251,1251,1251,0.366,0.0,238.73,1.6,0.0,0.0,0.0
1252,1252,1252,1252,1252,0.362,0.0,239.02,1.4,0.0,0.0,0.0
1253,1253,1253,1253,1253,0.36,0.0,238.61,1.4,0.0,0.0,0.0
1254,1254,1254,1254,1254,0.362,0.0,239.33,1.4,0.0,0.0,0.0
1255,1255,1255,1255,1255,0.36,0.0,239.01,1.4,0.0,0.0,0.0
1256,1256,1256,1256,1256,0.358,0.0,238.27,1.4,0.0,0.0,0.0
1257,1257,1257,1257,1257,0.474,0.13,238.23,2.0,0.0,0.0,0.0
1258,1258,1258,1258,1258,0.468,0.134,237.81,2.0,0.0,0.0,0.0
1259,1259,1259,1259,1259,0.472,0.142,238.81,2.0,0.0,0.0,0.0
1260,1260,1260,1260,1260,0.47,0.142,238.81,2.0,0.0,0.0,0.0
1261,1261,1261,1261,1261,0.468,0.144,239.31,2.0,0.0,0.0,0.0
1262,1262,1262,1262,1262,0.468,0.146,239.61,2.0,0.0,0.0,0.0
1263,1263,1263,1263,1263,0.466,0.146,239.69,2.0,0.0,0.0,0.0
1264,1264,1264,1264,1264,0.462,0.146,239.93,2.0,0.0,0.0,0.0
1265,1265,1265,1265,1265,0.458,0.146,239.95,2.0,0.0,0.0,0.0
1266,1266,1266,1266,1266,0.456,0.142,239.02,2.0,0.0,0.0,0.0
1267,1267,1267,1267,1267,0.522,0.21,238.33,2.4,0.0,0.0,0.0
1268,1268,1268,1268,1268,0.534,0.248,239.77,2.4,0.0,0.0,0.0
1269,1269,1269,1269,1269,0.534,0.248,239.84,2.4,0.0,0.0,0.0
1270,1270,1270,1270,1270,0.532,0.25,240.0,2.4,0.0,0.0,0.0
1271,1271,1271,1271,1271,0.534,0.254,240.49,2.4,0.0,0.0,0.0
1272,1272,1272,1272,1272,0.53,0.25,240.03,2.4,0.0,0.0,0.0
1273,1273,1273,1273,1273,0.466,0.156,239.68,2.0,0.0,0.0,0.0
1274,1274,1274,1274,1274,0.44,0.114,239.24,1.8,0.0,0.0,0.0
1275,1275,1275,1275,1275,0.434,0.11,238.47,1.8,0.0,0.0,0.0
1276,1276,1276,1276,1276,0.382,0.0,239.14,1.6,0.0,0.0,0.0
1277,1277,1277,1277,1277,0.362,0.0,239.51,1.4,0.0,0.0,0.0
1278,1278,1278,1278,1278,0.358,0.0,238.32,1.4,0.0,0.0,0.0
1279,1279,1279,1279,1279,0.364,0.0,240.4,1.4,0.0,0.0,0.0
1280,1280,1280,1280,1280,0.364,0.0,240.36,1.4,0.0,0.0,0.0
1281,1281,1281,1281,1281,0.366,0.0,240.48,1.4,0.0,0.0,0.0
1282,1282,1282,1282,1282,0.362,0.0,239.54,1.4,0.0,0.0,0.0
1283,1283,1283,1283,1283,0.36,0.0,238.63,1.4,0.0,0.0,0.0
1284,1284,1284,1284,1284,0.362,0.0,239.19,1.4,0.0,0.0,0.0
1285,1285,1285,1285,1285,0.362,0.0,239.08,1.4,0.0,0.0,0.0
1286,1286,1286,1286,1286,0.36,0.0,238.64,1.4,0.0,0.0,0.0
1287,1287,1287,1287,1287,0.36,0.0,238.7,1.4,0.0,0.0,0.0
1288,1288,1288,1288,1288,0.36,0.0,238.84,1.4,0.0,0.0,0.0
1289,1289,1289,1289,1289,0.36,0.0,238.62,1.4,0.0,0.0,0.0
1290,1290,1290,1290,1290,0.362,0.0,239.33,1.4,0.0,0.0,0.0
1291,1291,1291,1291,1291,0.364,0.0,239.61,1.4,0.0,0.0,0.0
1292,1292,1292,1292,1292,0.364,0.0,240.14,1.4,0.0,0.0,0.0
1293,1293,1293,1293,1293,0.368,0.0,240.89,1.4,0.0,0.0,0.0
1294,1294,1294,1294,1294,0.366,0.0,240.34,1.4,0.0,0.0,0.0
1295,1295,1295,1295,1295,0.366,0.0,240.34,1.4,0.0,0.0,0.0
1296,1296,1296,1296,1296,0.364,0.0,239.95,1.4,0.0,0.0,0.0
1297,1297,1297,1297,1297,0.362,0.0,239.29,1.4,0.0,0.0,0.0
1298,1298,1298,1298,1298,0.38,0.0,239.28,1.6,0.0,0.0,0.0
1299,1299,1299,1299,1299,0.47,0.138,238.46,2.0,0.0,0.0,0.0
1300,1300,1300,1300,1300,0.466,0.136,237.82,2.0,0.0,0.0,0.0
1301,1301,1301,1301,1301,0.464,0.138,238.26,2.0,0.0,0.0,0.0
1302,1302,1302,1302,1302,0.462,0.136,238.1,2.0,0.0,0.0,0.0
1303,1303,1303,1303,1303,0.46,0.138,238.22,2.0,0.0,0.0,0.0
1304,1304,1304,1304,1304,0.46,0.138,238.42,2.0,0.0,0.0,0.0
1305,1305,1305,1305,1305,0.458,0.138,238.35,2.0,0.0,0.0,0.0
1306,1306,1306,1306,1306,0.458,0.14,238.91,2.0,0.0,0.0,0.0
1307,1307,1307,1307,1307,0.534,0.222,239.14,2.4,0.0,0.0,0.0
1308,1308,1308,1308,1308,0.534,0.244,239.28,2.4,0.0,0.0,0.0
1309,1309,1309,1309,1309,0.534,0.246,239.63,2.4,0.0,0.0,0.0
1310,1310,1310,1310,1310,0.53,0.244,239.03,2.4,0.0,0.0,0.0
1311,1311,1311,1311,1311,0.53,0.242,238.87,2.4,0.0,0.0,0.0
1312,1312,1312,1312,1312,0.528,0.242,238.89,2.4,0.0,0.0,0.0
1313,1313,1313,1313,1313,0.528,0.244,239.18,2.4,0.0,0.0,0.0
1314,1314,1314,1314,1314,0.528,0.248,239.71,2.4,0.0,0.0,0.0
1315,1315,1315,1315,1315,0.458,0.15,240.71,2.0,0.0,0.0,0.0
1316,1316,1316,1316,1316,0.382,0.0,241.35,1.6,0.0,0.0,0.0
1317,1317,1317,1317,1317,0.368,0.0,241.4,1.6,0.0,0.0,0.0
1318,1318,1318,1318,1318,0.368,0.0,240.97,1.4,0.0,0.0,0.0
1319,1319,1319,1319,1319,0.364,0.0,239.9,1.4,0.0,0.0,0.0
1320,1320,1320,1320,1320,0.362,0.0,239.11,1.4,0.0,0.0,0.0
1321,1321,1321,1321,1321,0.362,0.0,238.53,1.4,0.0,0.0,0.0
1322,1322,1322,1322,1322,0.362,0.0,238.47,1.4,0.0,0.0,0.0
1323,1323,1323,1323,1323,0.36,0.0,238.33,1.4,0.0,0.0,0.0
1324,1324,1324,1324,1324,0.44,0.106,238.54,2.0,0.0,0.0,0.0
1325,1325,1325,1325,1325,0.446,0.132,238.93,1.8,0.0,2.0,0.0
1326,1326,1326,1326,1326,0.444,0.132,239.1,1.8,0.0,1.0,0.0
1327,1327,1327,1327,1327,0.444,0.132,239.08,1.8,0.0,1.0,0.0
1328,1328,1328,1328,1328,0.446,0.132,239.13,1.8,0.0,2.0,0.0
1329,1329,1329,1329,1329,0.444,0.128,238.46,1.8,0.0,1.0,0.0
1330,1330,1330,1330,1330,0.442,0.126,237.88,1.8,0.0,2.0,0.0
1331,1331,1331,1331,1331,0.44,0.124,237.56,1.8,0.0,1.0,0.0
1332,1332,1332,1332,1332,0.44,0.122,237.25,1.8,0.0,1.0,0.0
1333,1333,1333,1333,1333,0.44,0.122,237.19,1.8,0.0,2.0,0.0
1334,1334,1334,1334,1334,0.442,0.126,237.82,1.8,0.0,1.0,0.0
1335,1335,1335,1335,1335,0.442,0.126,238.14,1.8,0.0,1.0,0.0
1336,1336,1336,1336,1336,0.438,0.124,237.54,1.8,0.0,2.0,0.0
1337,1337,1337,1337,1337,0.442,0.128,238.66,1.8,0.0,1.0,0.0
1338,1338,1338,1338,1338,0.438,0.124,237.75,1.8,0.0,1.0,0.0
1339,1339,1339,1339,1339,0.438,0.124,237.78,1.8,0.0,2.0,0.0
1340,1340,1340,1340,1340,0.466,0.146,238.43,2.0,0.0,1.0,0.0
1341,1341,1341,1341,1341,0.548,0.26,238.93,2.4,0.0,1.0,0.0
1342,1342,1342,1342,1342,0.546,0.268,239.97,2.4,0.0,2.0,0.0
1343,1343,1343,1343,1343,0.55,0.28,241.81,2.4,0.0,1.0,0.0
1344,1344,1344,1344,1344,0.546,0.276,241.3,2.4,0.0,1.0,0.0
1345,1345,1345,1345,1345,0.544,0.278,241.65,2.4,0.0,1.0,0.0
1346,1346,1346,1346,1346,0.542,0.278,241.62,2.4,0.0,2.0,0.0
1347,1347,1347,1347,1347,0.61,0.352,241.61,3.0,0.0,1.0,0.0
1348,1348,1348,1348,1348,0.614,0.382,241.69,3.0,0.0,1.0,0.0
1349,1349,1349,1349,1349,0.612,0.38,241.41,3.0,0.0,1.0,0.0
1350,1350,1350,1350,1350,0.614,0.39,242.6,3.0,0.0,1.0,0.0
1351,1351,1351,1351,1351,0.61,0.384,241.97,3.0,0.0,2.0,0.0
1352,1352,1352,1352,1352,0.538,0.26,241.83,2.4,0.0,0.0,0.0
1353,1353,1353,1353,1353,0.538,0.262,242.07,2.4,0.0,0.0,0.0
1354,1354,1354,1354,1354,0.536,0.262,242.08,2.4,0.0,0.0,0.0
1355,1355,1355,1355,1355,0.54,0.264,242.25,2.4,0.0,0.0,0.0
1356,1356,1356,1356,1356,0.476,0.164,242.28,2.0,0.0,0.0,0.0
1357,1357,1357,1357,1357,0.378,0.0,242.06,1.6,0.0,0.0,0.0
1358,1358,1358,1358,1358,0.374,0.0,241.95,1.6,0.0,0.0,0.0
1359,1359,1359,1359,1359,0.372,0.0,242.32,1.6,0.0,0.0,0.0
