,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,DEWP,TEMP,PRES,Iws,Is,Ir,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,pm2.5
1343,1343,1343,1343,1343,-6.0,2.0,1020.0,63.48,0.0,0.0,0.0,0.0,1.0,0.0,55.0
1344,1344,1344,1344,1344,-7.0,1.0,1020.0,66.61,0.0,0.0,0.0,0.0,1.0,0.0,52.0
1345,1345,1345,1345,1345,-7.0,0.0,1020.0,69.74,0.0,0.0,0.0,0.0,1.0,0.0,46.0
1346,1346,1346,1346,1346,-6.0,0.0,1021.0,71.53,0.0,0.0,0.0,0.0,1.0,0.0,46.0
1347,1347,1347,1347,1347,-6.0,0.0,1021.0,73.32,0.0,0.0,0.0,0.0,1.0,0.0,45.0
1348,1348,1348,1348,1348,-5.0,0.0,1020.0,75.11,0.0,0.0,0.0,0.0,1.0,0.0,51.0
1349,1349,1349,1349,1349,-5.0,0.0,1021.0,76.9,0.0,0.0,0.0,0.0,1.0,0.0,53.0
1350,1350,1350,1350,1350,-5.0,0.0,1021.0,78.69,0.0,0.0,0.0,0.0,1.0,0.0,50.0
1351,1351,1351,1351,1351,-5.0,0.0,1021.0,79.58,0.0,0.0,0.0,0.0,1.0,0.0,46.0
1352,1352,1352,1352,1352,-6.0,0.0,1022.0,81.37,0.0,0.0,0.0,0.0,1.0,0.0,58.0
1353,1353,1353,1353,1353,-6.0,1.0,1022.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,75.0
1354,1354,1354,1354,1354,-6.0,2.0,1022.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,72.0
1355,1355,1355,1355,1355,-6.0,3.0,1022.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,82.0
1356,1356,1356,1356,1356,-6.0,4.0,1021.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,81.0
1357,1357,1357,1357,1357,-6.0,5.0,1021.0,3.57,0.0,0.0,0.0,0.0,0.0,1.0,91.0
1358,1358,1358,1358,1358,-6.0,5.0,1020.0,4.02,0.0,0.0,0.0,0.0,1.0,0.0,93.0
1359,1359,1359,1359,1359,-6.0,5.0,1020.0,8.04,0.0,0.0,0.0,0.0,1.0,0.0,90.0
1360,1360,1360,1360,1360,-7.0,4.0,1020.0,12.06,0.0,0.0,0.0,0.0,1.0,0.0,79.0
1361,1361,1361,1361,1361,-7.0,3.0,1020.0,15.19,0.0,0.0,0.0,0.0,1.0,0.0,79.0
1362,1362,1362,1362,1362,-7.0,3.0,1020.0,16.08,0.0,0.0,0.0,0.0,1.0,0.0,70.0
1363,1363,1363,1363,1363,-7.0,3.0,1021.0,16.97,0.0,0.0,0.0,0.0,1.0,0.0,70.0
1364,1364,1364,1364,1364,-8.0,2.0,1021.0,17.86,0.0,0.0,0.0,0.0,1.0,0.0,84.0
1365,1365,1365,1365,1365,-10.0,2.0,1021.0,21.88,0.0,0.0,0.0,0.0,1.0,0.0,103.0
1366,1366,1366,1366,1366,-11.0,1.0,1022.0,25.9,0.0,0.0,0.0,0.0,1.0,0.0,95.0
1367,1367,1367,1367,1367,-12.0,0.0,1021.0,29.92,0.0,0.0,0.0,0.0,1.0,0.0,66.0
1368,1368,1368,1368,1368,-11.0,-1.0,1021.0,33.05,0.0,0.0,0.0,0.0,1.0,0.0,38.0
1369,1369,1369,1369,1369,-13.0,-1.0,1021.0,37.07,0.0,0.0,0.0,0.0,1.0,0.0,35.0
1370,1370,1370,1370,1370,-13.0,-1.0,1021.0,40.2,0.0,0.0,0.0,0.0,1.0,0.0,30.0
1371,1371,1371,1371,1371,-13.0,-1.0,1021.0,44.22,0.0,0.0,0.0,0.0,1.0,0.0,29.0
1372,1372,1372,1372,1372,-12.0,-1.0,1020.0,47.35,0.0,0.0,0.0,0.0,1.0,0.0,31.0
1373,1373,1373,1373,1373,-6.0,-3.0,1021.0,51.37,1.0,0.0,0.0,0.0,1.0,0.0,29.0
1374,1374,1374,1374,1374,-5.0,-4.0,1021.0,53.16,2.0,0.0,0.0,0.0,1.0,0.0,31.0
1375,1375,1375,1375,1375,-5.0,-4.0,1021.0,54.95,3.0,0.0,0.0,0.0,1.0,0.0,34.0
1376,1376,1376,1376,1376,-5.0,-4.0,1021.0,0.89,4.0,0.0,0.0,0.0,0.0,1.0,52.0
1377,1377,1377,1377,1377,-5.0,-3.0,1021.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,65.0
1378,1378,1378,1378,1378,-4.0,-2.0,1021.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,89.0
1379,1379,1379,1379,1379,-4.0,-2.0,1021.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,138.0
1380,1380,1380,1380,1380,-4.0,-1.0,1020.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,77.0
1381,1381,1381,1381,1381,-4.0,-1.0,1019.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,88.0
1382,1382,1382,1382,1382,-4.0,0.0,1018.0,3.58,0.0,0.0,0.0,0.0,1.0,0.0,95.0
1383,1383,1383,1383,1383,-5.0,0.0,1017.0,6.71,0.0,0.0,0.0,0.0,1.0,0.0,105.0
1384,1384,1384,1384,1384,-5.0,0.0,1017.0,9.84,0.0,0.0,0.0,0.0,1.0,0.0,101.0
1385,1385,1385,1385,1385,-5.0,0.0,1017.0,12.97,0.0,0.0,0.0,0.0,1.0,0.0,102.0
1386,1386,1386,1386,1386,-5.0,0.0,1017.0,14.76,0.0,0.0,0.0,0.0,1.0,0.0,103.0
1387,1387,1387,1387,1387,-5.0,0.0,1017.0,16.55,0.0,0.0,0.0,0.0,1.0,0.0,105.0
1388,1388,1388,1388,1388,-5.0,0.0,1018.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,98.0
1389,1389,1389,1389,1389,-5.0,0.0,1018.0,1.79,1.0,0.0,0.0,0.0,1.0,0.0,124.0
1390,1390,1390,1390,1390,-5.0,0.0,1019.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,112.0
1391,1391,1391,1391,1391,-5.0,-1.0,1020.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,123.0
1392,1392,1392,1392,1392,-4.0,-1.0,1020.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,126.0
1393,1393,1393,1393,1393,-4.0,-1.0,1019.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,114.0
1394,1394,1394,1394,1394,-4.0,-1.0,1019.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,115.0
1395,1395,1395,1395,1395,-4.0,-2.0,1019.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,128.0
1396,1396,1396,1396,1396,-6.0,-3.0,1019.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,138.0
1397,1397,1397,1397,1397,-5.0,-2.0,1020.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,145.0
1398,1398,1398,1398,1398,-4.0,-2.0,1020.0,5.81,0.0,0.0,0.0,1.0,0.0,0.0,139.0
1399,1399,1399,1399,1399,-5.0,-1.0,1020.0,9.83,0.0,0.0,0.0,1.0,0.0,0.0,119.0
1400,1400,1400,1400,1400,-4.0,-1.0,1021.0,13.85,0.0,0.0,0.0,1.0,0.0,0.0,114.0
1401,1401,1401,1401,1401,-7.0,2.0,1023.0,5.81,0.0,0.0,1.0,0.0,0.0,0.0,78.0
1402,1402,1402,1402,1402,-11.0,3.0,1023.0,12.96,0.0,0.0,1.0,0.0,0.0,0.0,80.0
1403,1403,1403,1403,1403,-15.0,3.0,1023.0,21.01,0.0,0.0,1.0,0.0,0.0,0.0,37.0
1404,1404,1404,1404,1404,-16.0,4.0,1024.0,26.82,0.0,0.0,1.0,0.0,0.0,0.0,20.0
1405,1405,1405,1405,1405,-18.0,4.0,1023.0,33.97,0.0,0.0,1.0,0.0,0.0,0.0,20.0
1406,1406,1406,1406,1406,-18.0,4.0,1023.0,42.02,0.0,0.0,1.0,0.0,0.0,0.0,14.0
1407,1407,1407,1407,1407,-14.0,3.0,1022.0,7.15,0.0,0.0,0.0,1.0,0.0,0.0,13.0
1408,1408,1408,1408,1408,-8.0,1.0,1023.0,16.09,0.0,0.0,0.0,1.0,0.0,0.0,16.0
1409,1409,1409,1409,1409,-6.0,0.0,1023.0,21.9,0.0,0.0,0.0,1.0,0.0,0.0,15.0
1410,1410,1410,1410,1410,-3.0,-2.0,1024.0,26.82,1.0,0.0,0.0,1.0,0.0,0.0,21.0
1411,1411,1411,1411,1411,-3.0,-2.0,1025.0,29.95,2.0,0.0,0.0,1.0,0.0,0.0,72.0
1412,1412,1412,1412,1412,-3.0,-2.0,1026.0,33.08,3.0,0.0,0.0,1.0,0.0,0.0,85.0
1413,1413,1413,1413,1413,-3.0,-2.0,1026.0,34.87,4.0,0.0,0.0,1.0,0.0,0.0,108.0
1414,1414,1414,1414,1414,-3.0,-2.0,1026.0,0.89,5.0,0.0,0.0,0.0,0.0,1.0,128.0
1415,1415,1415,1415,1415,-3.0,-3.0,1027.0,3.13,6.0,0.0,0.0,0.0,1.0,0.0,161.0
1416,1416,1416,1416,1416,-4.0,-3.0,1026.0,7.15,7.0,0.0,0.0,0.0,1.0,0.0,69.0
1417,1417,1417,1417,1417,-5.0,-4.0,1026.0,12.07,8.0,0.0,0.0,0.0,1.0,0.0,59.0
1418,1418,1418,1418,1418,-5.0,-4.0,1025.0,15.2,9.0,0.0,0.0,0.0,1.0,0.0,42.0
1419,1419,1419,1419,1419,-5.0,-4.0,1025.0,18.33,0.0,0.0,0.0,0.0,1.0,0.0,35.0
1420,1420,1420,1420,1420,-5.0,-5.0,1025.0,20.12,0.0,0.0,0.0,0.0,1.0,0.0,35.0
1421,1421,1421,1421,1421,-5.0,-4.0,1025.0,23.25,1.0,0.0,0.0,0.0,1.0,0.0,29.0
1422,1422,1422,1422,1422,-5.0,-4.0,1026.0,25.04,2.0,0.0,0.0,0.0,1.0,0.0,25.0
1423,1423,1423,1423,1423,-5.0,-4.0,1025.0,28.17,0.0,0.0,0.0,0.0,1.0,0.0,23.0
1424,1424,1424,1424,1424,-5.0,-4.0,1026.0,29.96,0.0,0.0,0.0,0.0,1.0,0.0,17.0
1425,1425,1425,1425,1425,-5.0,-3.0,1026.0,33.09,1.0,0.0,0.0,0.0,1.0,0.0,25.0
1426,1426,1426,1426,1426,-5.0,-2.0,1025.0,36.22,0.0,0.0,0.0,0.0,1.0,0.0,39.0
1427,1427,1427,1427,1427,-5.0,-1.0,1024.0,38.01,0.0,0.0,0.0,0.0,1.0,0.0,44.0
1428,1428,1428,1428,1428,-6.0,-2.0,1023.0,39.8,0.0,0.0,0.0,0.0,1.0,0.0,51.0
1429,1429,1429,1429,1429,-6.0,-1.0,1022.0,42.93,0.0,0.0,0.0,0.0,1.0,0.0,61.0
1430,1430,1430,1430,1430,-5.0,-1.0,1021.0,46.06,0.0,0.0,0.0,0.0,1.0,0.0,70.0
1431,1431,1431,1431,1431,-5.0,-1.0,1021.0,50.08,0.0,0.0,0.0,0.0,1.0,0.0,70.0
1432,1432,1432,1432,1432,-5.0,-1.0,1020.0,53.21,0.0,0.0,0.0,0.0,1.0,0.0,65.0
1433,1433,1433,1433,1433,-5.0,-1.0,1020.0,58.13,0.0,0.0,0.0,0.0,1.0,0.0,75.0
1434,1434,1434,1434,1434,-5.0,-2.0,1020.0,63.05,1.0,0.0,0.0,0.0,1.0,0.0,86.0
1435,1435,1435,1435,1435,-5.0,-2.0,1020.0,67.07,0.0,0.0,0.0,0.0,1.0,0.0,91.0
1436,1436,1436,1436,1436,-5.0,-2.0,1020.0,70.2,0.0,0.0,0.0,0.0,1.0,0.0,95.0
1437,1437,1437,1437,1437,-5.0,-2.0,1019.0,73.33,0.0,0.0,0.0,0.0,1.0,0.0,89.0
1438,1438,1438,1438,1438,-5.0,-2.0,1019.0,77.35,0.0,0.0,0.0,0.0,1.0,0.0,96.0
1439,1439,1439,1439,1439,-5.0,-2.0,1019.0,80.48,0.0,0.0,0.0,0.0,1.0,0.0,99.0
1440,1440,1440,1440,1440,-5.0,-2.0,1019.0,82.27,0.0,0.0,0.0,0.0,1.0,0.0,101.0
1441,1441,1441,1441,1441,-5.0,-2.0,1019.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,101.0
1442,1442,1442,1442,1442,-5.0,-2.0,1019.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,108.0
1443,1443,1443,1443,1443,-5.0,-3.0,1018.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,108.0
1444,1444,1444,1444,1444,-6.0,-5.0,1018.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,115.0
1445,1445,1445,1445,1445,-7.0,-6.0,1018.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,111.0
1446,1446,1446,1446,1446,-7.0,-6.0,1019.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,120.0
1447,1447,1447,1447,1447,-8.0,-6.0,1020.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,125.0
1448,1448,1448,1448,1448,-6.0,-5.0,1021.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,138.0
1449,1449,1449,1449,1449,-4.0,0.0,1022.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,164.0
1450,1450,1450,1450,1450,-7.0,2.0,1023.0,12.07,0.0,0.0,0.0,1.0,0.0,0.0,169.0
1451,1451,1451,1451,1451,-9.0,4.0,1022.0,20.12,0.0,0.0,0.0,1.0,0.0,0.0,82.0
1452,1452,1452,1452,1452,-9.0,6.0,1022.0,28.17,0.0,0.0,0.0,1.0,0.0,0.0,63.0
1453,1453,1453,1453,1453,-11.0,6.0,1022.0,36.22,0.0,0.0,0.0,1.0,0.0,0.0,37.0
1454,1454,1454,1454,1454,-12.0,7.0,1021.0,44.27,0.0,0.0,0.0,1.0,0.0,0.0,37.0
1455,1455,1455,1455,1455,-12.0,8.0,1021.0,52.32,0.0,0.0,0.0,1.0,0.0,0.0,36.0
1456,1456,1456,1456,1456,-13.0,8.0,1021.0,60.37,0.0,0.0,0.0,1.0,0.0,0.0,30.0
1457,1457,1457,1457,1457,-12.0,8.0,1021.0,65.29,0.0,0.0,0.0,1.0,0.0,0.0,27.0
1458,1458,1458,1458,1458,-13.0,7.0,1022.0,69.31,0.0,0.0,0.0,1.0,0.0,0.0,28.0
1459,1459,1459,1459,1459,-12.0,7.0,1023.0,72.44,0.0,0.0,0.0,1.0,0.0,0.0,34.0
1460,1460,1460,1460,1460,-12.0,5.0,1024.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,44.0
1461,1461,1461,1461,1461,-11.0,5.0,1024.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,116.0
1462,1462,1462,1462,1462,-6.0,3.0,1024.0,3.13,0.0,0.0,0.0,0.0,1.0,0.0,139.0
1463,1463,1463,1463,1463,-6.0,0.0,1025.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,129.0
1464,1464,1464,1464,1464,-6.0,3.0,1024.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,109.0
1465,1465,1465,1465,1465,-5.0,0.0,1025.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,97.0
1466,1466,1466,1466,1466,-5.0,-2.0,1025.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,92.0
1467,1467,1467,1467,1467,-7.0,-1.0,1025.0,4.02,0.0,0.0,0.0,0.0,1.0,0.0,158.0
1468,1468,1468,1468,1468,-8.0,-1.0,1024.0,8.94,0.0,0.0,0.0,0.0,1.0,0.0,178.0
1469,1469,1469,1469,1469,-8.0,-1.0,1024.0,12.96,0.0,0.0,0.0,0.0,1.0,0.0,135.0
1470,1470,1470,1470,1470,-8.0,-1.0,1024.0,16.98,0.0,0.0,0.0,0.0,1.0,0.0,111.0
1471,1471,1471,1471,1471,-9.0,-2.0,1025.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,114.0
1472,1472,1472,1472,1472,-7.0,-1.0,1025.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,121.0
1473,1473,1473,1473,1473,-8.0,0.0,1026.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,126.0
1474,1474,1474,1474,1474,-7.0,1.0,1026.0,3.13,0.0,0.0,0.0,0.0,1.0,0.0,133.0
1475,1475,1475,1475,1475,-7.0,2.0,1025.0,6.26,0.0,0.0,0.0,0.0,1.0,0.0,146.0
1476,1476,1476,1476,1476,-5.0,3.0,1025.0,9.39,0.0,0.0,0.0,0.0,1.0,0.0,165.0
1477,1477,1477,1477,1477,-5.0,4.0,1023.0,12.52,0.0,0.0,0.0,0.0,1.0,0.0,202.0
1478,1478,1478,1478,1478,-5.0,5.0,1022.0,15.65,0.0,0.0,0.0,0.0,1.0,0.0,230.0
1479,1479,1479,1479,1479,-6.0,5.0,1021.0,18.78,0.0,0.0,0.0,0.0,1.0,0.0,247.0
1480,1480,1480,1480,1480,-6.0,6.0,1021.0,20.57,0.0,0.0,0.0,0.0,1.0,0.0,236.0
1481,1481,1481,1481,1481,-6.0,5.0,1020.0,24.59,0.0,0.0,0.0,0.0,1.0,0.0,227.0
1482,1482,1482,1482,1482,-6.0,4.0,1019.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,224.0
1483,1483,1483,1483,1483,-5.0,3.0,1020.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,187.0
1484,1484,1484,1484,1484,-5.0,3.0,1020.0,3.58,0.0,0.0,0.0,0.0,1.0,0.0,150.0
1485,1485,1485,1485,1485,-5.0,2.0,1020.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,144.0
1486,1486,1486,1486,1486,-4.0,1.0,1020.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,123.0
1487,1487,1487,1487,1487,-6.0,2.0,1020.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,134.0
1488,1488,1488,1488,1488,-5.0,2.0,1019.0,4.92,0.0,0.0,0.0,0.0,1.0,0.0,98.0
1489,1489,1489,1489,1489,-5.0,1.0,1019.0,6.71,0.0,0.0,0.0,0.0,1.0,0.0,101.0
1490,1490,1490,1490,1490,-5.0,1.0,1018.0,9.84,0.0,0.0,0.0,0.0,1.0,0.0,108.0
1491,1491,1491,1491,1491,-5.0,1.0,1017.0,12.97,0.0,0.0,0.0,0.0,1.0,0.0,126.0
1492,1492,1492,1492,1492,-4.0,0.0,1016.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,125.0
1493,1493,1493,1493,1493,-3.0,0.0,1015.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,121.0
1494,1494,1494,1494,1494,-4.0,-1.0,1015.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,123.0
1495,1495,1495,1495,1495,-4.0,-1.0,1015.0,3.58,0.0,0.0,0.0,0.0,1.0,0.0,126.0
1496,1496,1496,1496,1496,-3.0,0.0,1016.0,4.47,0.0,0.0,0.0,0.0,1.0,0.0,131.0
1497,1497,1497,1497,1497,-4.0,1.0,1016.0,7.6,0.0,0.0,0.0,0.0,1.0,0.0,126.0
1498,1498,1498,1498,1498,-4.0,3.0,1016.0,9.39,0.0,0.0,0.0,0.0,1.0,0.0,156.0
1499,1499,1499,1499,1499,-4.0,3.0,1015.0,12.52,0.0,0.0,0.0,0.0,1.0,0.0,187.0
1500,1500,1500,1500,1500,-4.0,4.0,1015.0,14.31,0.0,0.0,0.0,0.0,1.0,0.0,220.0
1501,1501,1501,1501,1501,-4.0,6.0,1014.0,17.44,0.0,0.0,0.0,0.0,1.0,0.0,237.0
1502,1502,1502,1502,1502,-4.0,7.0,1013.0,19.23,0.0,0.0,0.0,0.0,1.0,0.0,252.0
1503,1503,1503,1503,1503,-4.0,7.0,1014.0,22.36,0.0,0.0,0.0,0.0,1.0,0.0,226.0
1504,1504,1504,1504,1504,-3.0,5.0,1013.0,3.13,0.0,1.0,0.0,1.0,0.0,0.0,231.0
1505,1505,1505,1505,1505,-2.0,3.0,1013.0,8.05,0.0,0.0,0.0,1.0,0.0,0.0,222.0
1506,1506,1506,1506,1506,-2.0,3.0,1013.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,246.0
1507,1507,1507,1507,1507,-2.0,3.0,1014.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,261.0
1508,1508,1508,1508,1508,-2.0,3.0,1015.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,256.0
1509,1509,1509,1509,1509,-2.0,3.0,1016.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,255.0
1510,1510,1510,1510,1510,-2.0,2.0,1017.0,8.05,0.0,0.0,0.0,1.0,0.0,0.0,263.0
1511,1511,1511,1511,1511,-2.0,2.0,1018.0,12.07,0.0,0.0,0.0,1.0,0.0,0.0,269.0
1512,1512,1512,1512,1512,-2.0,1.0,1019.0,16.99,0.0,0.0,0.0,1.0,0.0,0.0,248.0
1513,1513,1513,1513,1513,-10.0,3.0,1020.0,22.8,0.0,0.0,0.0,1.0,0.0,0.0,89.0
1514,1514,1514,1514,1514,-13.0,2.0,1021.0,26.82,0.0,0.0,0.0,1.0,0.0,0.0,15.0
1515,1515,1515,1515,1515,-17.0,1.0,1022.0,35.76,0.0,0.0,0.0,1.0,0.0,0.0,19.0
1516,1516,1516,1516,1516,-16.0,0.0,1022.0,45.59,0.0,0.0,0.0,1.0,0.0,0.0,15.0
1517,1517,1517,1517,1517,-16.0,-1.0,1024.0,53.64,0.0,0.0,0.0,1.0,0.0,0.0,13.0
1518,1518,1518,1518,1518,-16.0,-2.0,1026.0,62.58,0.0,0.0,0.0,1.0,0.0,0.0,16.0
1519,1519,1519,1519,1519,-18.0,-3.0,1027.0,71.52,0.0,0.0,0.0,1.0,0.0,0.0,19.0
1520,1520,1520,1520,1520,-19.0,-2.0,1028.0,81.35,0.0,0.0,0.0,1.0,0.0,0.0,19.0
1521,1521,1521,1521,1521,-23.0,-1.0,1027.0,95.21,0.0,0.0,0.0,1.0,0.0,0.0,24.0
1522,1522,1522,1522,1522,-25.0,0.0,1027.0,105.04,0.0,0.0,0.0,1.0,0.0,0.0,24.0
1523,1523,1523,1523,1523,-25.0,2.0,1029.0,110.85,0.0,0.0,0.0,1.0,0.0,0.0,17.0
1524,1524,1524,1524,1524,-24.0,2.0,1029.0,116.66,0.0,0.0,0.0,1.0,0.0,0.0,11.0
1525,1525,1525,1525,1525,-25.0,3.0,1028.0,123.81,0.0,0.0,0.0,1.0,0.0,0.0,17.0
1526,1526,1526,1526,1526,-25.0,3.0,1028.0,130.96,0.0,0.0,0.0,1.0,0.0,0.0,14.0
1527,1527,1527,1527,1527,-25.0,2.0,1028.0,4.92,0.0,0.0,1.0,0.0,0.0,0.0,16.0
1528,1528,1528,1528,1528,-24.0,3.0,1028.0,1.79,0.0,0.0,0.0,0.0,0.0,1.0,16.0
1529,1529,1529,1529,1529,-25.0,2.0,1029.0,3.13,0.0,0.0,1.0,0.0,0.0,0.0,18.0
1530,1530,1530,1530,1530,-24.0,1.0,1029.0,6.26,0.0,0.0,1.0,0.0,0.0,0.0,22.0
1531,1531,1531,1531,1531,-24.0,0.0,1030.0,9.39,0.0,0.0,1.0,0.0,0.0,0.0,30.0
1532,1532,1532,1532,1532,-25.0,0.0,1030.0,12.52,0.0,0.0,1.0,0.0,0.0,0.0,27.0
1533,1533,1533,1533,1533,-23.0,0.0,1031.0,17.44,0.0,0.0,1.0,0.0,0.0,0.0,29.0
1534,1534,1534,1534,1534,-22.0,-1.0,1032.0,23.25,0.0,0.0,1.0,0.0,0.0,0.0,20.0
1535,1535,1535,1535,1535,-22.0,-2.0,1033.0,29.06,0.0,0.0,1.0,0.0,0.0,0.0,14.0
1536,1536,1536,1536,1536,-22.0,-2.0,1033.0,34.87,0.0,0.0,1.0,0.0,0.0,0.0,19.0
1537,1537,1537,1537,1537,-21.0,-3.0,1034.0,40.68,0.0,0.0,1.0,0.0,0.0,0.0,16.0
1538,1538,1538,1538,1538,-21.0,-3.0,1034.0,44.7,0.0,0.0,1.0,0.0,0.0,0.0,12.0
1539,1539,1539,1539,1539,-22.0,-4.0,1035.0,49.62,0.0,0.0,1.0,0.0,0.0,0.0,13.0
1540,1540,1540,1540,1540,-22.0,-4.0,1034.0,55.43,0.0,0.0,1.0,0.0,0.0,0.0,15.0
1541,1541,1541,1541,1541,-23.0,-5.0,1034.0,61.24,0.0,0.0,1.0,0.0,0.0,0.0,11.0
1542,1542,1542,1542,1542,-23.0,-5.0,1035.0,66.16,0.0,0.0,1.0,0.0,0.0,0.0,19.0
1543,1543,1543,1543,1543,-23.0,-5.0,1035.0,71.97,0.0,0.0,1.0,0.0,0.0,0.0,16.0
1544,1544,1544,1544,1544,-22.0,-5.0,1035.0,76.89,0.0,0.0,1.0,0.0,0.0,0.0,27.0
1545,1545,1545,1545,1545,-22.0,-3.0,1036.0,80.91,0.0,0.0,1.0,0.0,0.0,0.0,23.0
1546,1546,1546,1546,1546,-23.0,-2.0,1036.0,82.7,0.0,0.0,1.0,0.0,0.0,0.0,29.0
1547,1547,1547,1547,1547,-22.0,-1.0,1035.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,26.0
1548,1548,1548,1548,1548,-22.0,0.0,1034.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,39.0
1549,1549,1549,1549,1549,-20.0,1.0,1033.0,3.13,0.0,0.0,0.0,0.0,0.0,1.0,52.0
1550,1550,1550,1550,1550,-18.0,1.0,1032.0,4.92,0.0,0.0,0.0,0.0,0.0,1.0,65.0
1551,1551,1551,1551,1551,-13.0,2.0,1031.0,4.02,0.0,0.0,0.0,0.0,1.0,0.0,91.0
1552,1552,1552,1552,1552,-13.0,2.0,1031.0,1.79,0.0,0.0,0.0,0.0,0.0,1.0,103.0
1553,1553,1553,1553,1553,-10.0,1.0,1031.0,3.13,0.0,0.0,0.0,0.0,1.0,0.0,99.0
1554,1554,1554,1554,1554,-9.0,-1.0,1032.0,6.26,0.0,0.0,0.0,0.0,1.0,0.0,99.0
1555,1555,1555,1555,1555,-9.0,-1.0,1032.0,9.39,0.0,0.0,0.0,0.0,1.0,0.0,103.0
1556,1556,1556,1556,1556,-9.0,-1.0,1033.0,11.18,0.0,0.0,0.0,0.0,1.0,0.0,96.0
1557,1557,1557,1557,1557,-9.0,-3.0,1034.0,12.07,0.0,0.0,0.0,0.0,1.0,0.0,76.0
1558,1558,1558,1558,1558,-9.0,-4.0,1034.0,13.86,0.0,0.0,0.0,0.0,1.0,0.0,69.0
1559,1559,1559,1559,1559,-9.0,-3.0,1035.0,18.78,0.0,0.0,0.0,0.0,1.0,0.0,83.0
1560,1560,1560,1560,1560,-9.0,-3.0,1035.0,21.91,0.0,0.0,0.0,0.0,1.0,0.0,62.0
1561,1561,1561,1561,1561,-9.0,-4.0,1035.0,25.04,0.0,0.0,0.0,0.0,1.0,0.0,51.0
1562,1562,1562,1562,1562,-9.0,-5.0,1035.0,28.17,0.0,0.0,0.0,0.0,1.0,0.0,53.0
1563,1563,1563,1563,1563,-10.0,-6.0,1035.0,31.3,0.0,0.0,0.0,0.0,1.0,0.0,68.0
1564,1564,1564,1564,1564,-9.0,-5.0,1035.0,34.43,0.0,0.0,0.0,0.0,1.0,0.0,71.0
1565,1565,1565,1565,1565,-10.0,-5.0,1035.0,37.56,0.0,0.0,0.0,0.0,1.0,0.0,62.0
1566,1566,1566,1566,1566,-10.0,-6.0,1035.0,39.35,0.0,0.0,0.0,0.0,1.0,0.0,58.0
1567,1567,1567,1567,1567,-11.0,-7.0,1036.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,69.0
1568,1568,1568,1568,1568,-9.0,-5.0,1037.0,0.9,1.0,0.0,0.0,0.0,0.0,1.0,74.0
