,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PM_Caotangsi,PM_Shahepu,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_SW,cbwd_cv,PM_US Post
781,781,781,781,781,63.5,57.5,2.0,47.17,1016.9,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.5
782,782,782,782,782,148.0,203.5,2.0,47.17,1014.9,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
783,783,783,783,783,148.0,203.5,2.0,47.17,1014.9,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
784,784,784,784,784,148.0,203.5,1.0,43.9,1013.9,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
785,785,785,785,785,148.0,203.5,-1.0,35.57,1014.9,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
786,786,786,786,786,63.5,57.5,1.0,43.9,1015.9,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
787,787,787,787,787,148.0,203.5,2.0,53.81,1015.9,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
788,788,788,788,788,148.0,203.5,3.0,54.08,1016.9,12.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.5
789,789,789,789,789,148.0,203.5,3.0,57.77,1018.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
790,790,790,790,790,93.5,91.0,3.0,57.77,1018.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.5
791,791,791,791,791,149.5,204.0,4.0,66.27,1019.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,192.0
792,792,792,792,792,110.5,96.5,3.0,57.77,1019.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.5
793,793,793,793,793,148.0,203.5,4.0,62.0,1019.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
794,794,794,794,794,46.5,50.5,4.0,66.27,1018.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,115.0
795,795,795,795,795,87.0,85.5,4.0,70.88,1018.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.5
796,796,796,796,796,148.0,203.5,4.0,70.88,1018.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0
797,797,797,797,797,112.5,115.5,5.0,76.01,1018.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.5
798,798,798,798,798,215.0,247.0,6.0,87.19,1018.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,210.5
799,799,799,799,799,52.5,43.0,6.0,87.19,1018.0,8.0,1.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,65.0
800,800,800,800,800,173.0,187.0,5.0,87.09,1019.0,7.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,1.0,164.0
801,801,801,801,801,68.0,78.0,6.0,87.19,1019.0,8.0,1.0,0.3,0.6,0.0,1.0,0.0,0.0,0.0,60.0
802,802,802,802,802,148.0,203.5,7.0,87.28,1019.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
803,803,803,803,803,148.0,203.5,7.0,87.28,1019.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
804,804,804,804,804,148.0,203.5,6.0,81.48,1019.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
805,805,805,805,805,148.0,203.5,6.0,81.48,1018.0,9.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
806,806,806,806,806,148.0,203.5,4.0,66.27,1016.9,10.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
807,807,807,807,807,148.0,203.5,4.0,66.27,1015.9,10.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
808,808,808,808,808,148.0,203.5,3.0,61.76,1015.9,10.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
809,809,809,809,809,148.0,203.5,3.0,61.76,1016.9,10.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
810,810,810,810,810,148.0,203.5,3.0,66.05,1018.0,9.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
811,811,811,811,811,148.0,203.5,3.0,66.05,1019.0,9.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
812,812,812,812,812,148.0,203.5,3.0,70.67,1020.0,8.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
813,813,813,813,813,148.0,203.5,3.0,70.67,1021.0,8.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
814,814,814,814,814,148.0,203.5,3.0,70.67,1021.0,8.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
815,815,815,815,815,92.0,88.5,3.0,70.67,1021.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0
816,816,816,816,816,182.5,197.0,3.0,70.67,1021.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,213.5
817,817,817,817,817,158.0,141.5,4.0,81.2,1021.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0
818,818,818,818,818,129.5,104.5,4.0,81.2,1021.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.5
819,819,819,819,819,154.5,100.0,4.0,86.99,1021.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.0
820,820,820,820,820,154.5,100.0,4.0,86.99,1021.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.0
821,821,821,821,821,280.0,257.0,4.0,86.99,1020.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.5
822,822,822,822,822,78.0,67.0,5.0,87.09,1020.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.5
823,823,823,823,823,78.0,67.0,5.0,87.09,1020.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.5
824,824,824,824,824,78.0,67.0,5.0,87.09,1020.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.5
825,825,825,825,825,78.0,67.0,5.0,87.09,1020.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.5
826,826,826,826,826,68.0,60.5,4.0,75.84,1021.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0
827,827,827,827,827,152.5,108.0,3.0,61.76,1020.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0
828,828,828,828,828,148.0,203.5,1.0,50.08,1020.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
829,829,829,829,829,148.0,203.5,1.0,50.08,1018.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.0
830,830,830,830,830,63.5,57.5,1.0,43.9,1015.9,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
831,831,831,831,831,148.0,203.5,1.0,43.9,1014.9,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0
832,832,832,832,832,148.0,203.5,1.0,46.88,1013.9,12.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0
833,833,833,833,833,148.0,203.5,1.0,46.88,1014.9,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
834,834,834,834,834,148.0,203.5,2.0,53.81,1015.9,11.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
835,835,835,835,835,122.5,105.5,2.0,53.81,1015.9,11.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92.5
836,836,836,836,836,148.0,203.5,3.0,61.76,1016.9,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.5
837,837,837,837,837,148.0,203.5,4.0,70.88,1018.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0
838,838,838,838,838,124.0,128.5,4.0,70.88,1018.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0
839,839,839,839,839,148.0,203.5,4.0,70.88,1019.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,135.5
840,840,840,840,840,148.0,203.5,5.0,76.01,1019.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
841,841,841,841,841,148.0,203.5,5.0,81.34,1018.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
842,842,842,842,842,148.0,203.5,5.0,81.34,1018.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
843,843,843,843,843,148.0,203.5,5.0,81.34,1018.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
844,844,844,844,844,148.0,203.5,5.0,81.34,1018.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
845,845,845,845,845,46.5,50.5,5.0,81.34,1016.9,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0
846,846,846,846,846,92.5,103.5,5.0,81.34,1016.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.5
847,847,847,847,847,92.5,103.5,5.0,81.34,1016.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.5
848,848,848,848,848,117.5,133.5,5.0,81.34,1018.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112.5
849,849,849,849,849,117.5,133.5,5.0,81.34,1018.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112.5
850,850,850,850,850,117.5,133.5,5.0,81.34,1019.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112.5
851,851,851,851,851,112.5,115.5,5.0,76.01,1018.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.5
852,852,852,852,852,53.5,52.0,5.0,76.01,1018.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0
853,853,853,853,853,90.0,106.5,6.0,76.18,1015.9,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132.0
854,854,854,854,854,112.5,103.5,5.0,66.49,1014.9,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0
855,855,855,855,855,148.0,203.5,4.0,62.0,1013.9,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
856,856,856,856,856,148.0,203.5,4.0,62.0,1012.9,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
857,857,857,857,857,148.0,203.5,4.0,62.0,1013.9,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
858,858,858,858,858,148.0,203.5,4.0,62.0,1014.9,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
859,859,859,859,859,148.0,203.5,4.0,66.27,1014.9,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5
860,860,860,860,860,148.0,203.5,4.0,66.27,1015.9,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
861,861,861,861,861,48.0,44.0,4.0,66.27,1016.9,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0
862,862,862,862,862,99.5,99.5,4.0,70.88,1016.9,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,128.0
863,863,863,863,863,112.5,115.5,5.0,76.01,1018.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131.5
864,864,864,864,864,112.5,115.5,5.0,76.01,1016.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.5
865,865,865,865,865,92.5,103.5,5.0,81.34,1016.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.5
866,866,866,866,866,68.5,67.0,6.0,87.19,1016.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0
867,867,867,867,867,92.5,103.5,5.0,81.34,1016.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.5
868,868,868,868,868,68.5,67.0,6.0,87.19,1016.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0
869,869,869,869,869,276.0,250.0,6.0,87.19,1015.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,245.5
870,870,870,870,870,276.0,250.0,6.0,87.19,1015.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,245.5
871,871,871,871,871,156.5,113.0,6.0,93.35,1015.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,142.5
872,872,872,872,872,191.0,175.0,6.0,93.35,1016.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215.0
873,873,873,873,873,68.5,67.0,6.0,87.19,1016.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0
874,874,874,874,874,72.5,70.5,6.0,81.48,1016.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0
875,875,875,875,875,189.5,149.5,6.0,71.27,1016.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0
876,876,876,876,876,85.5,83.5,5.0,66.49,1015.9,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0
877,877,877,877,877,74.5,69.5,4.0,54.35,1014.9,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
878,878,878,878,878,83.0,60.5,4.0,50.92,1013.9,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
879,879,879,879,879,105.0,54.5,4.0,54.35,1012.9,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
880,880,880,880,880,148.0,203.5,3.0,44.49,1012.9,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
881,881,881,881,881,148.0,203.5,4.0,50.92,1012.9,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
882,882,882,882,882,91.0,74.5,4.0,50.92,1013.9,14.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
883,883,883,883,883,74.5,69.5,4.0,54.35,1014.9,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
884,884,884,884,884,80.0,73.5,5.0,62.24,1015.9,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.5
885,885,885,885,885,80.0,73.5,5.0,62.24,1015.9,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.5
886,886,886,886,886,27.0,29.5,4.0,66.27,1016.9,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.5
887,887,887,887,887,108.5,106.5,5.0,76.01,1016.9,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
888,888,888,888,888,160.0,177.5,4.0,70.88,1016.9,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.5
889,889,889,889,889,108.5,106.5,5.0,76.01,1016.9,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
890,890,890,890,890,108.0,107.0,5.0,71.07,1015.9,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.5
891,891,891,891,891,151.0,169.5,6.0,81.48,1015.9,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0
892,892,892,892,892,151.0,169.5,6.0,81.48,1015.9,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0
893,893,893,893,893,198.0,212.0,6.0,81.48,1014.9,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222.0
894,894,894,894,894,198.0,212.0,6.0,81.48,1014.9,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222.0
895,895,895,895,895,97.0,114.0,6.0,76.18,1015.9,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,136.5
896,896,896,896,896,151.0,169.5,6.0,81.48,1015.9,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0
897,897,897,897,897,97.0,114.0,6.0,76.18,1015.9,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,136.5
898,898,898,898,898,117.5,118.0,6.0,71.27,1016.9,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0
899,899,899,899,899,124.0,139.0,5.0,62.24,1016.9,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.5
900,900,900,900,900,154.0,163.5,5.0,58.29,1015.9,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.5
901,901,901,901,901,119.5,104.5,5.0,54.62,1013.9,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.5
902,902,902,902,902,148.0,203.5,5.0,54.62,1011.9,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
903,903,903,903,903,148.0,203.5,6.0,66.71,1010.8,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
904,904,904,904,904,148.0,203.5,6.0,66.71,1010.2,12.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
905,905,905,905,905,148.0,203.5,6.0,66.71,1010.2,12.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
906,906,906,906,906,148.0,203.5,6.0,71.27,1009.1,11.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5
907,907,907,907,907,148.0,203.5,6.0,76.18,1010.2,10.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
908,908,908,908,908,148.0,203.5,5.0,71.07,1010.2,10.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
909,909,909,909,909,148.0,203.5,6.0,76.18,1010.2,10.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
910,910,910,910,910,148.0,203.5,6.0,76.18,1010.2,10.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
911,911,911,911,911,106.0,58.5,7.0,81.61,1010.2,10.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
912,912,912,912,912,148.0,203.5,6.0,76.18,1010.8,10.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
913,913,913,913,913,148.0,203.5,6.0,76.18,1010.8,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
914,914,914,914,914,83.0,60.5,6.0,76.18,1011.9,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
915,915,915,915,915,83.0,60.5,6.0,76.18,1011.9,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
916,916,916,916,916,83.0,60.5,6.0,76.18,1011.9,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
917,917,917,917,917,83.0,60.5,6.0,76.18,1011.9,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
918,918,918,918,918,148.0,203.5,6.0,81.48,1010.8,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
919,919,919,919,919,181.0,137.0,6.0,81.48,1011.0,9.0,1.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,168.5
920,920,920,920,920,148.0,203.5,6.0,87.19,1010.8,8.0,3.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
921,921,921,921,921,148.0,203.5,7.0,87.28,1010.8,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
922,922,922,922,922,148.0,203.5,7.0,76.35,1010.8,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
923,923,923,923,923,106.0,58.5,7.0,71.47,1010.8,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
924,924,924,924,924,148.0,203.5,6.0,58.54,1010.2,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
925,925,925,925,925,148.0,203.5,6.0,54.88,1008.1,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
926,926,926,926,926,99.5,125.5,5.0,48.03,1006.1,16.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
927,927,927,927,927,148.0,203.5,5.0,48.03,1005.1,16.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0
928,928,928,928,928,148.0,203.5,4.0,44.78,1004.1,16.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,175.5
929,929,929,929,929,148.0,203.5,5.0,48.03,1004.1,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
930,930,930,930,930,148.0,203.5,5.0,51.2,1004.1,15.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0
931,931,931,931,931,148.0,203.5,5.0,51.2,1005.1,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
932,932,932,932,932,148.0,203.5,5.0,54.62,1006.1,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
933,933,933,933,933,97.5,115.0,6.0,76.18,1006.1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
934,934,934,934,934,97.5,115.0,6.0,76.18,1006.1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
935,935,935,935,935,148.0,203.5,7.0,76.35,1007.1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
936,936,936,936,936,148.0,203.5,6.0,71.27,1007.1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
937,937,937,937,937,148.0,203.5,6.0,71.27,1007.1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
938,938,938,938,938,148.0,203.5,7.0,76.35,1007.1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
939,939,939,939,939,148.0,203.5,7.0,76.35,1007.1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
940,940,940,940,940,97.5,115.0,7.0,76.35,1006.1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
941,941,941,941,941,97.5,115.0,7.0,76.35,1006.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
942,942,942,942,942,148.0,203.5,7.0,81.61,1006.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
943,943,943,943,943,148.0,203.5,7.0,81.61,1007.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
944,944,944,944,944,148.0,203.5,7.0,81.61,1007.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
945,945,945,945,945,97.5,115.0,8.0,81.75,1007.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
946,946,946,946,946,148.0,203.5,8.0,76.52,1007.1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0
947,947,947,947,947,97.5,115.0,7.0,62.71,1007.1,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
948,948,948,948,948,99.5,125.5,5.0,48.03,1006.1,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
949,949,949,949,949,148.0,203.5,6.0,51.48,1004.1,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
950,950,950,950,950,130.0,117.5,5.0,45.07,1003.1,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
951,951,951,951,951,148.0,203.5,4.0,44.78,1001.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
952,952,952,952,952,148.0,203.5,4.0,44.78,1001.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.5
953,953,953,953,953,148.0,203.5,5.0,48.03,1001.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
954,954,954,954,954,148.0,203.5,6.0,54.88,1001.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
955,955,955,955,955,148.0,203.5,6.0,54.88,1002.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
956,956,956,956,956,148.0,203.5,6.0,54.88,1003.1,15.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
957,957,957,957,957,148.0,203.5,6.0,58.54,1004.1,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
958,958,958,958,958,104.5,133.0,7.0,66.93,1004.1,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
959,959,959,959,959,104.5,133.0,7.0,66.93,1004.1,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
960,960,960,960,960,104.5,133.0,7.0,66.93,1004.1,13.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
961,961,961,961,961,104.5,133.0,7.0,66.93,1004.1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
962,962,962,962,962,113.5,124.5,7.0,71.47,1003.1,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
963,963,963,963,963,113.5,124.5,7.0,71.47,1003.1,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
964,964,964,964,964,148.0,203.5,7.0,71.47,1002.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.5
965,965,965,965,965,148.0,203.5,6.0,66.71,1002.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
966,966,966,966,966,148.0,203.5,8.0,81.75,1002.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
967,967,967,967,967,148.0,203.5,7.0,76.35,1002.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
968,968,968,968,968,146.5,150.0,8.0,81.75,1003.1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0
969,969,969,969,969,148.0,203.5,7.0,71.47,1004.1,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,175.5
970,970,970,970,970,148.0,203.5,4.0,54.35,1004.1,13.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,175.5
971,971,971,971,971,113.5,124.5,4.0,50.92,1004.1,14.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
972,972,972,972,972,148.0,203.5,5.0,54.62,1004.1,14.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,175.5
973,973,973,973,973,113.5,124.5,5.0,54.62,1003.1,14.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
974,974,974,974,974,148.0,203.5,5.0,51.2,1002.0,15.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
975,975,975,975,975,148.0,203.5,5.0,54.62,1001.0,14.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,175.5
