,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,class
488,488,488,488,488,0.572786,0.05,0.151515,0.137437,0.260982,0.735141,0.834646,0.862205,0.562992,0.543566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
489,489,489,489,489,0.586293,0.225,0.090909,0.367215,0.258398,0.778699,0.897638,0.905512,0.535433,0.557926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
490,490,490,490,490,0.54027,0.8,0.075758,0.271296,0.273902,0.765491,0.814961,0.940945,0.673228,0.628189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
491,491,491,491,491,0.545273,0.769444,0.181818,0.312813,0.286822,0.773641,0.732283,0.952756,0.767717,0.62331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
492,492,492,492,492,0.584792,0.897222,0.136364,0.173228,0.29199,0.713643,0.771654,0.905512,0.685039,0.525721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
493,493,493,493,493,0.52076,0.875,0.015152,0.064424,0.223514,0.723901,0.850394,0.933071,0.625984,0.650634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
494,494,494,494,494,0.536768,0.266667,0.106061,0.176807,0.245478,0.542504,0.913386,0.901575,0.507874,0.778614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
495,495,495,495,495,0.525263,0.2,0.075758,0.231926,0.229974,0.639876,0.889764,0.905512,0.543307,0.697895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
496,496,496,496,496,0.525263,0.0,0.045455,0.250537,0.229974,0.643811,0.846457,0.917323,0.614173,0.694967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
497,497,497,497,497,0.52076,0.5,0.045455,0.214746,0.22093,0.663903,0.866142,0.948819,0.614173,0.680329,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
498,498,498,498,498,0.504252,0.397222,0.181818,0.312813,0.370801,0.472531,0.933071,0.933071,0.507874,0.413077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
499,499,499,499,499,0.594297,0.988889,0.151515,0.442377,0.320413,0.795841,0.80315,0.874016,0.614173,0.531298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
500,500,500,500,500,0.37919,0.041667,0.212121,0.021475,0.223514,0.23212,0.814961,0.830709,0.547244,0.192806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
501,501,501,501,501,0.569785,0.944444,0.106061,0.077309,0.244186,0.418435,0.807087,0.905512,0.641732,0.867698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
502,502,502,502,502,0.551776,0.766667,0.106061,0.355762,0.284238,0.507236,0.791339,0.952756,0.704724,0.788791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
503,503,503,503,503,0.450225,0.444444,0.181818,0.085898,0.268734,0.390895,0.917323,0.952756,0.547244,0.343232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
504,504,504,504,504,0.393697,0.025,0.5,0.042949,0.235142,0.248841,0.649606,0.614173,0.440945,0.211627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
505,505,505,505,505,0.584292,0.602778,0.257576,0.501074,0.387597,0.821132,0.791339,1.0,0.728346,0.55918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
506,506,506,506,506,0.552276,0.336111,0.19697,0.125268,0.223514,0.640298,0.948819,0.901575,0.456693,0.468423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
507,507,507,507,507,0.530265,0.325,0.227273,0.125268,0.26615,0.614725,0.96063,0.885827,0.417323,0.461592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
508,508,508,508,508,0.415708,0.952778,0.363636,0.085898,0.267442,0.255164,0.641732,0.767717,0.649606,0.229332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
509,509,509,509,509,0.4007,0.008333,0.136364,0.212598,0.301034,0.183645,0.814961,0.874016,0.598425,0.174125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
510,510,510,510,510,0.548274,0.652778,0.318182,0.322835,0.294574,0.785443,0.708661,0.996063,0.807087,0.567963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
511,511,511,511,511,0.547274,0.333333,0.19697,0.09592,0.22739,0.634818,0.948819,0.901575,0.452756,0.45964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
512,512,512,512,512,0.514257,0.344444,0.257576,0.068003,0.24031,0.597443,0.968504,0.889764,0.401575,0.456294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
513,513,513,513,513,0.577789,0.938889,0.121212,0.107373,0.25323,0.405789,0.795276,0.897638,0.649606,0.860031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
514,514,514,514,514,0.568284,0.172222,0.166667,0.346457,0.245478,0.450892,0.905512,0.850394,0.464567,0.815419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
515,515,515,515,515,0.553277,0.394444,0.090909,0.0,0.223514,0.67135,0.901575,0.940945,0.562992,0.457689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
516,516,516,516,516,0.561781,0.130556,0.136364,0.312813,0.21447,0.475903,0.877953,0.866142,0.515748,0.786421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
517,517,517,517,517,0.44022,0.863889,0.151515,0.193271,0.326873,0.247998,0.759843,0.917323,0.708661,0.242855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
518,518,518,518,518,0.562281,0.013889,0.075758,0.286328,0.215762,0.478572,0.838583,0.905512,0.606299,0.780705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
519,519,519,519,519,0.528764,0.675,0.045455,0.2398,0.244186,0.764648,0.838583,0.952756,0.653543,0.561829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
520,520,520,520,520,0.594297,0.375,0.045455,0.667144,0.405685,0.829001,0.88189,0.937008,0.586614,0.500627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
521,521,521,521,521,0.446223,0.75,0.030303,0.0,0.223514,0.431081,0.84252,0.940945,0.641732,0.405967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,522,522,522,522,0.415708,0.883333,0.106061,0.367931,0.324289,0.135872,0.795276,0.92126,0.673228,0.182629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
523,523,523,523,523,0.370185,0.247222,0.151515,0.021475,0.222222,0.078404,0.925197,0.88189,0.472441,0.171895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
524,524,524,524,524,0.530265,0.733333,0.106061,0.292054,0.248062,0.771392,0.795276,0.96063,0.712598,0.549979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
525,525,525,525,525,0.558279,0.702778,0.181818,0.440945,0.299742,0.81214,0.759843,0.976378,0.759843,0.52126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
526,526,526,526,526,0.37919,0.230556,0.136364,0.090909,0.244186,0.080511,0.917323,0.88189,0.480315,0.179841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
527,527,527,527,527,0.357679,0.255556,0.106061,0.0,0.223514,0.057328,0.913386,0.901575,0.507874,0.183745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
528,528,528,528,528,0.54027,0.052778,0.166667,0.042949,0.232558,0.559224,0.834646,0.854331,0.555118,0.699289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
529,529,529,529,529,0.528264,0.125,0.151515,0.042949,0.223514,0.617816,0.877953,0.858268,0.507874,0.420744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
530,530,530,530,530,0.453227,0.113889,0.075758,0.0,0.223514,0.45848,0.870079,0.901575,0.566929,0.433152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
531,531,531,531,531,0.462731,0.966667,0.19697,0.121689,0.271318,0.387523,0.76378,0.854331,0.633858,0.374599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
532,532,532,532,532,0.495748,0.3,0.333333,0.030064,0.241602,0.558662,0.988189,0.826772,0.299213,0.414192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
533,533,533,533,533,0.530265,0.655556,0.106061,0.250537,0.244186,0.768582,0.818898,0.968504,0.692913,0.537153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
534,534,534,534,534,0.568284,0.647222,0.212121,0.456693,0.338501,0.833497,0.771654,0.992126,0.751969,0.486129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
535,535,535,535,535,0.47924,0.088889,0.227273,0.27917,0.319121,0.359843,0.850394,0.814961,0.488189,0.364283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
536,536,536,536,536,0.536768,0.05,0.030303,0.347173,0.24031,0.60784,0.854331,0.92126,0.606299,0.640876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
537,537,537,537,537,0.483742,0.030556,0.106061,0.26199,0.317829,0.372067,0.838583,0.885827,0.590551,0.376969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
538,538,538,538,538,0.468234,0.130556,0.151515,0.322835,0.346253,0.31755,0.88189,0.862205,0.507874,0.333055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
539,539,539,539,539,0.450725,0.172222,0.075758,0.391553,0.308786,0.258817,0.88189,0.905512,0.559055,0.289837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
540,540,540,540,540,0.42071,0.211111,0.136364,0.30995,0.204134,0.157932,0.909449,0.88189,0.496063,0.235745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
541,541,541,541,541,0.571286,0.661111,0.136364,0.423765,0.342377,0.838275,0.80315,0.976378,0.712598,0.471072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
542,542,542,542,542,0.42021,0.458333,0.045455,0.27917,0.226098,0.127582,0.874016,0.944882,0.606299,0.232818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
543,543,543,543,543,0.435718,0.219444,0.090909,0.193271,0.241602,0.190108,0.897638,0.901575,0.531496,0.262512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
544,544,544,544,544,0.398199,0.227778,0.121212,0.274875,0.357881,0.085289,0.913386,0.885827,0.496063,0.227799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
545,545,545,545,545,0.392696,0.127778,0.212121,0.228346,0.343669,0.072783,0.88189,0.822835,0.456693,0.226405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
546,546,546,546,546,0.569785,0.7,0.181818,0.395848,0.338501,0.834621,0.759843,0.976378,0.759843,0.456016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
547,547,547,547,547,0.497749,0.077778,0.121212,0.319256,0.351421,0.39216,0.854331,0.877953,0.555118,0.405967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
548,548,548,548,548,0.475238,0.175,0.121212,0.327845,0.270026,0.316285,0.897638,0.877953,0.503937,0.346577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
549,549,549,549,549,0.387194,0.261111,0.287879,0.184681,0.329457,0.063791,0.968504,0.818898,0.330709,0.230169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
550,550,550,550,550,0.364682,0.422222,0.151515,0.130279,0.284238,0.038921,0.917323,0.944882,0.543307,0.230587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
551,551,551,551,551,0.476238,0.233333,0.151515,0.30995,0.27261,0.316144,0.92126,0.88189,0.476378,0.349366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
552,552,552,552,552,0.533767,0.577778,0.227273,0.214746,0.249354,0.791485,0.818898,0.996063,0.692913,0.480413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
553,553,553,553,553,0.490245,0.197222,0.212121,0.34932,0.308786,0.333005,0.925197,0.838583,0.42126,0.364701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
554,554,554,554,554,0.415208,0.497222,0.166667,0.150322,0.226098,0.130954,0.885827,0.972441,0.602362,0.258051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
555,555,555,555,555,0.578289,0.183333,0.287879,0.2398,0.251938,0.530701,0.925197,0.783465,0.346457,0.675728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
556,556,556,556,556,0.568284,0.172222,0.212121,0.259127,0.229974,0.538991,0.909449,0.830709,0.429134,0.668479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
557,557,557,557,557,0.53977,0.441667,0.106061,0.204009,0.251938,0.687228,0.897638,0.952756,0.574803,0.370277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
558,558,558,558,558,0.535268,0.361111,0.121212,0.107373,0.245478,0.653506,0.917323,0.929134,0.531496,0.361076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
559,559,559,559,559,0.496248,0.297222,0.166667,0.327845,0.324289,0.337502,0.937008,0.893701,0.468504,0.376133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
560,560,560,560,560,0.545273,0.338889,0.212121,0.271296,0.25969,0.72095,0.952756,0.901575,0.444882,0.378363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
561,561,561,561,561,0.368684,0.091667,0.212121,0.2398,0.308786,0.021076,0.850394,0.822835,0.492126,0.184163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
562,562,562,562,562,0.54027,0.125,0.121212,0.219041,0.257106,0.646621,0.877953,0.874016,0.527559,0.5688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
563,563,563,563,563,0.473237,0.122222,0.257576,0.121689,0.264858,0.267247,0.874016,0.787402,0.425197,0.339607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
564,564,564,564,564,0.607804,0.144444,0.136364,0.030064,0.228682,0.436279,0.885827,0.870079,0.511811,0.746271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
565,565,565,565,565,0.536768,0.15,0.242424,0.202577,0.377261,0.50274,0.897638,0.799213,0.409449,0.337097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
566,566,566,566,566,0.504752,0.080556,0.30303,0.068003,0.26615,0.473374,0.822835,0.755906,0.440945,0.344068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
567,567,567,567,567,0.502751,0.355556,0.121212,0.322835,0.30491,0.385134,0.92126,0.925197,0.523622,0.378224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
568,568,568,568,568,0.543772,0.977778,0.212121,0.121689,0.268734,0.603906,0.767717,0.850394,0.622047,0.327896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
569,569,569,569,569,0.581291,0.069444,0.181818,0.403722,0.250646,0.540537,0.838583,0.838583,0.527559,0.649937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
570,570,570,570,570,0.57979,0.136111,0.212121,0.451682,0.251938,0.553042,0.885827,0.818898,0.448819,0.636972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
571,571,571,571,571,0.502251,0.536111,0.090909,0.27917,0.303618,0.403119,0.866142,0.964567,0.633858,0.359264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
572,572,572,572,572,0.55978,0.433333,0.090909,0.375089,0.302326,0.777294,0.897638,0.948819,0.57874,0.374739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
573,573,573,573,573,0.543272,0.175,0.181818,0.231926,0.365633,0.500351,0.905512,0.846457,0.456693,0.31758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
574,574,574,574,574,0.37969,0.019444,0.272727,0.121689,0.284238,0.064353,0.771654,0.795276,0.551181,0.260142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
575,575,575,575,575,0.554777,0.333333,0.136364,0.261274,0.289406,0.75678,0.929134,0.913386,0.5,0.356476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
576,576,576,576,576,0.437719,0.258333,0.075758,0.198282,0.244186,0.231137,0.897638,0.913386,0.543307,0.340862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
577,577,577,577,577,0.434717,0.230556,0.166667,0.198282,0.248062,0.222987,0.929134,0.866142,0.448819,0.336819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
