,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,class
728,728,728,728,728,0.99628,0.0,0.0,0.0002188,0.0002188,0.0,0,0,0.0,0.0,0.0,0,7.2934e-05,0.0032091,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
729,729,729,729,729,0.14443,0.00054589,0.0,0.0015597,0.0047571,0.0,0,0,0.0,0.015207,0.00023395,0,0.010606,0.74398,0.0030414,0.0,0.0,0.005147,0.0,0.0,0,0.0,7.7985e-05,7.7985e-05,0.0,0.0,0.070342,9
730,730,730,730,730,0.97008,3.6706e-05,0.0,5.5059e-05,0.00018353,0.0,0,0,0.0,5.5059e-05,7.3412e-05,0,0.00038541,0.010736,9.1765e-05,0.0,1.8353e-05,0.00020188,0.0,0.0,0,0.0,0.0,9.1765e-05,0.0,7.3412e-05,0.017913,0
731,731,731,731,731,0.97606,0.0,0.0,0.0021727,0.00012071,0.0,0,0,0.0,0.0035407,8.047e-05,0,0.0020118,0.01199,0.0,0.0,0.00016094,4.0235e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00012071,0.0037016,1
732,732,732,732,732,0.93685,0.0,0.0,0.0011841,2.2991e-05,0.0,0,0,0.0,0.0083344,0.001322,0,0.0056099,0.035982,0.0,0.0,0.00016094,0.0,0.0,0.0,0,0.0,0.00013795,1.1496e-05,0.0,0.00059778,0.0097828,2
733,733,733,733,733,0.9825,2.0761e-05,0.0,2.0761e-05,0.00026989,0.0,0,0,0.0,0.00012456,2.0761e-05,0,0.00016609,0.0059998,4.1521e-05,0.0,0.0,0.0001038,0.0,0.0,0,0.0,2.0761e-05,0.0,0.0,8.3043e-05,0.01063,3
734,734,734,734,734,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
735,735,735,735,735,0.99892,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4.5159e-05,0.0,0,0.0,0.00085802,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00018064,5
736,736,736,736,736,0.94847,0.0,0.0,0.00036387,0.00050942,0.0,0,0,0.0,7.2775e-05,0.0,0,0.00036387,0.017393,0.0,0.0,0.0,0.00043665,0.0,0.0,0,0.0,7.2775e-05,0.0,0.0,0.00021833,0.032094,6
737,737,737,737,737,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
738,738,738,738,738,0.99672,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00029174,0.0,0,0.0002188,0.0027715,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
739,739,739,739,739,0.15347,0.022382,0.0,7.7985e-05,0.038602,0.0,0,0,0.0,0.022226,0.0093582,0,0.0056929,0.67582,0.0035873,0.0,0.0,0.0041332,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.064649,9
740,740,740,740,740,0.97043,9.1765e-05,0.0,7.3412e-05,0.00022024,0.0,0,0,0.0,5.5059e-05,0.0,0,0.00056894,0.010351,7.3412e-05,0.0,7.3412e-05,0.00014682,0.0,0.0,0,0.0,0.0,1.8353e-05,0.0,0.00011012,0.017784,0
741,741,741,741,741,0.97638,0.0,0.0,0.0026957,0.00028165,0.0,0,0,0.0,0.0032993,8.047e-05,0,0.0026153,0.010461,0.0,0.0,0.00040235,0.00012071,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0235e-05,0.0036212,1
742,742,742,742,742,0.93973,0.0,0.0,0.0021842,0.00043684,0.0,0,0,0.0,0.0072193,0.0010921,0,0.0049432,0.034223,0.0,0.0,0.00013795,6.8974e-05,0.0,0.0,0,0.0,6.8974e-05,2.2991e-05,0.0,0.00034487,0.0095299,2
743,743,743,743,743,0.98256,4.1521e-05,0.0,4.1521e-05,0.00026989,0.0,0,0,0.0,8.3043e-05,0.0,0,0.00018685,0.0060414,6.2282e-05,0.0,0.0,6.2282e-05,0.0,0.0,0,0.0,4.1521e-05,0.0,0.0,6.2282e-05,0.010546,3
744,744,744,744,744,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
745,745,745,745,745,0.99892,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00040643,0.0,0,0.0,0.00058707,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0318e-05,0.0,0.0,0.0,0.0,5
746,746,746,746,746,0.95131,7.2775e-05,0.0,0.0,0.00021833,0.0,0,0,0.0,0.00021833,7.2775e-05,0,0.00014555,0.015865,0.0,0.0,0.00021833,0.00036387,0.0,0.0,0,0.0,7.2775e-05,0.0,0.0,0.00021833,0.03122,6
747,747,747,747,747,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
748,748,748,748,748,0.99672,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00029174,0.0,0,0.0002188,0.0027715,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
749,749,749,749,749,0.19917,0.031662,0.0,0.0010918,0.05147,0.0,0,0,0.0,0.025033,0.05147,0,0.0040552,0.56913,0.0025735,0.0,0.0,0.0038992,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.060438,9
750,750,750,750,750,0.9693,3.6706e-05,0.0,5.5059e-05,0.00011012,0.0,0,0,0.0,1.8353e-05,0.0,0,0.00053224,0.01048,1.8353e-05,0.0,3.6706e-05,5.5059e-05,0.0,0.0,0,0.0,0.0,1.8353e-05,0.0,0.00018353,0.019161,0
751,751,751,751,751,0.97803,0.0,0.0,0.0021727,0.00024141,0.0,0,0,0.0,0.0027762,0.0,0,0.0023336,0.010059,0.0,0.0,0.00016094,4.0235e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,8.047e-05,0.004104,1
752,752,752,752,752,0.94385,0.0,0.0,0.0010116,0.00035637,0.0,0,0,0.0,0.0028394,0.00067825,0,0.0033912,0.036683,0.0,0.0,0.00011496,0.00014944,0.0,0.0,0,0.0,5.7479e-05,2.2991e-05,0.0,0.00031038,0.01053,2
753,753,753,753,753,0.98248,2.0761e-05,0.0,4.1521e-05,0.00026989,0.0,0,0,0.0,4.1521e-05,0.0,0,0.00051902,0.005896,2.0761e-05,0.0,0.0,8.3043e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0761e-05,0.010609,3
754,754,754,754,754,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
755,755,755,755,755,0.99892,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00040643,0.0,0,0.0,0.00058707,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0318e-05,0.0,0.0,0.0,0.0,5
756,756,756,756,756,0.95124,7.2775e-05,0.0,0.0,0.00014555,0.0,0,0,0.0,0.00021833,0.0,0,0.0002911,0.016011,0.0,0.0,7.2775e-05,0.0002911,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0002911,0.031366,6
757,757,757,757,757,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
758,758,758,758,758,0.9965,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0035008,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
759,759,759,759,759,0.25353,0.049676,0.0,0.0026515,0.056929,0.0,0,0,0.0,0.04258,0.044217,0,0.01162,0.46775,0.0035873,0.0,0.00015597,0.0036653,0.0,0.0,0,0.0,0.00023395,0.00046791,0.0,7.7985e-05,0.062856,9
760,760,760,760,760,0.9686,0.0,0.0,3.6706e-05,3.6706e-05,0.0,0,0,0.0,0.00014682,0.0,0,0.00055059,0.010259,0.0,0.0,1.8353e-05,7.3412e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00014682,0.020133,0
761,761,761,761,761,0.96306,0.0,0.0,0.0024543,0.00028165,0.0,0,0,0.0,0.016376,4.0235e-05,0,0.0026957,0.01034,0.0,0.0,0.00044259,8.047e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0042247,1
762,762,762,762,762,0.93915,0.00018393,0.0,0.0010231,0.00045983,0.0,0,0,0.0,0.0041959,0.00037936,0,0.0044718,0.038166,1.1496e-05,0.0,8.047e-05,8.047e-05,0.0,0.0,0,0.0,5.7479e-05,4.5983e-05,0.0,0.0002644,0.011427,2
763,763,763,763,763,0.98206,0.00018685,0.0,6.2282e-05,0.00053978,0.0,0,0,0.0,0.0,6.2282e-05,0,8.3043e-05,0.0055846,6.2282e-05,0.0,4.1521e-05,0.00026989,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00033217,0.010712,3
764,764,764,764,764,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
765,765,765,765,765,0.99887,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00045159,0.0,0,0.0,0.00058707,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0318e-05,0.0,0.0,0.0,0.0,5
766,766,766,766,766,0.95139,0.00014555,0.0,0.0002911,0.0002911,0.0,0,0,0.0,0.00021833,0.0,0,0.00014555,0.015355,7.2775e-05,0.0,0.00014555,0.00036387,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00021833,0.031366,6
767,767,767,767,767,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
768,768,768,768,768,0.99519,0.00051054,0.0,0.0,0.00065641,0.0,0,0,0.0,0.0,0.0,0,7.2934e-05,0.0035738,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
769,769,769,769,769,0.20869,0.051548,0.0,0.0039772,0.069952,0.0,0,0,0.0,0.021524,0.048117,0,0.015753,0.5087,0.0033534,0.0,0.00023395,0.0037433,0.0,0.0,0,0.0,0.00015597,0.00054589,0.0,7.7985e-05,0.063636,9
770,770,770,770,770,0.96638,7.3412e-05,0.0,0.00042212,0.000312,0.0,0,0,0.0,0.00016518,0.0,0,0.0020922,0.010076,5.5059e-05,0.0,7.3412e-05,0.00012847,0.0,0.0,0,0.0,3.6706e-05,0.0,0.0,0.0005873,0.019601,0
771,771,771,771,771,0.98,0.0,0.0,0.003943,0.0017301,0.0,0,0,0.0,0.0,0.0,0,0.00024141,0.0088517,0.0,0.0,0.00020117,8.047e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0049489,1
772,772,772,772,772,0.94612,3.4487e-05,0.0,0.0020577,0.00036786,0.0,0,0,0.0,0.0031613,0.00074722,0,0.0040695,0.031326,2.2991e-05,0.0,0.00021842,0.00011496,0.0,0.0,0,0.0,4.5983e-05,0.0,0.0,0.00033338,0.011381,2
773,773,773,773,773,0.98026,2.0761e-05,0.0,0.0012041,0.00037369,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0060414,4.1521e-05,0.0,0.00016609,0.00012456,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.011771,3
774,774,774,774,774,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
775,775,775,775,775,0.99896,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.00085802,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00018064,5
776,776,776,776,776,0.95095,0.00072775,0.0,0.0,0.0030565,0.0,0,0,0.0,0.0,0.0,0,0.0,0.013682,0.00072775,0.0,7.2775e-05,0.002911,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.027873,6
777,777,777,777,777,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
778,778,778,778,778,0.99635,0.00036467,0.0,0.0,0.00087521,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0023339,7.2934e-05,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
779,779,779,779,779,0.43009,0.096155,0.0,0.011698,0.027373,0.0,0,0,0.0,0.039928,0.016845,0,0.029166,0.28371,0.0035093,0.0,7.7985e-05,0.0042112,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00031194,0.056929,9
780,780,780,780,780,0.96418,0.00025694,0.0,0.00022024,0.0005873,0.0,0,0,0.0,0.0044781,9.1765e-05,0,0.00012847,0.012774,0.00014682,0.0,7.3412e-05,0.00056894,0.0,0.0,0,0.0,0.0,0.0,0.0,9.1765e-05,0.016408,0
781,781,781,781,781,0.49473,0.0,0.0,4.0235e-05,0.00012071,0.0,0,0,0.0,0.46451,0.0,0,0.01203,0.024463,0.0,0.0,0.0,0.00036211,0.0,0.0,0,0.0,0.00012071,0.0,0.0,0.00032188,0.0032993,1
782,782,782,782,782,0.017037,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.76573,0.0042074,0,0.057766,0.14428,0.00018393,0.0,5.7479e-05,0.00025291,0.0,0.0,0,0.0,0.00051731,0.00013795,0.0,0.00024141,0.0095874,2
783,783,783,783,783,0.00056054,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.43589,0.019702,0,0.029086,0.49884,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0010173,6.2282e-05,0.0,0.00014532,0.014699,3
784,784,784,784,784,0.3235,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.6765,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
785,785,785,785,785,0.69789,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.30089,0.0,0,0.0,0.0009935,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.5159e-05,0.0,0.0,0.0,0.00018064,5
786,786,786,786,786,0.67521,0.0013827,0.0,0.0,0.0046576,0.0,0,0,0.0,0.26788,0.00021833,0,0.00014555,0.01914,0.0016738,0.0,0.0,0.0033477,0.0,0.0,0,0.0,0.0005822,0.00021833,0.0,0.0,0.025544,6
787,787,787,787,787,0.67654,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.32346,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
788,788,788,788,788,0.15725,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.8375,0.0,0,0.0016045,0.0030632,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0004376,0.0,0.0,0.00014587,0.0,8
789,789,789,789,789,0.020042,0.00062388,0.0,0.0,0.0,0.0,0,0,0.0,0.10356,0.0019496,0,0.072838,0.73696,0.0026515,0.0,0.0,0.0060828,0.0,0.0,0,0.0,0.0020276,0.00046791,0.0,0.00023395,0.052562,9
790,790,790,790,790,0.12966,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.60093,0.00312,0,0.018628,0.22591,0.000312,0.0,1.8353e-05,0.00036706,0.0,0.0,0,0.0,0.00011012,0.00036706,0.0,1.8353e-05,0.020555,0
791,791,791,791,791,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.68154,0.0,0,0.16621,0.14698,0.0,0.0,0.0008047,0.00048282,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0235e-05,0.003943,1
792,792,792,792,792,0.38455,0.0,0.0,0.0,0.00082769,0.0,0,0,0.0,0.30146,0.029222,0,0.078539,0.19305,0.0002644,0.0,0.00020692,0.00096564,0.0,0.0,0,0.0,0.00041384,0.0,0.0,0.00022991,0.010266,2
793,793,793,793,793,0.94193,0.0021591,0.0,0.0011834,0.0016401,0.0,0,0,0.0,0.027134,0.0035708,0,0.002512,0.0088025,0.00064358,0.0,2.0761e-05,0.00053978,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0098613,3
794,794,794,794,794,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
795,795,795,795,795,0.99928,9.0318e-05,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.00054191,0.0,0.0,0.0,9.0318e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
796,796,796,796,796,0.95386,0.00072775,0.0,0.0,0.005167,0.0,0,0,0.0,0.0,0.0,0,0.0,0.012517,0.00043665,0.0,7.2775e-05,0.0048031,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.022415,6
797,797,797,797,797,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
798,798,798,798,798,0.9981,0.00014587,0.0,0.0,0.00072934,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0010211,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
799,799,799,799,799,0.31849,0.036809,0.0,0.00077985,0.058645,0.0,0,0,0.0,0.056539,0.072214,0,0.0010138,0.39624,0.0046011,0.0,0.0,0.0093582,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.045309,9
800,800,800,800,800,0.96841,0.00025694,0.0,0.00020188,0.0011012,0.0,0,0,0.0,3.6706e-05,0.00014682,0,0.00071577,0.010902,0.00016518,0.0,1.8353e-05,0.00044047,0.0,0.0,0,0.0,1.8353e-05,0.0,0.0,0.00029365,0.017288,0
801,801,801,801,801,0.97771,0.0,0.0,0.0042247,0.0030176,0.0,0,0,0.0,0.00064376,0.0,0,0.0008047,0.0096564,0.0,0.0,0.00024141,0.00032188,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0235e-05,0.0033395,1
802,802,802,802,802,0.95552,0.0020462,0.0,0.002598,0.015278,0.0,0,0,0.0,0.00031038,0.00050581,0,0.00047132,0.016347,0.00020692,0.0,0.00020692,0.0011381,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0053685,2
803,803,803,803,803,0.98609,0.0,0.0,0.00037369,0.00026989,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0053562,4.1521e-05,0.0,0.00099651,0.0001038,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.006768,3
804,804,804,804,804,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
805,805,805,805,805,0.99977,0.00022579,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
806,806,806,806,806,0.96034,0.0010188,0.0,0.0,0.0044393,0.0,0,0,0.0,0.0,0.0,0,0.0,0.012299,0.00043665,0.0,7.2775e-05,0.0041482,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.017248,6
807,807,807,807,807,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
808,808,808,808,808,0.99927,7.2934e-05,0.0,0.0,0.0004376,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0002188,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
809,809,809,809,809,0.67894,0.048897,0.0,0.012712,0.02168,0.0,0,0,0.0,0.00046791,0.00023395,0,0.020978,0.1612,0.0038213,0.0,7.7985e-05,0.0082664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.042736,9
810,810,810,810,810,0.96841,0.0005873,0.0,0.00022024,0.0017252,0.0,0,0,0.0,3.6706e-05,0.0,0,0.00053224,0.0094334,0.00022024,0.0,5.5059e-05,0.00027529,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00027529,0.018225,0
811,811,811,811,811,0.98467,0.0,0.0,0.00044259,0.0,0.0,0,0,0.0,0.0019313,0.0,0,0.001368,0.0077251,0.0,0.0,4.0235e-05,0.0,0.0,0.0,0,0.0,0.00012071,0.0,0.0,0.00012071,0.0035809,1
812,812,812,812,812,0.96312,0.0030579,0.0,0.00087367,0.0029544,0.0,0,0,0.0,0.0005403,0.00019543,0,0.00022991,0.021531,1.1496e-05,0.0,8.047e-05,0.00059778,0.0,0.0,0,0.0,4.5983e-05,1.1496e-05,0.0,4.5983e-05,0.006702,2
813,813,813,813,813,0.98634,0.0,0.0,0.00053978,0.00024913,0.0,0,0,0.0,0.0,4.1521e-05,0,0.0,0.0049618,2.0761e-05,0.0,0.00024913,0.0001038,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0074946,3
814,814,814,814,814,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
815,815,815,815,815,0.99977,9.0318e-05,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.00013548,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
816,816,816,816,816,0.9607,0.00065497,0.0,0.0,0.0011644,0.0,0,0,0.0,7.2775e-05,0.00036387,0,0.0,0.014773,0.00036387,0.0,0.0,0.00072775,0.0,0.0,0,0.0,7.2775e-05,0.00014555,0.0,0.0,0.020959,6
817,817,817,817,817,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
818,818,818,818,818,0.99883,0.00036467,0.0,0.0,0.00014587,0.0,0,0,0.0,0.0,0.0,0,0.0,0.00065641,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
819,819,819,819,819,0.74546,0.017157,0.0,0.0014037,0.0097481,0.0,0,0,0.0,0.011854,0.016377,0,0.0027295,0.14451,0.0010138,0.0,0.00015597,0.0014817,0.0,0.0,0,0.0,7.7985e-05,0.00046791,0.0,0.00015597,0.047415,9
820,820,820,820,820,0.96858,0.002753,0.0,1.8353e-05,0.0023675,0.0,0,0,0.0,0.0,0.00014682,0,0.0,0.0097271,0.00088094,0.0,0.0,0.0010094,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.014517,0
821,821,821,821,821,0.98025,0.0,0.0,0.005311,0.00096564,0.0,0,0,0.0,0.00064376,0.0,0,0.001368,0.0081677,0.0,0.0,8.047e-05,8.047e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0235e-05,0.0030981,1
822,822,822,822,822,0.93612,0.0032188,0.0,0.0002644,0.0046902,0.0,0,0,0.0,0.01168,0.0032418,0,1.1496e-05,0.034843,0.0002759,0.0,5.7479e-05,0.0008162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0047822,2
823,823,823,823,823,0.98661,0.0,0.0,0.00099651,0.00022837,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0054185,4.1521e-05,0.0,0.00031141,0.0001038,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0062905,3
824,824,824,824,824,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
825,825,825,825,825,0.99987,0.00013548,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
826,826,826,826,826,0.96347,0.00080052,0.0,0.0,0.0042209,0.0,0,0,0.0,0.0,0.0,0,0.0,0.012299,0.0005822,0.0,0.0,0.0032021,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.015428,6
827,827,827,827,827,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
828,828,828,828,828,0.99942,7.2934e-05,0.0,0.0,0.0004376,0.0,0,0,0.0,0.0,0.0,0,0.0,7.2934e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
829,829,829,829,829,0.61288,0.088357,0.0,0.0081884,0.018716,0.0,0,0,0.0,0.0048351,0.026437,0,0.024799,0.17211,0.0032754,0.0,7.7985e-05,0.0063168,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.034001,9
830,830,830,830,830,0.96696,0.0029915,0.0,0.0,0.002496,0.0,0,0,0.0,0.0,3.6706e-05,0,0.0,0.0092316,0.0010094,0.0,0.0,0.0012664,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.016004,0
831,831,831,831,831,0.97884,0.0,0.0,0.0076044,0.00096564,0.0,0,0,0.0,0.0,0.0,0,0.00028165,0.0084493,0.0,0.0,0.00016094,0.00024141,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0235e-05,0.00342,1
832,832,832,832,832,0.94815,0.0042304,0.0,6.8974e-05,0.0042649,0.0,0,0,0.0,0.0015634,0.0021382,0,0.00028739,0.032211,0.00036786,0.0,5.7479e-05,0.0008047,0.0,0.0,0,0.0,0.0,2.2991e-05,0.0,0.0,0.0058283,2
833,833,833,833,833,0.98491,0.00012456,0.0,0.00053978,0.00037369,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0054393,4.1521e-05,0.0,0.00047749,0.00035293,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0077437,3
834,834,834,834,834,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
835,835,835,835,835,0.99977,4.5159e-05,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.00018064,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
