,size,#columns,ave_rows_with_missing_values_ratio_per_window,max_rows_with_missing_values_ratio_per_window,total_rows_with_missing_values_ratio,overall missing value ratio,overall average null columns ratio,average null columns ratio among all windows,max average #null columns ratio among all windows,average missing value ratio among all windows,max missing value ration among all windows,IForest_ave_anomaly_ratio,IForest_max_anomaly_ratio,ECOD_ave_anomaly_ratio,ECOD_max_anomaly_ratio,mean_ave_anomaly_ratio,max_ave_anomaly_ratio,ECOD_overall_anomaly_ratio,IForest_overall_anomaly_ratio,ave_overall_anomaly_ratio,hdddm_drift_percentage,kdq_drift_percentage,ave_drift_percentage,hdddm_warning_percentage,kdq_warning_percentage,ave_warning_percentage,ks_ave_drift_percentage,ks_max_drift_percentage,hdddm_ave_drift_percentage,hdddm_max_drift_percentage,kdq_ave_drift_percentage,kdq_max_drift_percentage,cbdb_ave_drift_percentage,cbdb_max_drift_percentage,pca_ave_drift_percentage,pca_max_drift_percentage,ave_drift_percentage,max_drift_percentage,ks_ave_warning_percentage,ks_max_warning_percentage,hdddm_ave_warning_percentage,hdddm_max_warning_percentage,kdq_ave_warning_percentage,kdq_max_warning_percentage,cbdb_ave_warning_percentage,cbdb_max_warning_percentage,pca_ave_warning_percentage,pca_max_warning_percentage,ave_warning_percentage,max_warning_percentage
dataset_experiment_info/insects/incremental_reoccurring_imbalanced,452044,34,0.0,0.0,0.0,0.0,0.0,,,,,0.02034513274336283,0.09,0.01402212389380531,0.11,0.01718632440805488,0.07,0.014020759041155286,0.020347576784560794,0.01718416791285804,0.09028546138526222,0.0,0.22934981592870507,0.0,0.0,0.01972647474970998,0.5538031342412842,0.9997787121044479,0.1803161064059493,0.21110865235671608,0.0,0.0,0.1832800230675867,0.19893781810134986,0.000331858407079646,0.000663716814159292,0.22934981592870507,0.9997787121044479,0.07890589899883992,0.12901084310688204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972647474970998,0.12901084310688204
dataset_experiment_info/insects/gradual_balanced,24150,34,0.0,0.0,0.0,0.0,0.0,,,,,0.016307053941908713,0.05,0.013858921161825726,0.07,0.015020833333333334,0.055,0.01391304347826087,0.016273291925465838,0.015093167701863353,0.09583333333333334,0.0,0.2137941919191919,0.0,0.0,0.01682449494949495,0.4856060606060606,0.875,0.18282828282828284,0.22916666666666666,0.0,0.0,0.18674242424242424,0.24166666666666667,0.0,0.0,0.2137941919191919,0.875,0.0672979797979798,0.17083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01682449494949495,0.17083333333333334
dataset_experiment_info/italian_city_airquality,9357,15,0.9042824074074074,1.0,0.9116169712514695,0.11899112963556696,0.11899112963556696,0.12301697530864197,0.20305555555555557,0.12301697530864197,0.20305555555555554,0.019212962962962963,0.05,0.01875,0.05416666666666667,0.019570707070707072,0.05138888888888889,0.01752698514481137,0.018168216308645933,0.01784760072672865,0.36363636363636365,1.0,0.5984848484848485,0.0,0.0,0.007575757575757576,0.9015151515151515,1.0,0.38636363636363635,0.6363636363636364,0.7424242424242424,1.0,0.36363636363636365,0.5454545454545454,0.0,0.0,0.5984848484848485,1.0,0.030303030303030304,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.09090909090909091
dataset_experiment_info/powersupply,9984,5,0.0,0.0,0.0,0.0,0.0,,,,,0.01963927855711423,0.07414829659318638,0.014028056112224449,0.06613226452905811,0.017455964560700348,0.07014028056112225,0.014022435897435898,0.019631410256410256,0.016826923076923076,0.10526315789473684,0.0,0.2631578947368421,0.0,0.0,0.013157894736842105,0.631578947368421,0.8421052631578947,0.18421052631578946,0.2631578947368421,0.0,0.0,0.23684210526315788,0.2631578947368421,0.0,0.0,0.2631578947368421,0.8421052631578947,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.05263157894736842
dataset_experiment_info/taxi_ride_duration,1458644,11,0.0,0.0,0.0,0.0,0.0,,,,,0.023822222222222224,0.03535,0.015794444444444444,0.02085,0.01969542253521127,0.026775,0.015788636569306836,0.02382555304789928,0.01980709480860306,0.2112676056338028,0.9014084507042254,0.43089788732394363,0.0,0.0,0.0008802816901408451,0.7341549295774648,1.0,0.2517605633802817,0.3380281690140845,0.448943661971831,0.9295774647887324,0.2887323943661972,0.4507042253521127,0.0,0.0,0.43089788732394363,1.0,0.0035211267605633804,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008802816901408451,0.014084507042253521
dataset_experiment_info/airbnb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/room_occupancy,10129,19,0.0,0.0,0.0,0.0,0.0,,,,,0.0021825396825396826,0.041666666666666664,0.022321428571428572,0.37916666666666665,0.009908536585365854,0.20208333333333334,0.02221344653963866,0.002171981439431336,0.012192713989534998,0.2682926829268293,0.14634146341463414,0.4173018292682927,0.0,0.0,0.00038109756097560977,0.9862804878048781,1.0,0.35060975609756095,0.5609756097560976,0.010670731707317072,0.14634146341463414,0.32164634146341464,0.5365853658536586,0.0,0.0,0.4173018292682927,1.0,0.001524390243902439,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038109756097560977,0.024390243902439025
dataset_experiment_info/bitcoin,2916697,10,0.0,0.0,0.0,0.0,0.0,,,,,0.022800207756232687,0.1030592105263158,0.015903047091412742,0.07493421052631578,0.019459161534154536,0.08899671052631579,0.01604589026559838,0.023034960436411463,0.01954042535100492,0.22340425531914893,1.0,0.523936170212766,0.0,0.0,0.0004432624113475177,0.9911347517730497,1.0,0.375886524822695,0.6808510638297872,0.3280141843971631,1.0,0.40070921985815605,0.7021276595744681,0.0,0.0,0.523936170212766,1.0,0.0017730496453900709,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004432624113475177,0.010638297872340425
dataset_experiment_info/airlines,539383,8,0.0,0.0,0.0,0.0,0.0,,,,,0.005028571428571428,0.007028571428571428,0.00784952380952381,0.011142857142857144,0.006432512315270936,0.00842857142857143,0.007927576508714586,0.005053922722814771,0.006490749615764679,0.1724137931034483,0.9655172413793104,0.10454054961392739,0.0,0.0,4.915831374994005e-05,0.0006426550285358017,1.0,0.20972135628986618,0.6551724137931034,0.00013908205841446454,1.0,0.2076591050788931,0.6206896551724138,0.0,0.0,0.10454054961392739,1.0,0.0001966332549997602,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.915831374994005e-05,0.20689655172413793
dataset_experiment_info/traffic_volumn,48204,9,0.0,0.0,0.0,0.0,0.0,,,,,0.002483164983164983,0.025,0.011363636363636364,0.05416666666666667,0.006965811965811966,0.03958333333333333,0.011783254501701104,0.0026138909634055266,0.007198572732553315,0.2923076923076923,0.9076923076923077,0.14804063860667635,0.0,0.0,0.003338171262699565,0.14804063860667635,1.0,0.21712626995645865,0.6153846153846154,0.018867924528301886,1.0,0.20812772133526852,0.5846153846153846,0.0,0.0,0.14804063860667635,1.0,0.01335268505079826,0.13846153846153847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003338171262699565,0.13846153846153847
dataset_experiment_info/news_popularity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/beijingPM2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/energy_prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/election,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/covtype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/house_rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/safe_driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/shenyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/guangzhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/beijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/shanghai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataset_experiment_info/5cities/chengdu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
