,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,0,0,2,16.4,20.455,30,27.9993,51,110,161
726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726,0,0,2,16.4,20.455,30,19.9995,40,122,162
727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,0,0,2,17.22,21.21,28,22.0028,28,106,134
728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,728,0,0,1,17.22,21.21,28,22.0028,30,95,125
729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,0,0,1,16.4,20.455,32,19.9995,17,78,95
730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,0,0,1,16.4,20.455,35,19.0012,11,50,61
731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,0,0,1,16.4,20.455,35,22.0028,15,32,47
732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,0,0,1,16.4,20.455,35,23.9994,6,45,51
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,0,1,16.4,20.455,35,19.9995,5,31,36
734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,0,0,1,16.4,20.455,35,23.9994,3,27,30
735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,735,0,1,1,15.58,19.695,37,23.9994,3,8,11
736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,736,0,1,1,15.58,19.695,37,23.9994,1,6,7
737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,0,1,1,14.76,16.665,40,19.9995,0,2,2
738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,0,1,1,13.94,15.91,46,15.0013,1,1,2
739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,0,1,1,13.12,15.15,53,19.0012,0,2,2
740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,740,0,1,1,13.12,15.15,53,19.0012,0,3,3
741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,741,0,1,1,13.94,15.15,46,19.9995,1,25,26
742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,0,1,1,13.94,15.15,46,19.9995,2,96,98
743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,0,1,1,15.58,19.695,40,31.0009,7,249,256
744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,0,1,1,16.4,20.455,37,26.0027,8,122,130
745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,745,0,1,1,18.04,21.97,33,15.0013,9,46,55
746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,0,1,1,21.32,25.0,23,16.9979,10,43,53
747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,747,0,1,1,22.96,26.515,22,30.0026,27,99,126
748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,0,1,1,23.78,27.275,19,26.0027,27,93,120
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,0,1,1,24.6,29.545,15,32.9975,14,76,90
750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,0,1,1,22.96,26.515,21,43.9989,19,71,90
751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,751,0,1,1,21.32,25.0,27,31.0009,16,102,118
752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,752,0,1,1,18.86,22.725,33,40.9973,25,218,243
753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,753,0,1,1,16.4,20.455,40,40.9973,11,194,205
754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,754,0,1,1,15.58,19.695,43,32.9975,12,86,98
755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,755,0,1,1,14.76,15.91,46,31.0009,5,65,70
756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,0,1,1,14.76,15.91,50,35.0008,8,35,43
757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,0,1,1,13.94,14.395,46,43.9989,1,44,45
758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,0,1,1,13.12,14.395,49,32.9975,1,19,20
759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,0,1,1,12.3,13.635,49,27.9993,7,12,19
760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,0,1,1,12.3,12.12,42,51.9987,0,5,5
761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,0,1,1,11.48,11.365,41,46.0022,1,2,3
762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,0,1,1,9.02,9.09,37,35.0008,0,1,1
763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,0,1,1,9.02,9.09,32,31.0009,0,4,4
764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,0,1,1,8.2,9.09,32,22.0028,0,30,30
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,0,1,1,8.2,9.09,32,23.9994,2,103,105
766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,0,1,1,8.2,9.09,32,23.9994,10,213,223
767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,0,1,1,9.02,9.85,29,30.0026,2,108,110
768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,0,1,1,9.84,10.605,27,19.0012,5,47,52
769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,0,1,1,10.66,12.12,25,16.9979,11,46,57
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,0,1,1,11.48,13.635,24,16.9979,6,65,71
771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,0,1,1,13.12,15.15,21,15.0013,14,68,82
772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,0,1,1,13.94,15.91,19,15.0013,10,69,79
773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,0,1,1,13.94,16.665,19,11.0014,11,74,85
774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,0,1,1,13.94,15.91,19,16.9979,21,77,98
775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,0,1,1,13.12,15.15,22,15.0013,15,191,206
776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,0,1,1,12.3,15.15,22,8.9981,14,198,212
777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,0,1,1,11.48,14.395,26,8.9981,3,142,145
778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,0,1,1,10.66,13.635,33,7.0015,3,98,101
779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,0,1,1,9.84,14.395,52,0.0,5,61,66
780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,0,1,1,9.84,14.395,44,0.0,0,41,41
781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,0,1,2,9.02,12.88,44,6.0032,0,20,20
782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,0,1,1,9.02,12.88,41,6.0032,0,15,15
783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,0,1,1,8.2,11.365,44,6.0032,0,9,9
784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,0,1,2,8.2,9.85,47,12.998,0,1,1
785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,0,1,1,8.2,9.85,51,12.998,0,1,1
786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,0,1,1,8.2,9.85,47,12.998,0,5,5
787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,0,1,1,8.2,9.85,55,15.0013,1,32,33
788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,0,1,2,8.2,9.85,55,15.0013,5,103,108
789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,0,1,2,9.02,11.365,55,11.0014,6,224,230
790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,0,1,1,9.84,10.605,52,19.0012,2,122,124
791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,0,1,1,10.66,11.365,41,26.0027,14,55,69
792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,0,1,1,13.94,15.15,34,19.9995,7,59,66
793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,0,1,1,15.58,19.695,32,22.0028,14,72,86
794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,0,1,1,17.22,21.21,30,23.9994,13,80,93
795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,0,1,1,18.86,22.725,28,27.9993,17,65,82
796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,796,0,1,1,18.86,22.725,28,27.9993,35,82,117
797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,797,0,1,1,18.86,22.725,31,26.0027,26,96,122
798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,798,0,1,1,18.86,22.725,28,19.0012,11,244,255
799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,0,1,1,16.4,20.455,40,15.0013,20,202,222
800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,0,1,1,13.94,15.91,53,15.0013,18,143,161
801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,0,1,1,15.58,19.695,43,12.998,10,108,118
802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,802,0,1,1,14.76,17.425,46,12.998,5,87,92
803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,803,0,1,1,13.94,16.665,53,12.998,12,61,73
804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,0,1,1,15.58,19.695,40,15.0013,2,31,33
805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,0,1,1,13.94,16.665,53,12.998,1,16,17
806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,0,1,1,13.94,15.91,53,15.0013,0,6,6
807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,807,0,1,2,13.94,15.91,53,15.0013,2,4,6
808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,0,1,1,13.94,16.665,53,12.998,3,1,4
809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,0,1,1,13.12,15.91,57,12.998,3,1,4
810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,0,1,1,13.12,16.665,66,6.0032,1,11,12
811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,0,1,1,12.3,15.15,70,8.9981,3,44,47
812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,0,1,1,13.12,16.665,57,7.0015,7,119,126
813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,0,1,1,13.12,16.665,57,6.0032,18,267,285
814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,0,1,1,14.76,17.425,57,12.998,16,163,179
815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,0,1,1,15.58,19.695,54,12.998,18,70,88
816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,0,1,2,18.04,21.97,44,16.9979,19,71,90
817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,0,1,1,19.68,23.485,41,15.0013,15,86,101
818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,0,1,1,22.14,25.76,34,15.0013,15,108,123
819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,0,1,1,24.6,31.06,31,15.0013,26,55,81
820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,0,1,1,24.6,30.305,28,16.9979,15,91,106
821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,0,1,2,22.96,26.515,35,19.9995,29,117,146
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,0,1,2,23.78,27.275,32,19.9995,18,256,274
823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,0,1,2,22.14,25.76,42,19.0012,11,211,222
824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,0,1,1,19.68,23.485,55,22.0028,14,161,175
825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,0,1,1,19.68,23.485,59,22.0028,8,131,139
826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,0,1,1,21.32,25.0,55,26.0027,5,119,124
827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,0,1,1,20.5,24.24,59,19.0012,8,68,76
828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,0,1,1,18.86,22.725,67,19.9995,4,40,44
829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,829,0,1,1,18.04,21.97,72,19.0012,12,20,32
830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,0,1,1,18.04,21.97,72,15.0013,1,7,8
831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,831,0,1,1,18.04,21.97,72,19.0012,2,5,7
832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,0,1,1,18.86,22.725,67,16.9979,2,6,8
833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,833,0,1,1,18.86,22.725,67,16.9979,0,1,1
834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,0,1,2,18.86,22.725,67,7.0015,1,6,7
835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,835,0,1,2,18.04,21.97,72,11.0014,2,48,50
836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,836,0,1,2,17.22,21.21,77,15.0013,8,108,116
837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,837,0,1,2,17.22,21.21,77,12.998,26,246,272
838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,0,1,2,17.22,21.21,77,12.998,15,154,169
839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,0,1,2,18.04,21.97,72,15.0013,17,78,95
840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,0,1,1,18.04,21.97,72,11.0014,31,82,113
841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,841,0,1,1,20.5,24.24,59,12.998,59,126,185
842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,842,0,1,1,24.6,31.06,43,12.998,45,131,176
843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,843,0,1,1,27.06,31.06,36,19.9995,73,118,191
844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,844,0,1,1,27.06,31.06,36,22.0028,55,117,172
845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,845,0,1,1,27.06,31.06,36,19.0012,68,164,232
846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,0,1,1,27.06,31.06,34,23.9994,52,275,327
847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,847,0,1,1,26.24,31.06,33,22.0028,29,195,224
848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,848,0,1,1,25.42,31.06,29,39.0007,16,146,162
849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,0,1,1,24.6,31.06,31,12.998,19,105,124
850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,0,1,1,23.78,27.275,21,32.9975,11,61,72
851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,0,1,1,22.14,25.76,10,16.9979,19,88,107
852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,852,0,1,1,21.32,25.0,8,19.0012,16,61,77
853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,853,0,0,1,19.68,23.485,12,32.9975,6,23,29
854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,0,0,1,18.86,22.725,14,27.9993,10,21,31
855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,855,0,0,1,18.04,21.97,13,26.0027,3,14,17
856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,856,0,0,1,17.22,21.21,14,19.9995,0,7,7
857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,857,0,0,1,16.4,20.455,15,22.0028,0,3,3
858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,858,0,0,1,16.4,20.455,15,22.0028,0,3,3
859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,859,0,0,1,16.4,20.455,17,27.9993,3,3,6
860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,860,0,0,1,15.58,19.695,17,35.0008,6,16,22
861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,861,0,0,1,15.58,19.695,17,39.0007,9,36,45
862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,862,0,0,1,16.4,20.455,16,43.9989,18,37,55
863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,863,0,0,1,17.22,21.21,16,39.0007,34,72,106
864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,0,0,1,18.04,21.97,16,39.0007,47,76,123
865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,0,0,1,18.04,21.97,18,32.9975,38,81,119
866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,866,0,0,1,18.04,21.97,16,40.9973,52,103,155
867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,0,0,1,18.86,22.725,15,43.9989,102,94,196
868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,868,0,0,1,18.04,21.97,16,50.0021,84,87,171
869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,869,0,0,1,18.04,21.97,16,43.0006,39,81,120
870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,870,0,0,1,17.22,21.21,19,40.9973,36,91,127
871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,0,0,1,14.76,15.91,25,30.0026,21,67,88
872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,872,0,0,1,13.94,15.15,29,23.9994,5,54,59
873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,0,0,1,13.12,14.395,28,35.0008,9,38,47
874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,874,0,0,1,13.12,13.635,26,36.9974,4,29,33
875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,0,0,1,12.3,12.88,28,32.9975,2,42,44
876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,0,0,1,11.48,12.12,33,30.0026,4,25,29
877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,877,0,1,1,12.3,13.635,70,31.0009,0,7,7
878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,878,0,1,1,10.66,11.365,70,23.9994,0,3,3
879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,0,1,1,9.84,10.605,65,26.0027,0,4,4
880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,0,1,1,9.02,10.605,69,19.0012,0,2,2
881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,881,0,1,1,9.02,10.605,69,16.9979,0,1,1
882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,882,0,1,1,8.2,9.09,64,19.0012,1,1,2
883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,883,0,1,1,8.2,9.09,59,19.9995,0,46,46
884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,884,0,1,1,8.2,9.09,59,22.0028,2,105,107
885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,885,0,1,1,8.2,9.09,59,26.0027,10,204,214
886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,0,1,1,9.02,9.85,55,27.9993,8,116,124
887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,0,1,1,9.84,10.605,52,19.0012,13,55,68
888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,1,1,11.48,13.635,45,16.9979,8,48,56
889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,0,1,1,12.3,15.15,39,8.9981,6,80,86
890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,0,1,1,13.12,17.425,39,0.0,13,65,78
891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,891,0,1,1,13.12,16.665,36,8.9981,18,61,79
892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,892,0,1,1,13.94,18.18,34,0.0,7,57,64
893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,0,1,1,13.94,17.425,34,6.0032,10,92,102
894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,894,0,1,1,13.94,17.425,34,6.0032,12,230,242
895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,895,0,1,1,13.12,15.91,39,12.998,10,214,224
896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,0,1,1,12.3,15.15,49,8.9981,4,115,119
897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,0,1,1,12.3,15.91,61,6.0032,2,86,88
898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,898,0,1,1,10.66,15.15,56,0.0,8,55,63
899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,0,1,1,9.84,13.635,62,7.0015,3,44,47
900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,0,1,1,9.84,11.365,65,15.0013,2,23,25
901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,901,0,1,1,9.02,11.365,69,11.0014,3,5,8
902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,902,0,1,1,9.02,11.365,69,12.998,0,4,4
903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,903,0,1,1,9.02,11.365,69,12.998,0,2,2
904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,904,0,1,1,9.02,10.605,69,19.0012,3,1,4
905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,0,1,1,8.2,10.605,75,8.9981,1,0,1
906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,0,1,1,9.02,10.605,69,15.0013,0,5,5
907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,907,0,1,1,9.02,10.605,55,16.9979,1,39,40
