,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,DEWP,HUMI,PRES,TEMP,Iws,precipitation,Iprec,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,PM_US Post
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,50.5,70.0,60.5,-17.0,30.0,1037.0,-2.0,2.23,0.0,0.0,0.0,0.0,0.0,1.0,64.0
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,50.0,83.0,60.0,-15.0,45.0,1036.0,-5.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,83.0
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,58.5,91.5,78.0,-15.0,48.0,1036.0,-6.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,91.0
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,58.5,91.5,78.0,-15.0,48.0,1037.0,-6.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,90.0
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,18.0,21.5,14.0,-14.0,53.0,1037.0,-6.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,102.0
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,85.0,147.5,108.5,-14.0,61.0,1036.0,-8.0,3.58,0.0,0.0,0.0,0.0,1.0,0.0,94.0
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,227.5,328.0,317.5,-14.0,72.0,1037.0,-10.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,87.0
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,177.5,241.5,221.0,-15.0,78.0,1036.0,-11.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,141.0
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,182.0,328.0,244.0,-15.0,72.0,1036.0,-11.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,211.0
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,222.0,317.0,307.0,-16.0,78.0,1036.0,-13.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,242.0
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,227.5,328.0,317.5,-16.0,72.0,1036.0,-12.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,271.0
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,222.0,317.0,307.0,-16.0,78.0,1035.0,-13.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,249.0
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,222.0,317.0,307.0,-15.0,78.0,1035.0,-12.0,1.78,0.0,0.0,1.0,0.0,0.0,0.0,200.0
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,185.0,244.5,233.0,-14.0,72.0,1034.0,-10.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,147.0
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,170.0,218.5,205.5,-15.0,66.0,1034.0,-10.0,2.68,0.0,0.0,0.0,1.0,0.0,0.0,114.0
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,151.5,187.0,191.0,-15.0,72.0,1034.0,-11.0,4.47,0.0,0.0,0.0,1.0,0.0,0.0,102.0
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,161.5,199.0,198.0,-15.0,72.0,1034.0,-11.0,6.26,0.0,0.0,0.0,1.0,0.0,0.0,108.0
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,156.5,231.5,214.0,-14.0,67.0,1034.0,-9.0,8.05,0.0,0.0,0.0,1.0,0.0,0.0,135.0
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,117.0,122.5,114.5,-14.0,67.0,1034.0,-9.0,9.84,0.0,0.0,0.0,1.0,0.0,0.0,120.0
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,163.5,280.0,261.0,-13.0,57.0,1034.0,-6.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,148.0
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,71.5,95.0,81.5,-13.0,53.0,1033.0,-5.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,127.0
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,128.0,137.5,130.0,-12.0,53.0,1031.0,-4.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,128.0
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,114.0,113.5,133.0,-12.0,49.0,1031.0,-3.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,140.0
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,116.5,124.0,126.5,-12.0,49.0,1030.0,-3.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,148.0
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,141.5,123.5,143.0,-11.0,53.0,1030.0,-3.0,3.56,0.0,0.0,0.0,0.0,0.0,1.0,150.0
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,164.5,144.5,151.5,-11.0,58.0,1031.0,-4.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,154.0
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,163.0,221.5,186.5,-12.0,67.0,1031.0,-7.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,197.0
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,224.5,352.0,341.5,-12.0,67.0,1032.0,-7.0,1.78,0.0,0.0,0.0,0.0,0.0,1.0,235.0
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,217.5,258.0,257.5,-12.0,72.0,1032.0,-8.0,2.23,0.0,0.0,0.0,0.0,0.0,1.0,261.0
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,222.0,317.0,307.0,-12.0,78.0,1032.0,-9.0,3.12,0.0,0.0,0.0,0.0,0.0,1.0,269.0
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,255.5,369.0,277.5,-13.0,85.0,1032.0,-11.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,266.0
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,214.0,262.5,257.0,-14.0,78.0,1032.0,-11.0,2.68,0.0,0.0,0.0,1.0,0.0,0.0,263.0
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,222.0,317.0,307.0,-15.0,78.0,1032.0,-12.0,5.81,0.0,0.0,0.0,1.0,0.0,0.0,241.0
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,189.0,241.5,238.5,-14.0,78.0,1032.0,-11.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,205.0
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,169.0,317.0,175.5,-14.0,78.0,1031.0,-11.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,160.0
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,155.0,263.5,153.5,-14.0,85.0,1031.0,-12.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,150.0
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,148.0,241.5,157.5,-14.0,78.0,1031.0,-12.0,3.58,0.0,0.0,0.0,1.0,0.0,0.0,148.0
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,156.5,262.5,202.5,-14.0,72.0,1030.0,-10.0,6.71,0.0,0.0,0.0,1.0,0.0,0.0,208.0
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,183.0,265.5,240.0,-14.0,78.0,1030.0,-11.0,9.84,0.0,0.0,0.0,1.0,0.0,0.0,209.0
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,182.5,184.5,186.0,-15.0,66.0,1030.0,-10.0,11.63,0.0,0.0,0.0,1.0,0.0,0.0,183.0
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,152.5,140.0,157.0,-13.0,78.0,1030.0,-10.0,14.76,0.0,0.0,0.0,1.0,0.0,0.0,161.0
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,175.0,198.5,169.5,-13.0,67.0,1030.0,-8.0,17.89,0.0,0.0,0.0,1.0,0.0,0.0,182.0
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,192.5,284.0,220.0,-12.0,62.0,1030.0,-6.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,230.0
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,108.5,192.5,141.0,-11.0,62.0,1030.0,-5.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,170.0
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,106.0,168.5,151.5,-11.0,58.0,1029.0,-4.0,2.23,0.0,0.0,0.0,0.0,0.0,1.0,172.0
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,141.5,139.5,143.0,-11.0,53.0,1028.0,-3.0,3.12,0.0,0.0,0.0,0.0,0.0,1.0,154.0
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,164.0,173.5,169.0,-10.0,50.0,1027.0,-1.0,4.01,0.0,0.0,0.0,0.0,0.0,1.0,166.0
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,139.0,195.5,170.0,-11.0,46.0,1027.0,-1.0,4.46,0.0,0.0,0.0,0.0,0.0,1.0,177.0
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,162.5,208.5,190.0,-10.0,50.0,1026.0,-1.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,191.0
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,154.5,246.0,203.5,-10.0,58.0,1026.0,-3.0,1.78,0.0,0.0,0.0,0.0,1.0,0.0,212.0
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,266.5,347.5,260.0,-10.0,67.0,1027.0,-5.0,2.67,0.0,0.0,0.0,0.0,1.0,0.0,250.0
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,233.0,286.5,246.0,-10.0,73.0,1027.0,-6.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,268.0
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,245.0,368.5,278.0,-11.0,73.0,1027.0,-7.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,317.0
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,253.5,317.5,262.0,-10.0,79.0,1027.0,-7.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,291.0
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,272.5,315.5,290.0,-11.0,85.0,1027.0,-9.0,1.35,0.0,0.0,0.0,0.0,0.0,1.0,313.0
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,238.0,257.5,227.5,-12.0,78.0,1027.0,-9.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,282.0
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,277.5,358.0,297.0,-12.0,85.0,1028.0,-10.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,282.0
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,267.0,295.5,272.0,-13.0,85.0,1028.0,-11.0,3.13,0.0,0.0,0.0,1.0,0.0,0.0,303.0
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,288.0,432.0,348.0,-11.0,85.0,1028.0,-9.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,349.0
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,436.0,373.0,504.0,-13.0,78.0,1028.0,-10.0,6.71,0.0,0.0,0.0,1.0,0.0,0.0,407.0
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,317.0,328.0,321.0,-13.0,85.0,1028.0,-11.0,7.6,0.0,0.0,0.0,1.0,0.0,0.0,361.0
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,173.5,265.5,192.0,-13.0,85.0,1027.0,-11.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,234.0
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,151.0,194.0,154.5,-14.0,78.0,1028.0,-11.0,0.89,0.0,0.0,0.0,1.0,0.0,0.0,149.0
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,148.0,194.0,157.5,-14.0,78.0,1028.0,-11.0,4.02,0.0,0.0,0.0,1.0,0.0,0.0,147.0
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,155.5,317.0,167.5,-14.0,78.0,1028.0,-11.0,5.81,0.0,0.0,0.0,1.0,0.0,0.0,184.0
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,136.5,175.0,139.5,-11.0,67.0,1028.0,-6.0,9.83,0.0,0.0,0.0,1.0,0.0,0.0,161.0
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,84.5,152.0,114.5,-10.0,67.0,1028.0,-5.0,11.62,0.0,0.0,0.0,1.0,0.0,0.0,137.0
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,112.5,128.0,127.0,-9.0,63.0,1028.0,-3.0,13.41,0.0,0.0,0.0,1.0,0.0,0.0,146.0
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,155.5,139.0,153.0,-8.0,58.0,1027.0,-1.0,15.2,0.0,0.0,0.0,1.0,0.0,0.0,144.0
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,145.0,144.5,148.5,-9.0,50.0,1026.0,0.0,16.99,0.0,0.0,0.0,1.0,0.0,0.0,154.0
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,161.0,187.5,170.0,-9.0,47.0,1025.0,1.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,173.0
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,151.0,209.5,171.0,-9.0,47.0,1025.0,1.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,188.0
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,222.5,172.0,203.0,-8.0,50.0,1025.0,1.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,203.0
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,217.5,197.0,201.0,-7.0,63.0,1025.0,-1.0,2.68,0.0,0.0,0.0,0.0,1.0,0.0,233.0
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,350.0,414.0,365.0,-7.0,68.0,1025.0,-2.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,408.0
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,710.5,526.0,620.0,-7.0,73.0,1025.0,-3.0,0.89,0.0,0.0,0.0,0.0,1.0,0.0,435.0
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,209.0,325.5,201.5,-5.0,79.0,1026.0,-2.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,403.0
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,353.0,359.0,307.0,-5.0,74.0,1026.0,-1.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,360.0
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,305.0,317.0,273.0,-5.0,74.0,1026.0,-1.0,3.58,0.0,0.0,0.0,1.0,0.0,0.0,402.0
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,232.0,272.5,241.0,-6.0,68.0,1026.0,-1.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,358.0
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,385.0,350.0,384.5,-4.0,80.0,1025.0,-1.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,383.0
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,258.0,282.5,303.5,-5.0,74.0,1024.0,-1.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,332.0
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,310.5,335.0,266.0,-5.0,74.0,1024.0,-1.0,6.71,0.0,0.0,0.0,1.0,0.0,0.0,274.0
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,211.5,323.0,243.5,-5.0,74.0,1023.0,-1.0,8.5,0.0,0.0,0.0,1.0,0.0,0.0,256.0
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,295.5,321.5,330.0,-4.0,80.0,1022.0,-1.0,10.29,0.0,0.0,0.0,1.0,0.0,0.0,302.0
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,283.5,360.0,330.0,-4.0,80.0,1021.0,-1.0,11.18,0.0,0.0,0.0,1.0,0.0,0.0,330.0
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,283.5,360.0,330.0,-4.0,80.0,1021.0,-1.0,12.07,0.0,0.0,0.0,1.0,0.0,0.0,367.0
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,264.5,360.0,302.0,-4.0,80.0,1021.0,-1.0,13.86,0.0,0.0,0.0,1.0,0.0,0.0,297.0
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,294.0,342.5,298.5,-4.0,74.0,1021.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,331.0
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,232.0,272.5,241.0,-4.0,74.0,1021.0,0.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,323.0
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,232.0,272.5,241.0,-4.0,74.0,1021.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,339.0
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,232.0,272.5,241.0,-5.0,64.0,1021.0,1.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,301.0
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,353.0,363.5,350.0,-5.0,64.0,1020.0,1.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,310.0
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,232.0,272.5,241.0,-4.0,69.0,1019.0,1.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,305.0
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,232.0,272.5,241.0,-4.0,69.0,1018.0,1.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,313.0
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,232.0,272.5,241.0,-3.0,69.0,1018.0,2.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,336.0
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,239.5,239.0,245.5,-3.0,69.0,1018.0,2.0,1.34,0.0,0.0,0.0,0.0,0.0,1.0,357.0
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,217.0,377.0,368.0,-2.0,74.0,1018.0,2.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,485.0
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,280.5,273.0,289.5,-3.0,74.0,1018.0,1.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,426.0
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,269.0,241.5,262.0,-3.0,69.0,1020.0,2.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,403.0
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,311.0,407.0,355.0,-3.0,74.0,1020.0,1.0,4.92,0.0,0.0,0.0,1.0,0.0,0.0,374.0
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,295.5,321.5,330.0,-3.0,80.0,1021.0,0.0,6.71,0.0,0.0,0.0,1.0,0.0,0.0,333.0
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,295.5,321.5,330.0,-3.0,80.0,1021.0,0.0,8.5,0.0,0.0,0.0,1.0,0.0,0.0,343.0
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,311.5,321.5,301.5,-3.0,74.0,1020.0,1.0,11.63,0.0,0.0,0.0,1.0,0.0,0.0,364.0
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,283.5,360.0,341.0,-2.0,86.0,1021.0,0.0,14.76,0.0,0.0,0.0,1.0,0.0,0.0,389.0
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,321.5,537.5,326.5,-2.0,92.0,1022.0,-1.0,16.55,0.0,0.0,0.0,1.0,0.0,0.0,368.0
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,289.0,306.0,239.5,-4.0,86.0,1022.0,-2.0,19.68,0.0,0.0,0.0,1.0,0.0,0.0,267.0
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,69.5,55.0,69.5,-2.0,92.0,1023.0,-1.0,25.49,0.0,0.0,0.0,1.0,0.0,0.0,71.0
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,59.5,75.5,57.5,-3.0,74.0,1023.0,1.0,28.62,0.0,0.0,0.0,1.0,0.0,0.0,81.0
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,51.5,41.5,49.5,-3.0,80.0,1024.0,0.0,31.75,0.0,0.0,0.0,1.0,0.0,0.0,51.0
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,52.5,39.5,44.5,-5.0,59.0,1026.0,2.0,36.67,0.0,0.0,0.0,1.0,0.0,0.0,49.0
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,41.5,40.5,43.5,-9.0,47.0,1027.0,1.0,41.59,0.0,0.0,0.0,1.0,0.0,0.0,44.0
