,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,length,weight,count,looped,neighbors,income,label
2306,2306,2306,2306,2306,43719,6,0.0625,1,0,2,3600000000.0,white
2307,2307,2307,2307,2307,43720,8,0.03125,1,0,2,3217000000.0,white
2308,2308,2308,2308,2308,43721,10,0.015625,1,0,2,2735000000.0,white
2309,2309,2309,2309,2309,43722,12,0.0078125,1,0,2,1924000000.0,white
2310,2310,2310,2310,2310,43723,30,0.5,1,0,2,525000000.0,white
2311,2311,2311,2311,2311,43724,14,0.00390625,1,0,2,1621000000.0,white
2312,2312,2312,2312,2312,43725,4,0.875,3,0,1,54000000.0,white
2313,2313,2313,2313,2313,43726,4,0.875,3,0,1,1035000000.0,white
2314,2314,2314,2314,2314,43727,2,0.25,1,0,1,4557000000.0,white
2315,2315,2315,2315,2315,43728,2,0.25,1,0,1,4517000000.0,white
2316,2316,2316,2316,2316,43729,4,0.125,1,0,1,4373000000.0,white
2317,2317,2317,2317,2317,43730,8,0.03125,1,0,1,3687000000.0,white
2318,2318,2318,2318,2318,43731,8,0.03125,1,0,1,3579000000.0,white
2319,2319,2319,2319,2319,43732,8,0.03125,1,0,1,3386000000.0,white
2320,2320,2320,2320,2320,43733,10,0.015625,1,0,1,2993000000.0,white
2321,2321,2321,2321,2321,43734,12,0.0078125,1,0,1,2507000000.0,white
2322,2322,2322,2322,2322,43735,16,0.001953125,1,0,2,1345000000.0,white
2323,2323,2323,2323,2323,43736,18,0.0009765625,1,0,2,1218000000.0,white
2324,2324,2324,2324,2324,43737,20,0.00048828125,1,0,2,1099000000.0,white
2325,2325,2325,2325,2325,43738,22,0.000244140625,1,0,2,987000000.0,white
2326,2326,2326,2326,2326,43739,22,0.000244140625,1,0,1,112000000.0,white
2327,2327,2327,2327,2327,43740,24,0.0001220703125,1,0,2,877000000.0,white
2328,2328,2328,2328,2328,43741,26,6.103515625e-05,1,0,2,769000000.0,white
2329,2329,2329,2329,2329,43742,28,3.0517578125e-05,1,0,2,662000000.0,white
2330,2330,2330,2330,2330,43743,30,1.52587890625e-05,1,0,2,562000000.0,white
2331,2331,2331,2331,2331,43744,30,1.52587890625e-05,1,0,1,100000000.0,white
2332,2332,2332,2332,2332,43745,32,7.62939453125e-06,1,0,2,466000000.0,white
2333,2333,2333,2333,2333,43746,0,0.5,1,0,1,1525000000.0,white
2334,2334,2334,2334,2334,43747,0,0.5,1,0,1,690000000.0,white
2335,2335,2335,2335,2335,43748,0,1.0,1,0,2,1560000000.0,white
2336,2336,2336,2336,2336,43749,34,3.814697265625e-06,1,0,2,376000000.0,white
2337,2337,2337,2337,2337,43750,36,1.9073486328125e-06,1,0,2,317000000.0,white
2338,2338,2338,2338,2338,43751,38,1.9073486328125e-06,1,0,2,288000000.0,white
2339,2339,2339,2339,2339,43752,40,1.9073486328125e-06,1,0,2,265000000.0,white
2340,2340,2340,2340,2340,43753,42,1.9073486328125e-06,1,0,2,246000000.0,white
2341,2341,2341,2341,2341,43754,44,1.9073486328125e-06,1,0,2,231000000.0,white
2342,2342,2342,2342,2342,43755,46,1.9073486328125e-06,1,0,2,216000000.0,white
2343,2343,2343,2343,2343,43756,48,1.9073486328125e-06,1,0,2,202000000.0,white
2344,2344,2344,2344,2344,43757,0,1.0,1,0,1,55000000.0,white
2345,2345,2345,2345,2345,43758,50,1.9073486328125e-06,1,0,2,196000000.0,white
2346,2346,2346,2346,2346,43759,52,1.9073486328125e-06,1,0,2,193000000.0,white
2347,2347,2347,2347,2347,43760,54,1.9073486328125e-06,1,0,2,191000000.0,white
2348,2348,2348,2348,2348,43761,56,1.9073486328125e-06,1,0,1,190000000.0,white
2349,2349,2349,2349,2349,43762,0,1.0,1,0,1,3800000000.0,white
2350,2350,2350,2350,2350,43763,0,0.5,1,0,1,97000000.0,white
2351,2351,2351,2351,2351,43764,0,0.5,1,0,2,2000000000.0,white
2352,2352,2352,2352,2352,43765,2,1.0,1,0,1,2010000000.0,white
2353,2353,2353,2353,2353,43766,32,0.5,1,0,2,520000000.0,white
2354,2354,2354,2354,2354,43767,2,0.5,1,0,1,2000000000.0,white
2355,2355,2355,2355,2355,43768,34,0.5,1,0,2,515000000.0,white
2356,2356,2356,2356,2356,43769,0,0.5,1,0,1,701000000.0,white
2357,2357,2357,2357,2357,43770,0,0.5,1,0,1,2500000000.0,white
2358,2358,2358,2358,2358,43771,0,0.5,1,0,1,493000000.0,white
2359,2359,2359,2359,2359,43772,36,0.5,1,0,1,510000000.0,white
2360,2360,2360,2360,2360,43773,0,3.0,3,0,4,20000000000.0,white
2361,2361,2361,2361,2361,43774,20,0.626953125,5,0,4,469000000.0,white
2362,2362,2362,2362,2362,43775,0,0.5,1,0,2,4910000000.0,white
2363,2363,2363,2363,2363,43776,16,0.87890625,3,2,4,985000000.0,white
2364,2364,2364,2364,2364,43777,0,0.5,1,0,2,4461000000.0,white
2365,2365,2365,2365,2365,43778,26,1.064453125,4,0,3,463000000.0,white
2366,2366,2366,2366,2366,43779,0,0.5,1,0,2,4416000000.0,white
2367,2367,2367,2367,2367,43780,0,0.5,1,0,2,4271000000.0,white
2368,2368,2368,2368,2368,43781,0,0.5,1,0,1,102000000.0,white
2369,2369,2369,2369,2369,43782,0,0.5,1,0,2,3585000000.0,white
2370,2370,2370,2370,2370,43783,14,0.8828125,4,1,4,691000000.0,white
2371,2371,2371,2371,2371,43784,0,0.5,1,0,2,3436000000.0,white
2372,2372,2372,2372,2372,43785,8,0.78125,3,0,3,504000000.0,white
2373,2373,2373,2373,2373,43786,0,0.5,1,0,2,3238000000.0,white
2374,2374,2374,2374,2374,43787,8,0.9375,4,1,4,883000000.0,white
2375,2375,2375,2375,2375,43788,0,0.5,1,0,2,2841000000.0,white
2376,2376,2376,2376,2376,43789,6,1.1875,4,0,4,1053000000.0,white
2377,2377,2377,2377,2377,43790,0,0.5,1,0,2,2349000000.0,white
2378,2378,2378,2378,2378,43791,10,0.90625,4,1,4,1002000000.0,white
2379,2379,2379,2379,2379,43792,0,1.0,1,0,2,2500000000.0,white
2380,2380,2380,2380,2380,43793,0,1.0,1,0,1,90000000.0,white
2381,2381,2381,2381,2381,43794,0,1.0,1,0,1,200000000000.0,white
2382,2382,2382,2382,2382,43795,0,1.0,1,0,1,4867000000.0,white
2383,2383,2383,2383,2383,43796,0,1.0,1,0,2,10141000000.0,white
2384,2384,2384,2384,2384,43797,2,0.25,1,0,2,2306000000.0,white
2385,2385,2385,2385,2385,43798,60,0.564514398574829,5,2,6,244000000.0,white
2386,2386,2386,2386,2386,43799,4,1.5,4,0,5,982000000.0,white
2387,2387,2387,2387,2387,43800,0,1.0,1,0,2,505000000.0,white
2388,2388,2388,2388,2388,43801,0,1.0,1,0,1,4973000000.0,white
2389,2389,2389,2389,2389,43802,24,0.1417236328125,4,0,4,225000000.0,white
2390,2390,2390,2390,2390,43803,4,0.125,1,0,2,2266000000.0,white
2391,2391,2391,2391,2391,43804,0,1.0,1,0,1,100000000.0,white
2392,2392,2392,2392,2392,43805,28,0.03131103515625,3,0,3,161000000.0,white
2393,2393,2393,2393,2393,43806,6,0.125,1,0,2,2238000000.0,white
2394,2394,2394,2394,2394,43807,8,0.125,1,0,2,2220000000.0,white
2395,2395,2395,2395,2395,43808,52,1.9073486328125e-05,1,1,2,74000000.0,white
2396,2396,2396,2396,2396,43809,10,0.125,1,0,2,2206000000.0,white
2397,2397,2397,2397,2397,43810,2,1.0,1,0,2,500000000.0,white
2398,2398,2398,2398,2398,43811,12,0.125,1,0,2,2193000000.0,white
2399,2399,2399,2399,2399,43812,32,7.62939453125e-06,1,0,1,32000000.0,white
2400,2400,2400,2400,2400,43813,14,0.125,1,0,2,2185000000.0,white
2401,2401,2401,2401,2401,43814,0,1.0,1,0,2,11877000000.0,white
2402,2402,2402,2402,2402,43815,0,1.0,1,0,1,5000000000.0,white
2403,2403,2403,2403,2403,43816,0,4.0,4,0,4,20000000000.0,white
2404,2404,2404,2404,2404,43817,0,1.0,1,0,2,6800000000.0,white
2405,2405,2405,2405,2405,43818,0,0.5,1,0,2,4727199995.0,white
2406,2406,2406,2406,2406,43819,0,0.5,1,0,2,4722000000.0,white
2407,2407,2407,2407,2407,43820,8,0.53125,2,0,2,427000000.0,white
2408,2408,2408,2408,2408,43821,2,0.25,1,0,2,4585000000.0,white
2409,2409,2409,2409,2409,43822,2,0.25,1,0,2,4112000000.0,white
2410,2410,2410,2410,2410,43823,2,0.25,1,0,2,4002000000.0,white
2411,2411,2411,2411,2411,43824,2,0.25,1,0,2,3745000000.0,white
2412,2412,2412,2412,2412,43825,2,0.25,1,0,2,3026000000.0,white
2413,2413,2413,2413,2413,43826,2,0.25,1,0,1,559000000.0,white
2414,2414,2414,2414,2414,43827,2,0.25,1,0,1,695000000.0,white
2415,2415,2415,2415,2415,43828,2,0.25,1,0,2,2741000000.0,white
2416,2416,2416,2416,2416,43829,50,0.250003814697266,1,1,3,1875000000.0,white
2417,2417,2417,2417,2417,43830,2,0.25,1,0,2,2075000000.0,white
2418,2418,2418,2418,2418,43831,2,0.25,1,0,1,2419000000.0,white
2419,2419,2419,2419,2419,43832,2,0.25,1,0,2,422000000.0,white
2420,2420,2420,2420,2420,43833,16,0.0625,1,0,2,968000000.0,white
2421,2421,2421,2421,2421,43834,16,0.0625,1,0,1,1217000000.0,white
2422,2422,2422,2422,2422,43835,4,0.125,1,0,2,1919000000.0,white
2423,2423,2423,2423,2423,43836,58,0.375001192092896,4,1,3,296000000.0,white
2424,2424,2424,2424,2424,43837,4,0.125,1,0,2,151000000.0,white
2425,2425,2425,2425,2425,43838,18,0.03125,1,0,2,742000000.0,white
2426,2426,2426,2426,2426,43839,18,0.03125,1,0,1,226000000.0,white
2427,2427,2427,2427,2427,43840,6,0.0625,1,0,2,1766000000.0,white
2428,2428,2428,2428,2428,43841,20,0.0166015625,2,0,3,326000000.0,white
2429,2429,2429,2429,2429,43842,20,0.015625,1,0,2,524000000.0,white
2430,2430,2430,2430,2430,43843,8,0.03125,1,0,2,1643000000.0,white
2431,2431,2431,2431,2431,43844,22,0.0078125,1,0,2,322000000.0,white
2432,2432,2432,2432,2432,43845,22,0.0078125,1,0,1,202000000.0,white
2433,2433,2433,2433,2433,43846,10,0.015625,1,0,1,108000000.0,white
2434,2434,2434,2434,2434,43847,10,0.015625,1,0,2,1535000000.0,white
2435,2435,2435,2435,2435,43848,24,0.00390625,1,0,2,121000000.0,white
2436,2436,2436,2436,2436,43849,24,0.01953125,2,0,2,343000000.0,white
2437,2437,2437,2437,2437,43850,12,0.0078125,1,0,2,1428000000.0,white
2438,2438,2438,2438,2438,43851,12,0.0078125,1,0,1,107000000.0,white
2439,2439,2439,2439,2439,43852,2,1.0,1,0,1,6800000000.0,white
2440,2440,2440,2440,2440,43853,14,0.00390625,1,0,1,100000000.0,white
2441,2441,2441,2441,2441,43854,14,0.00390625,1,0,2,1328000000.0,white
2442,2442,2442,2442,2442,43855,26,0.064453125,2,0,2,84000000.0,white
2443,2443,2443,2443,2443,43856,16,0.001953125,1,0,1,100000000.0,white
2444,2444,2444,2444,2444,43857,16,0.001953125,1,0,2,1228000000.0,white
2445,2445,2445,2445,2445,43858,18,0.0009765625,1,0,2,1162000000.0,white
2446,2446,2446,2446,2446,43859,20,0.00048828125,1,0,2,1105000000.0,white
2447,2447,2447,2447,2447,43860,30,0.0044097900390625,3,0,3,146000000.0,white
2448,2448,2448,2448,2448,43861,22,0.000244140625,1,0,1,53000000.0,white
2449,2449,2449,2449,2449,43862,22,0.000244140625,1,0,2,1052000000.0,white
2450,2450,2450,2450,2450,43863,24,0.0001220703125,1,0,2,999000000.0,white
2451,2451,2451,2451,2451,43864,24,0.0001220703125,1,0,1,53000000.0,white
2452,2452,2452,2452,2452,43865,26,6.103515625e-05,1,0,1,51000000.0,white
2453,2453,2453,2453,2453,43866,26,6.103515625e-05,1,0,2,948000000.0,white
2454,2454,2454,2454,2454,43867,28,3.0517578125e-05,1,0,2,901000000.0,white
2455,2455,2455,2455,2455,43868,30,1.52587890625e-05,1,0,2,857000000.0,white
2456,2456,2456,2456,2456,43869,32,7.62939453125e-06,1,0,2,825000000.0,white
2457,2457,2457,2457,2457,43870,34,7.62939453125e-06,1,0,2,806000000.0,white
2458,2458,2458,2458,2458,43871,36,7.62939453125e-06,1,0,2,788000000.0,white
2459,2459,2459,2459,2459,43872,38,7.62939453125e-06,1,0,2,776000000.0,white
2460,2460,2460,2460,2460,43873,40,7.62939453125e-06,1,0,2,767000000.0,white
2461,2461,2461,2461,2461,43874,42,7.62939453125e-06,1,0,2,763000000.0,white
2462,2462,2462,2462,2462,43875,44,7.62939453125e-06,1,0,2,761000000.0,white
2463,2463,2463,2463,2463,43876,0,1.0,1,0,1,40000000.0,white
2464,2464,2464,2464,2464,43877,0,0.5,1,0,1,1400000000.0,white
2465,2465,2465,2465,2465,43878,0,0.5,1,0,1,1000000000.0,white
2466,2466,2466,2466,2466,43879,4,1.0,1,0,2,495000000.0,white
2467,2467,2467,2467,2467,43880,0,1.0,1,0,2,45000000.0,white
2468,2468,2468,2468,2468,43881,0,1.0,1,0,2,10747000000.0,white
2469,2469,2469,2469,2469,43882,2,0.5,1,0,1,1130000000.0,white
2470,2470,2470,2470,2470,43883,2,0.5,1,0,1,10747000000.0,white
2471,2471,2471,2471,2471,43884,2,0.5,1,0,1,509000000.0,white
2472,2472,2472,2472,2472,43885,0,1.0,1,0,2,2009000000.0,white
2473,2473,2473,2473,2473,43886,0,0.5,1,0,1,2400000000.0,white
2474,2474,2474,2474,2474,43887,0,0.5,1,0,1,2600000000.0,white
2475,2475,2475,2475,2475,43888,0,0.5,1,0,1,2357000000.0,white
2476,2476,2476,2476,2476,43889,0,0.5,1,0,1,7644000000.0,white
2477,2477,2477,2477,2477,43890,0,1.0,1,0,2,33070000000.0,white
2478,2478,2478,2478,2478,43891,2,1.0,1,0,2,10136000000.0,white
2479,2479,2479,2479,2479,43892,2,0.5,1,0,1,3300000000.0,white
2480,2480,2480,2480,2480,43893,2,0.5,1,0,1,91000000.0,white
2481,2481,2481,2481,2481,43894,0,1.0,1,0,1,200000000.0,white
2482,2482,2482,2482,2482,43895,2,0.5,1,0,2,1500000000.0,white
2483,2483,2483,2483,2483,43896,6,1.0,1,0,2,490000000.0,white
2484,2484,2484,2484,2484,43897,2,4.0,4,0,2,20000000000.0,white
2485,2485,2485,2485,2485,43898,4,1.0,1,0,2,10131000000.0,white
2486,2486,2486,2486,2486,43899,0,1.0,1,0,1,100000000.0,white
2487,2487,2487,2487,2487,43900,4,0.25,1,0,1,500000000.0,white
2488,2488,2488,2488,2488,43901,4,0.25,1,0,1,1000000000.0,white
2489,2489,2489,2489,2489,43902,8,1.0,1,0,2,485000000.0,white
2490,2490,2490,2490,2490,43903,0,0.5,1,0,1,925000000.0,white
2491,2491,2491,2491,2491,43904,0,0.5,1,0,1,50000000.0,white
2492,2492,2492,2492,2492,43905,0,0.5,1,0,1,94000000.0,white
2493,2493,2493,2493,2493,43906,0,0.5,1,0,1,5000000000.0,white
2494,2494,2494,2494,2494,43907,0,1.0,1,0,1,90000000.0,white
2495,2495,2495,2495,2495,43908,22,0.50830078125,3,0,2,20000000000.0,white
2496,2496,2496,2496,2496,43909,22,0.00830078125,2,0,1,94318448.0,white
2497,2497,2497,2497,2497,43910,0,0.5,1,0,1,50000000.0,white
2498,2498,2498,2498,2498,43911,0,0.5,1,0,1,50000000.0,white
2499,2499,2499,2499,2499,43912,0,1.0,1,0,1,75000000.0,white
2500,2500,2500,2500,2500,43913,0,0.5,1,0,1,5689000000.0,white
2501,2501,2501,2501,2501,43914,0,0.5,1,0,1,111000000.0,white
2502,2502,2502,2502,2502,43915,0,0.5,1,0,1,2357000000.0,white
2503,2503,2503,2503,2503,43916,10,1.0,1,0,2,480000000.0,white
2504,2504,2504,2504,2504,43917,46,7.62939453125e-06,1,0,2,749000000.0,white
2505,2505,2505,2505,2505,43918,0,1.0,1,0,1,10000000000.0,white
2506,2506,2506,2506,2506,43919,0,1.0,1,0,2,30000000000.0,white
2507,2507,2507,2507,2507,43920,6,1.0,1,0,2,10126000000.0,white
2508,2508,2508,2508,2508,43921,0,0.5,1,0,1,126000000.0,white
2509,2509,2509,2509,2509,43922,0,0.5,1,0,2,41000000.0,white
2510,2510,2510,2510,2510,43923,12,1.0,1,0,2,475000000.0,white
2511,2511,2511,2511,2511,43924,0,1.0,1,0,1,100000000000.0,white
2512,2512,2512,2512,2512,43925,8,1.0,1,0,2,10121000000.0,white
2513,2513,2513,2513,2513,43926,14,1.0,1,0,2,470000000.0,white
2514,2514,2514,2514,2514,43927,16,1.0,1,0,2,465000000.0,white
2515,2515,2515,2515,2515,43928,18,1.0,1,0,2,460000000.0,white
2516,2516,2516,2516,2516,43929,20,1.0,1,0,2,455000000.0,white
2517,2517,2517,2517,2517,43930,10,1.0,1,0,2,10116000000.0,white
2518,2518,2518,2518,2518,43931,22,1.0,1,0,2,450000000.0,white
2519,2519,2519,2519,2519,43932,24,1.0,1,0,2,445000000.0,white
2520,2520,2520,2520,2520,43933,2,1.0,1,0,2,33065000000.0,white
2521,2521,2521,2521,2521,43934,12,1.0,1,0,2,10111000000.0,white
2522,2522,2522,2522,2522,43935,26,1.0,1,0,2,440000000.0,white
2523,2523,2523,2523,2523,43936,28,1.0,1,0,2,435000000.0,white
2524,2524,2524,2524,2524,43937,30,1.0,1,0,2,430000000.0,white
2525,2525,2525,2525,2525,43938,0,1.0,1,0,1,340000000000.0,white
2526,2526,2526,2526,2526,43939,32,1.0,1,0,2,425000000.0,white
2527,2527,2527,2527,2527,43940,14,1.0,1,0,2,10106000000.0,white
2528,2528,2528,2528,2528,43941,34,1.0,1,0,2,420000000.0,white
2529,2529,2529,2529,2529,43942,4,1.0,1,0,2,33060000000.0,white
2530,2530,2530,2530,2530,43943,16,1.0,1,0,2,10101000000.0,white
2531,2531,2531,2531,2531,43944,36,1.0,1,0,2,415000000.0,white
2532,2532,2532,2532,2532,43945,38,1.0,1,0,2,410000000.0,white
2533,2533,2533,2533,2533,43946,40,1.0,1,0,2,405000000.0,white
2534,2534,2534,2534,2534,43947,42,1.0,1,0,2,400000000.0,white
2535,2535,2535,2535,2535,43948,44,1.0,1,0,2,395000000.0,white
2536,2536,2536,2536,2536,43949,46,1.0,1,0,2,390000000.0,white
2537,2537,2537,2537,2537,43950,0,1.0,1,0,1,5000000000.0,white
2538,2538,2538,2538,2538,43951,0,1.0,2,0,2,5000000000.0,white
2539,2539,2539,2539,2539,43952,0,0.5,1,0,2,2500000000.0,white
2540,2540,2540,2540,2540,43953,18,1.0,1,0,2,10096000000.0,white
2541,2541,2541,2541,2541,43954,48,1.0,1,0,2,385000000.0,white
2542,2542,2542,2542,2542,43955,2,1.0,2,0,2,5000000000.0,white
2543,2543,2543,2543,2543,43956,50,1.0,1,0,2,380000000.0,white
2544,2544,2544,2544,2544,43957,0,0.5,1,0,2,10000000000.0,white
2545,2545,2545,2545,2545,43958,0,0.5,1,0,1,115004000000.0,white
2546,2546,2546,2546,2546,43959,0,1.0,1,0,1,5001000000.0,white
2547,2547,2547,2547,2547,43960,0,1.5,2,0,2,2200000000.0,white
2548,2548,2548,2548,2548,43961,0,0.5,1,0,2,2640000000.0,white
2549,2549,2549,2549,2549,43962,4,0.375,1,1,2,8000000000.0,white
2550,2550,2550,2550,2550,43963,2,0.25,1,0,2,6000000000.0,white
2551,2551,2551,2551,2551,43964,52,1.0,1,0,2,375000000.0,white
2552,2552,2552,2552,2552,43965,0,2.0,2,0,2,10000000000.0,white
2553,2553,2553,2553,2553,43966,20,1.0,1,0,2,10091000000.0,white
2554,2554,2554,2554,2554,43967,54,1.0,1,0,2,370000000.0,white
2555,2555,2555,2555,2555,43968,56,1.0,1,0,2,365000000.0,white
2556,2556,2556,2556,2556,43969,0,1.0,1,0,1,20000000000.0,white
2557,2557,2557,2557,2557,43970,6,1.0,1,0,2,33055000000.0,white
2558,2558,2558,2558,2558,43971,22,1.0,1,0,2,10086000000.0,white
2559,2559,2559,2559,2559,43972,58,1.0,1,0,2,360000000.0,white
2560,2560,2560,2560,2560,43973,48,7.62939453125e-06,1,0,2,743000000.0,white
2561,2561,2561,2561,2561,43974,8,1.0,1,0,2,33050000000.0,white
2562,2562,2562,2562,2562,43975,24,1.0,1,0,2,10081000000.0,white
2563,2563,2563,2563,2563,43976,60,1.0,1,0,2,355000000.0,white
2564,2564,2564,2564,2564,43977,62,1.0,1,0,2,350000000.0,white
2565,2565,2565,2565,2565,43978,64,1.0,1,0,2,345000000.0,white
2566,2566,2566,2566,2566,43979,0,1.0,1,0,1,490000000.0,white
2567,2567,2567,2567,2567,43980,66,1.0,1,0,2,340000000.0,white
2568,2568,2568,2568,2568,43981,0,1.0,1,0,1,5000000000.0,white
2569,2569,2569,2569,2569,43982,0,0.5,1,0,1,180000000.0,white
2570,2570,2570,2570,2570,43983,0,0.5,1,0,2,4820000000.0,white
2571,2571,2571,2571,2571,43984,0,0.5,1,0,2,4826000000.0,white
2572,2572,2572,2572,2572,43985,2,0.25,1,0,2,4522199995.0,white
2573,2573,2573,2573,2573,43986,2,0.25,1,0,2,4484000000.0,white
2574,2574,2574,2574,2574,43987,4,0.125,1,0,2,4329000000.0,white
2575,2575,2575,2575,2575,43988,4,0.125,1,0,2,3855000000.0,white
2576,2576,2576,2576,2576,43989,4,0.125,1,0,2,3709000000.0,white
2577,2577,2577,2577,2577,43990,4,0.125,1,0,2,3450000000.0,white
2578,2578,2578,2578,2578,43991,4,0.125,1,0,2,2632000000.0,white
2579,2579,2579,2579,2579,43992,4,0.125,1,0,2,2173000000.0,white
2580,2580,2580,2580,2580,43993,4,0.125,1,0,1,568000000.0,white
2581,2581,2581,2581,2581,43994,10,1.0,1,0,2,33045000000.0,white
2582,2582,2582,2582,2582,43995,26,1.0,1,0,2,10076000000.0,white
2583,2583,2583,2583,2583,43996,50,3.814697265625e-06,1,0,2,31000000.0,white
2584,2584,2584,2584,2584,43997,68,1.0,1,0,2,335000000.0,white
2585,2585,2585,2585,2585,43998,6,0.0625,1,0,2,2002000000.0,white
2586,2586,2586,2586,2586,43999,70,1.0,1,0,2,330000000.0,white
2587,2587,2587,2587,2587,44000,8,0.03125,1,0,2,1853000000.0,white
2588,2588,2588,2588,2588,44001,28,1.0,1,0,2,10071000000.0,white
2589,2589,2589,2589,2589,44002,10,0.015625,1,0,2,1711000000.0,white
2590,2590,2590,2590,2590,44003,72,1.0,1,0,2,325000000.0,white
2591,2591,2591,2591,2591,44004,12,0.0078125,1,0,2,1575000000.0,white
2592,2592,2592,2592,2592,44005,12,0.0078125,1,0,2,136000000.0,white
2593,2593,2593,2593,2593,44006,74,1.0,1,0,2,320000000.0,white
2594,2594,2594,2594,2594,44007,14,0.00390625,1,0,1,115000000.0,white
2595,2595,2595,2595,2595,44008,14,0.00390625,1,0,2,1460000000.0,white
2596,2596,2596,2596,2596,44009,76,1.0,1,0,2,315000000.0,white
2597,2597,2597,2597,2597,44010,0,1.0,1,0,1,100000000.0,white
2598,2598,2598,2598,2598,44011,30,1.0,1,0,2,10066000000.0,white
2599,2599,2599,2599,2599,44012,16,0.001953125,1,0,2,1350000000.0,white
2600,2600,2600,2600,2600,44013,16,0.001953125,1,0,1,110000000.0,white
2601,2601,2601,2601,2601,44014,78,1.0,1,0,2,310000000.0,white
2602,2602,2602,2602,2602,44015,18,0.0009765625,1,0,2,1242000000.0,white
2603,2603,2603,2603,2603,44016,20,0.00048828125,1,0,2,1134000000.0,white
2604,2604,2604,2604,2604,44017,20,0.00048828125,1,0,1,108000000.0,white
2605,2605,2605,2605,2605,44018,22,0.000244140625,1,0,2,1048000000.0,white
2606,2606,2606,2606,2606,44019,22,0.000244140625,1,0,2,86000000.0,white
2607,2607,2607,2607,2607,44020,24,0.0001220703125,1,0,2,970000000.0,white
2608,2608,2608,2608,2608,44021,26,6.103515625e-05,1,0,2,895000000.0,white
2609,2609,2609,2609,2609,44022,28,3.0517578125e-05,1,0,2,826000000.0,white
2610,2610,2610,2610,2610,44023,4,0.125,1,0,1,2000000000.0,white
2611,2611,2611,2611,2611,44024,30,1.52587890625e-05,1,0,2,771000000.0,white
2612,2612,2612,2612,2612,44025,32,7.62939453125e-06,1,0,1,51000000.0,white
2613,2613,2613,2613,2613,44026,32,7.62939453125e-06,1,0,2,720000000.0,white
2614,2614,2614,2614,2614,44027,34,3.814697265625e-06,1,0,2,685000000.0,white
2615,2615,2615,2615,2615,44028,34,0.0078163146972656,2,0,2,73000000.0,white
2616,2616,2616,2616,2616,44029,36,1.9073486328125e-06,1,0,2,655000000.0,white
2617,2617,2617,2617,2617,44030,36,1.9073486328125e-06,1,0,1,30000000.0,white
2618,2618,2618,2618,2618,44031,38,1.9073486328125e-06,1,0,2,633000000.0,white
2619,2619,2619,2619,2619,44032,40,1.9073486328125e-06,1,0,2,615000000.0,white
2620,2620,2620,2620,2620,44033,42,1.9073486328125e-06,1,0,2,599000000.0,white
2621,2621,2621,2621,2621,44034,44,1.9073486328125e-06,1,0,2,591000000.0,white
2622,2622,2622,2622,2622,44035,46,1.9073486328125e-06,1,0,2,587000000.0,white
2623,2623,2623,2623,2623,44036,48,1.9073486328125e-06,1,0,2,585000000.0,white
2624,2624,2624,2624,2624,44037,0,1.0,1,0,1,35000000000.0,white
2625,2625,2625,2625,2625,44038,50,1.9073486328125e-06,1,0,2,583000000.0,white
2626,2626,2626,2626,2626,44039,52,1.9073486328125e-06,1,0,2,582000000.0,white
2627,2627,2627,2627,2627,44040,0,1.0,1,0,1,5000000000.0,white
2628,2628,2628,2628,2628,44041,12,1.0,1,0,2,33040000000.0,white
2629,2629,2629,2629,2629,44042,32,1.0,1,0,2,10061000000.0,white
2630,2630,2630,2630,2630,44043,80,1.0,1,0,2,305000000.0,white
2631,2631,2631,2631,2631,44044,82,1.0,1,0,2,300000000.0,white
2632,2632,2632,2632,2632,44045,84,1.0,1,0,2,295000000.0,white
2633,2633,2633,2633,2633,44046,0,1.0,1,0,1,25000000000.0,white
2634,2634,2634,2634,2634,44047,14,1.0,1,0,2,33035000000.0,white
2635,2635,2635,2635,2635,44048,6,1.5,4,0,1,5000000000.0,white
2636,2636,2636,2636,2636,44049,34,1.0,1,0,2,10056000000.0,white
2637,2637,2637,2637,2637,44050,16,1.0,1,0,2,33030000000.0,white
2638,2638,2638,2638,2638,44051,36,1.0,1,0,2,10051000000.0,white
2639,2639,2639,2639,2639,44052,54,9.5367431640625e-07,1,0,2,495000000.0,white
2640,2640,2640,2640,2640,44053,86,1.0,1,0,2,290000000.0,white
2641,2641,2641,2641,2641,44054,0,0.5,1,0,1,163000000.0,white
2642,2642,2642,2642,2642,44055,0,0.5,1,0,1,4837000000.0,white
2643,2643,2643,2643,2643,44056,4,0.125,1,0,1,4348199995.0,white
2644,2644,2644,2644,2644,44057,4,0.125,1,0,1,206000000.0,white
2645,2645,2645,2645,2645,44058,4,0.125,1,0,1,4278000000.0,white
2646,2646,2646,2646,2646,44059,6,0.0625,1,0,1,4095000000.0,white
2647,2647,2647,2647,2647,44060,56,0.500000476837158,3,0,1,10047000000.0,white
2648,2648,2648,2648,2648,44061,56,0.500000476837158,3,0,2,94000000.0,white
2649,2649,2649,2649,2649,44062,18,1.0,1,0,2,33025000000.0,white
2650,2650,2650,2650,2650,44063,6,0.0625,1,0,1,581000000.0,white
2651,2651,2651,2651,2651,44064,6,0.0625,1,0,1,3274000000.0,white
2652,2652,2652,2652,2652,44065,6,0.0625,1,0,2,2687000000.0,white
2653,2653,2653,2653,2653,44066,6,0.0625,1,0,1,1022000000.0,white
