,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,totalMandates,availableMandates,numParishes,numParishesApproved,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,votersPercentage,subscribedVoters,totalVoters,pre.blankVotes,pre.blankVotesPercentage,pre.nullVotes,pre.nullVotesPercentage,pre.votersPercentage,pre.subscribedVoters,pre.totalVoters,Mandates,Percentage,validVotesPercentage,Votes,Hondt,territoryName_Aveiro,territoryName_Açores,territoryName_Beja,territoryName_Braga,territoryName_Bragança,territoryName_Castelo Branco,territoryName_Coimbra,territoryName_Faro,territoryName_Guarda,territoryName_Leiria,territoryName_Lisboa,territoryName_Madeira,territoryName_Portalegre,territoryName_Porto,territoryName_Santarém,territoryName_Setúbal,territoryName_Território Nacional,territoryName_Viana do Castelo,territoryName_Vila Real,territoryName_Viseu,territoryName_Évora,Party_A,Party_B.E.,Party_CDS-PP,Party_CH,Party_IL,Party_JPP,Party_L,Party_MAS,Party_MPT,Party_NC,Party_PAN,Party_PCP-PEV,Party_PCTP/MRPP,Party_PDR,Party_PNR,Party_PPD/PSD,Party_PPM,Party_PS,Party_PTP,Party_PURP,Party_R.I.R.,FinalMandates
713,713,713,713,564,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,0,1.27,1.34,375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
714,714,714,714,563,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,0,2.27,2.4,670,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
715,715,715,715,562,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,0,5.58,5.9,1647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,716,716,716,561,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,0,6.0,6.34,1770,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,717,717,717,560,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,0,37.24,39.32,10983,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
718,718,718,718,559,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,0,37.53,39.63,11070,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
719,719,719,719,558,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,0,0.18,0.19,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
720,720,720,720,557,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,0,0.19,0.2,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
721,721,721,721,556,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,0,0.26,0.27,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
722,722,722,722,531,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,0.46,0.47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
723,723,723,723,530,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,0.46,0.47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,724,724,724,578,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,0,48.23,51.42,3627,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
725,725,725,725,528,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,1.11,1.14,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
726,726,726,726,502,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,29.07,30.98,3119,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
727,727,727,727,501,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,43.75,46.62,4694,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
728,728,728,728,500,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.15,0.16,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
729,729,729,729,499,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.2,0.21,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
730,730,730,730,498,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.22,0.23,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
731,731,731,731,497,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.22,0.24,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
732,732,732,732,496,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.24,0.26,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
733,733,733,733,495,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.35,0.37,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,734,734,734,493,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.54,0.57,135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,735,735,735,503,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,7.78,8.29,835,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
736,736,736,736,492,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.62,0.65,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,737,737,737,490,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.84,0.89,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
738,738,738,738,489,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,1.14,1.21,287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,739,739,739,488,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,1.96,2.07,492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
740,740,740,740,487,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,3.9,4.11,977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
741,741,741,741,486,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,3.96,4.18,993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,742,742,742,485,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,8.75,9.24,2194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,743,743,743,484,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,26.96,28.47,6760,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
744,744,744,744,483,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,43.57,46.01,10926,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
745,745,745,745,529,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,0.77,0.8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
746,746,746,746,491,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.66,0.7,166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
747,747,747,747,504,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,3.52,3.75,378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,748,748,748,494,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,0,0.41,0.43,102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
749,749,749,749,506,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,1.61,1.72,173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
750,750,750,750,505,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,3.37,3.59,361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
751,751,751,751,526,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,1.73,1.78,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,752,752,752,525,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,2.47,2.55,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,753,753,753,524,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,7.98,8.24,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,754,754,754,523,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,14.08,14.52,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
755,755,755,755,522,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,20.41,21.05,1641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
756,756,756,756,521,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,44.48,45.89,3577,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
757,757,757,757,519,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.09,0.1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
758,758,758,758,518,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.1,0.11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
759,759,759,759,517,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.13,0.14,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
760,760,760,760,520,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.08,0.09,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,761,761,761,527,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,0,1.38,1.42,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762,762,762,762,507,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.75,0.79,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,763,763,763,516,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.17,0.18,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,764,764,764,509,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.7,0.74,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
765,765,765,765,510,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.55,0.59,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,766,766,766,511,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.48,0.52,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
767,767,767,767,508,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.7,0.74,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,768,768,768,513,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.28,0.3,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
769,769,769,769,514,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.24,0.26,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
770,770,770,770,515,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.18,0.19,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
771,771,771,771,512,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,0,0.28,0.3,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,772,772,772,1027,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,16.75,17.4,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
773,773,773,773,1034,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,0.41,0.43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
774,774,774,774,1033,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,0.51,0.53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,775,775,775,1032,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,1.25,1.3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
776,776,776,776,1031,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,1.84,1.91,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
777,777,777,777,1030,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,2.52,2.62,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,778,778,778,1029,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,3.08,3.2,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,779,779,779,1028,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,6.74,7.0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,780,780,780,1026,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,18.05,18.76,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
781,781,781,781,1015,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.52,0.53,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
782,782,782,782,1024,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.04,0.04,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
783,783,783,783,1023,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.1,0.1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
784,784,784,784,1022,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.16,0.16,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
785,785,785,785,1021,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.16,0.16,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
786,786,786,786,1020,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.21,0.22,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
787,787,787,787,1019,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.24,0.25,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,788,788,788,1018,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.28,0.29,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,789,789,789,1017,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.31,0.32,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
790,790,790,790,1016,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,0,0.38,0.39,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
791,791,791,791,1035,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,0.37,0.38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,792,792,792,1025,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,43.66,45.37,3188,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
793,793,793,793,1036,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,0,0.33,0.34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,794,794,794,1058,0,40,243,21,223,1.93,230,1.99,54.31,21271,11553,168,1.36,213,1.73,55.08,22356,12314,0,0.2,0.21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
